"variant","contrast","baseline_mapped","baseline_NES","baseline_pval","mapped","NES","pval","delta_NES","leading_edge","rescued_leading_edge","bonferroni_15"
"omit_69_2__batch1","day3_vs_control",182,2.37386054495495,3.19645676080713e-20,198,2.44354402708069,5.77666557167249e-24,0.0696834821257362,"GPX4;NDUFB7;COX8A;SLC25A11;TIMM13;ATP5F1D;SLC25A6;NDUFS6;COX6B1;CYC1;OGDH;NDUFS8;ATP6V1F;CYB5R3;ETFB;COX4I1;UQCRC1;GPI;ECH1;HSD17B10;NDUFA3;COX5B;IDH3G;MDH2;IDH2;ECHS1;NDUFA8;NDUFV1;ATP5MC2;UQCR10;ACO2;MFN2;ATP5MF;TOMM22;UQCR11;POLR2F;SLC25A5;NDUFB2;NDUFA2;BAX;COX7C;PHB2;ATP5PO;TIMM50;TIMM10;ATP6V0B;ACAA1;MRPS12;GRPEL1;COX10;RHOT2;ATP5F1E;GOT2;ATP5MC3;ATP5ME;MRPS11;NDUFB6;NDUFS3;IDH3B;ATP5MG;TIMM8B;ATP5PB;MRPS15;SLC25A4;UQCRQ;ATP5F1B;ATP5F1A;MRPL11;ECI1;COX6A1;COX5A;ATP5F1C;UQCRH;ALAS1;COX17;ATP6V1E1;NDUFS4;COX7A2;VDAC1;ATP5PD;ATP6V0C;SDHC;PHYH;ATP6AP1;MRPL15;COX6C;FH;NDUFAB1;ATP6V1H;NDUFA9;UQCRFS1;SDHA;NDUFS7;SLC25A3;NDUFA1;ATP5MC1;POR;COX7B;PMPCA;MRPL35;MGST3;NDUFB8;SURF1;PDP1;SDHB;NDUFB4;LDHA;LDHB;CS;ATP6V1D;ATP6V1G1;SUCLA2;NDUFA4;HTRA2;HADHA;PDHA1;ATP5PF;UQCRC2;IDH1;NDUFC2;NDUFA6;CYCS;IMMT;COX7A2L","ATP5F1D;ATP5MC2;ATP5MF;ATP5PO;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5F1B;ATP5F1A;ATP5F1C;ATP5PD;ATP5MC1;ATP5PF",8.66499835750873e-23
"omit_69_2__batch1","day3_vs_day1",182,0.943300089742276,0.600435413642961,198,1.01843108583461,0.41532721010333,0.0751309960923351,"SLC25A6;RETSAT;ECH1;ETFB;ATP5MC2;IDH3G;ATP6V1H;NDUFB7;IDH1;PHB2;NDUFA3;BDH2;SLC25A11;SLC25A12;ATP6AP1;NDUFS2;ETFA;COX6A1;ATP6V0B;NDUFB4;MAOB;POR;BAX;COX5B;NNT;HADHA;ATP5F1A;NQO2;SDHA;ETFDH;NDUFS8;MTRF1;MRPS11;ATP5PO;SURF1;ATP5F1D;ATP5ME;ATP5F1E;COX4I1;NDUFB1;OAT;IDH2;LDHB;ATP6V1D;COX7A2;UQCR11;NDUFC1;COX7C;PRDX3;ATP6V1F","ATP5MC2;ATP5F1A;ATP5PO;ATP5F1D;ATP5ME;ATP5F1E",1
"RIN_covariate","day1_vs_control",182,2.46405897050151,2.41683119775918e-16,198,2.52660246334124,1.86335524458002e-18,0.0625434928397293,"GPX4;CYC1;CYCS;TIMM13;COX8A;ATP6V0C;NDUFB7;OGDH;RHOT2;SLC25A5;CYB5R3;NDUFS6;ATP5F1D;MFN2;NDUFB2;MDH2;HSD17B10;UQCRC1;NDUFV1;MRPS15;ATP6V1F;COX6B1;COX10;POLR2F;ACO2;SLC25A11;NDUFS8;ACAA1;IDH2;ECHS1;ATP5MF;TIMM8B;COX4I1;MRPS12;ATP5MC3;PDHA1;TIMM50;ATP5MC1;SLC25A3;GPI;UQCR10;MRPL15;ATP5F1B;NDUFA8;UQCRQ;PHYH;TOMM22;ECI1;COX17;GRPEL1;SLC25A6;SLC25A4;IDH3B;SDHB;VDAC1;COX5B;NDUFA2;NDUFA3;ETFB;UQCRFS1;UQCR11;NDUFS7;TIMM10;MRPL11;ECH1;NDUFA1;IDH3A;NDUFB6;ATP6V1E1;FDX1;BAX;ATP5MG;GOT2;SDHC;COX7B;IDH3G;COX6C;NDUFS3;ATP5F1C;ATP6V0B;DLAT;NDUFAB1;ATP5MC2;PDP1;NDUFA9;DLST;MRPS30;COX7C;NDUFB3;ALAS1;ATP5ME;ATP5PO;ATP5PB;UQCRC2;FH;PHB2;NDUFA7;NDUFS4;PMPCA;AFG3L2;HSPA9;CS;MRPS11;TCIRG1;ATP5PD;DLD;NDUFB8;COX5A;UQCRH;MRPL35;SUCLA2;MGST3;ATP5F1E","ATP5F1D;ATP5MF;ATP5MC3;ATP5MC1;ATP5F1B;ATP5MG;ATP5F1C;ATP5MC2;ATP5ME;ATP5PO;ATP5PB;ATP5PD;ATP5F1E",2.79503286687002e-17
"RIN_covariate","day3_vs_control",182,2.17051475692105,1.62711252545568e-14,198,2.22366821643203,1.07616621363541e-17,0.0531534595109839,"NDUFB7;SLC25A6;GPX4;ATP6V0C;ATP5F1D;CYC1;COX8A;TIMM13;CYB5R3;NDUFS8;NDUFV1;SLC25A11;ETFB;ECH1;ATP6V1F;IDH2;IDH3G;NDUFA3;ATP5MC2;BAX;RHOT2;POR;ATP6V0B;UQCRC1;COX4I1;NDUFS6;HSD17B10;COX5B;NDUFS7;PHB2;COX6B1;ACAA1;ECHS1;OGDH;MDH2;ACO2;UQCR10;UQCR11;GPI;POLR2F;ATP5MF;NDUFA2;MFN2;ATP6AP1;NDUFS3;ECI1;NDUFA8;TIMM10;MRPS12;ATP5ME;IDH3B;TIMM50;MRPS11;MRPL11;NDUFB2;SDHA;SURF1;ATP5PO;TIMM8B;MRPS15;TOMM22;PMPCA;ATP5F1B;COX6A1;ATP5MC1;ATP5F1A;SLC25A5;COX7C;GRPEL1;UQCRQ;TCIRG1;COX10;ATP5MC3;NDUFA1;COX17;GOT2;NDUFB8;HTRA2;ATP5F1E;SLC25A4;UQCRH;NDUFA9;NDUFB6;ATP5PB;ATP5MG;UQCRFS1;ATP5F1C;ALAS1;NDUFB4;NDUFAB1;COX5A;ATP5PD;ATP6V1E1;LDHA;SDHC;COX7A2;NDUFS4;NQO2;SDHB;HADHA;COX6C;IMMT;MGST3;NDUFA6;ATP6V1H;MRPL34;FH;NDUFS2;DLST;LDHB;ATP6V1G1;PHYH;CS;UQCRC2;AIFM1;VDAC1;PDHB;COX7A2L;MRPL15;COX7B","ATP5F1D;ATP5MC2;ATP5MF;ATP5ME;ATP5PO;ATP5F1B;ATP5MC1;ATP5F1A;ATP5MC3;ATP5F1E;ATP5PB;ATP5MG;ATP5F1C;ATP5PD",1.61424932045312e-16
"RIN_covariate","day3_vs_day1",182,0.864870646982019,0.787971599610191,198,0.876647299573744,0.769220208676551,0.0117766525917253,"SLC25A6;POR;RETSAT;ECH1;ATP5MC2;ETFB;IDH3G;PHB2;ATP6V0B;NDUFB7;ATP6AP1;BAX;NDUFA3;NDUFS8;SURF1;SLC25A11;SLC25A12;NDUFS7;NDUFS2;ATP5F1D;COX5B;ATP6V0C;BDH2;SDHA;NDUFB4;MAOB;IDH1;COX6A1;IDH2;NDUFV1;CYB5R3;ATP6V1H;HADHA;NQO2;MRPS11;MTRF1;ETFA;ATP6V1F;COX4I1;UQCR11;ATP5ME;ETFDH;ATP5F1A","ATP5MC2;ATP5F1D;ATP5ME;ATP5F1A",1
"RIN_ge6","day1_vs_control",182,2.62252237521176,1.28236705927007e-18,198,2.71646219438944,1.67615150796608e-21,0.0939398191776819,"CYCS;COX10;OGDH;MFN2;CYC1;NDUFS6;GPX4;NDUFB2;MRPS15;TIMM8B;TIMM13;ATP5MC3;MRPL15;SLC25A5;PHYH;ATP5MF;TOMM22;MDH2;COX8A;ECHS1;PDHA1;TIMM50;SLC25A3;ATP5F1B;COX6B1;COX17;GRPEL1;IDH2;UQCR10;HSD17B10;CYB5R3;SDHB;UQCRFS1;ACO2;ATP5F1C;NDUFA8;UQCRQ;IDH3A;NDUFA1;MRPS12;VDAC1;MRPL11;SLC25A11;COX4I1;NDUFB7;POLR2F;ATP5MC1;GPI;ACAA1;ETFB;GOT2;ATP6V1F;COX7B;FDX1;NDUFB6;IDH3B;DLAT;NDUFA9;NDUFV1;ATP6V1E1;UQCRC1;NDUFS8;ATP5F1D;SLC25A4;ATP5MG;ECI1;ATP6V0C;SDHC;ATP5PB;MRPS30;NDUFS3;UQCR11;NDUFA2;HSPA9;NDUFB3;AFG3L2;NDUFAB1;COX6C;PDP1;ATP5PO;COX5B;ATP5ME;UQCRC2;DLD;MRPL35;NDUFS4;FH;RHOT2;TIMM10;NDUFA7;COX7C;ATP5MC2;LDHA;PHB2;CS;SLC25A6;SUCLA2;BAX;ATP6V1G1;OPA1;UQCRH;NDUFC2;NDUFB8;TCIRG1;NDUFA3;HCCS;TOMM70;FXN;ATP5PF;COX5A;IDH3G;NDUFA5;DLST;MRPS11;TIMM9;MTX2;IMMT;ALAS1;NDUFS1","ATP5MC3;ATP5MF;ATP5F1B;ATP5F1C;ATP5MC1;ATP5F1D;ATP5MG;ATP5PB;ATP5PO;ATP5ME;ATP5MC2;TOMM70;ATP5PF",2.51422726194912e-20
"RIN_ge6","day3_vs_control",182,2.47773857844717,2.05174146039497e-18,198,2.56459305182654,3.15673470620752e-22,0.0868544733793648,"SLC25A6;SLC25A11;NDUFB7;GPX4;CYC1;ATP5MC2;COX8A;TIMM13;IDH2;NDUFS6;ETFB;COX4I1;OGDH;COX6B1;ECHS1;ECH1;CYB5R3;IDH3G;ATP6V1F;GPI;NDUFV1;UQCR10;MFN2;HSD17B10;ACO2;NDUFA3;BAX;ATP5MF;UQCRC1;NDUFS8;MDH2;ATP5F1D;ACAA1;NDUFA8;POLR2F;PHB2;COX5B;UQCR11;ATP6V0B;TIMM8B;TOMM22;NDUFA2;TIMM50;MRPL11;POR;ATP5PO;NDUFS3;TIMM10;NDUFB2;IDH3B;MRPS11;GRPEL1;SLC25A5;GOT2;COX10;ATP6V0C;MRPS15;ATP5F1B;ATP5ME;ATP5F1A;ATP5MC3;RHOT2;ECI1;COX7C;NDUFS7;SDHA;MRPS12;ATP5MC1;ATP6AP1;SDHC;UQCRH;NDUFA1;SLC25A4;ATP5F1E;ATP5PB;NDUFB8;ATP5MG;NDUFB6;COX17;UQCRFS1;UQCRQ;ALAS1;ATP5PD;ATP6V1E1;VDAC1;NDUFA9;ATP5F1C;COX6C;SURF1;LDHA;CS;PMPCA;COX7B;COX5A;FH;COX7A2;HADHA;NDUFS4;NQO2;IMMT;NDUFAB1;MRPL35;PHYH;DLST;PDHA1;SDHB;MGST3;UQCRC2;ALDH6A1;ATP6V1H;SLC25A3;NDUFB4;MRPL15;LDHB;AFG3L2;NDUFS2;IDH1;COX7A2L;COX6A1;HTRA2","ATP5MC2;ATP5MF;ATP5F1D;ATP5PO;ATP5F1B;ATP5ME;ATP5F1A;ATP5MC3;ATP5MC1;ATP5F1E;ATP5PB;ATP5MG;ATP5PD;ATP5F1C",4.73510205931128e-21
"RIN_ge6","day3_vs_day1",182,0.702152948057268,0.989425162689805,198,0.696347492545758,0.993848622626371,-0.0058054555115099,"SLC25A6;BDH2;RETSAT;POR;ECH1;ATP5MC2;IDH3G;ATP6AP1;NDUFS2;NDUFA3;ATP6V0B;SLC25A11;SDHA;NDUFB7;BAX;SLC25A12;NQO2;HADHA;ATP5F1A;IDH1;ETFB;NDUFB4;ATP6V1H;COX4I1;PHB2;NNT;NDUFS7;ATP6V1F;NDUFV1;ETFDH;GPI;MRPS11;COX5B;UQCRC1;IDH2;NDUFS8;COX6A1;ATP5F1D;CYB5R3;ETFA;MTRF1","ATP5MC2;ATP5F1A;ATP5F1D",1
"one_library_per_group","day1_vs_control",182,2.45110823967245,4.78673037503539e-16,198,2.51537652305005,8.10731152870778e-19,0.0642682833775945,"GPX4;CYC1;OGDH;ATP5F1D;COX8A;TIMM13;NDUFS6;COX6B1;MRPS12;HSD17B10;MDH2;POLR2F;SLC25A11;UQCRC1;ATP5MC1;RHOT2;MFN2;SLC25A5;ATP6V1F;CYB5R3;UQCR10;NDUFV1;ECHS1;COX4I1;ECI1;NDUFS8;NDUFB2;GPI;ATP5MF;NDUFB7;ECH1;NDUFS7;ACO2;IDH3B;MRPS15;NDUFA8;ATP5MC3;ATP5MC2;SLC25A6;NDUFA2;ACAA1;NDUFA1;NDUFA3;TIMM50;ATP6V0C;IDH2;IDH3G;UQCRQ;BAX;PDHA1;TIMM10;COX17;COX5B;ETFB;COX10;TIMM8B;ATP5ME;ATP5F1B;SLC25A4;TCIRG1;UQCR11;MRPL11;ATP6V0B;UQCRFS1;POR;PMPCA;PHYH;PHB2;SDHB;ATP5MG;SLC25A3;SURF1;NDUFAB1;HTRA2;TOMM22;COX6C;NDUFS3;COX7C;SDHA;MRPL34;NDUFB6;ALAS1;MRPS11;ACADVL;ATP6V1E1;MRPL15;ATP5PO;ATP6AP1;UQCRH;COX6A1;MGST3;DLST;NDUFS4;NDUFB8;GOT2;ATP5F1C;ATP5PD;ATP5F1E;UQCRC2;NDUFA4;NDUFB3;COX5A;SDHC;MTX2;CYCS;COX7B;GRPEL1;NDUFA6;VDAC1;NDUFC1","ATP5F1D;ATP5MC1;ATP5MF;ATP5MC3;ATP5MC2;ATP5ME;ATP5F1B;ATP5MG;ATP5PO;ATP5F1C;ATP5PD;ATP5F1E",1.21609672930617e-17
"one_library_per_group","day3_vs_control",182,2.73718247824672,2.1776062625212e-19,198,2.91383458725778,6.31259116834751e-25,0.176652109011059,"COX6B1;ATP5MC2;SLC25A11;HSD17B10;ATP5MF;UQCR10;TIMM10;ATP5MC1;NDUFS6;ATP6V1F;GPI;POLR2F;IDH3B;COX8A;COX4I1;NDUFA8;CYC1;GPX4;ECHS1;SLC25A5;MRPS12;UQCRC1;MFN2;OGDH;TOMM22;MRPL11;ATP5MC3;TIMM8B;MDH2;NDUFA2;NDUFV1;SLC25A6;NDUFA3;IDH3G;ATP5PO;COX7C;PHB2;UQCRFS1;MRPS15;BAX;ATP5ME;ACAA1;NDUFA1;ATP5F1B;UQCR11;COX6C;RHOT2;TIMM13;UQCRH;NDUFB7;ACADVL;TIMM50;NDUFS3;ATP5F1A;IDH2;CYB5R3;ECH1;ATP5F1E;NDUFB2;ATP5MG;PDHB;SLC25A4;ALAS1;ECI1;PDHA1;UQCRQ;NDUFS2;MGST3;SURF1;NDUFB8;ATP5PD;COX5B;ATP6V0B;NDUFS8;GOT2;COX7A2;PHYH;COX7A2L;NDUFAB1;SDHB;ATP5F1C;ACO2;MRPS11;ATP6V1G1;LDHA;NDUFB6;ATP5PF;ATP5F1D;NDUFC1;COX5A;ATP5PB;NDUFS4;ETFB;SDHC;NDUFA4;NDUFB4;COX7B;NDUFB3;NDUFB1;ATP6V1E1;COX17;PMPCA;ATP6AP1;TIMM9;SDHA;ATP6V0C;HTRA2;NDUFA6","ATP5MC2;ATP5MF;ATP5MC1;ATP5MC3;ATP5PO;ATP5ME;ATP5F1B;ATP5F1A;ATP5F1E;ATP5MG;ATP5PD;ATP5F1C;ATP5PF;ATP5F1D;ATP5PB",9.46888675252126e-24
"one_library_per_group","day3_vs_day1",182,-1.84737586332157,2.61232851370243e-06,198,-1.91247636808119,3.1296425037784e-07,-0.0651005047596127,"ATP5F1D;GPX4;TIMM13;OGDH;NDUFS7;CYC1;MDH2;RHOT2;NDUFS8;MRPS12;CYB5R3;ECI1;ATP6V0C;ACO2;COX8A;TCIRG1;NDUFB2;CPT1A;NDUFS6;COX10;COX17;NDUFV2;UQCRC1;ECH1;POR;NDUFB7;NDUFV1;ETFB;MFN2;MRPL15;POLR2F;UQCRQ;SLC25A5;HSD17B10;COX5B;PMPCA;MRPS15;PDHA1;SLC25A3;ACAA1;IDH2;TIMM50;MRPL34;ECHS1;ATP5MC1;NDUFA1;SLC25A11;SLC25A6;HTRA2;NDUFA2;ATP6V1F;SLC25A4;ATP6V0B;PHYH;ATP5MC3;CYCS;SDHB;COX4I1;BAX;COX6B1;UQCR10;NDUFA3;ATP5F1B;IDH3G;NDUFAB1;SDHA;ATP5ME;COX6A1;GPI;UQCR11;MPC1;DLST;SURF1;ATP5MG;NDUFA8;IDH3B;TIMM8B;NDUFB6;NDUFA9;ATP6AP1;ATP5MF;ATP6V1E1;HSPA9;UQCRFS1;IDH3A;SLC25A20","ATP5F1D;ATP5MC1;ATP5MC3;ATP5F1B;ATP5ME;ATP5MG;ATP5MF",4.6944637556676e-06
"block_68_3__batch1","day1_vs_control",182,2.11851773554817,7.50946275152723e-10,198,2.16558721425237,5.91724990043579e-11,0.0470694787041985,"TIMM13;NDUFB7;NDUFS6;CYC1;GPX4;ATP5F1D;ATP6V0C;MRPS12;HSD17B10;OGDH;COX8A;UQCRC1;CYB5R3;COX10;COX6B1;NDUFS8;ACO2;SLC25A5;COX4I1;NDUFB2;ATP5MF;ATP6V1F;CYCS;GPI;ECI1;UQCR10;TOMM22;NDUFA8;SLC25A11;NDUFA3;TIMM50;ECHS1;MFN2;TIMM10;TIMM8B;MDH2;TCIRG1;ACAA1;IDH2;PHYH;MRPS15;UQCR11;NDUFV1;MRPL15;BAX;IDH3G;ATP5MC3;SDHC;COX5B;PDHA1;RHOT2;GRPEL1;NDUFA9;POLR2F;GOT2;ATP5F1B;ATP6V1E1;COX17;IDH3B;ATP5MC2;ATP5MC1;SLC25A3;NDUFA2;SLC25A4;NDUFB6;NDUFS3;UQCRFS1;PHB2;MRPL11;SLC25A6;MRPS11;SDHB;ATP5F1C;PDK4;UQCRQ;ATP5MG;VDAC1;POR;IDH3A;NDUFA1;ATP5PO;ATP6V0B;NDUFA7;COX6C;COX7B;ETFB;UQCRH;NDUFS4;ATP5PB;ALAS1;NDUFB3;COX7C;FDX1;ECH1;NDUFB8;COX5A;LDHA;MGST3;ATP5PD;ATP5ME;SURF1;FXN;PMPCA;NDUFAB1;NDUFC2;ATP6AP1;DLD;CS;MRPL35;DLAT;FH;PDP1;MRPS30;ATP5F1E;NDUFS7;UQCRC2;AIFM1;DLST;COX7A2;HTRA2;ATP5F1A;ACAT1;ATP6V1C1","ATP5F1D;ATP5MF;ATP5MC3;ATP5F1B;ATP5MC2;ATP5MC1;ATP5F1C;ATP5MG;ATP5PO;ATP5PB;ATP5PD;ATP5ME;ATP5F1E;ATP5F1A",8.87587485065368e-10
"block_68_3__batch1","day3_vs_control",182,1.96372727201944,3.64293976713735e-08,198,1.94693437734565,3.32579152125988e-08,-0.0167928946737828,"NDUFB7;ATP6V0C;ATP5F1D;TIMM13;NDUFS6;POR;GPX4;CYC1;PDK4;SLC25A6;CYB5R3;OGDH;UQCRC1;COX8A;ECH1;IDH3G;NDUFA3;SLC25A11;NDUFS8;HSD17B10;ACO2;TCIRG1;GPI;COX4I1;COX6B1;ATP6V1F;IDH2;ATP5MC2;BAX;ATP6V0B;NDUFV1;MRPS12;TIMM10;ATP6AP1;COX5B;UQCR11;ETFB;ECHS1;PHB2;NDUFA8;MDH2;TIMM50;ECI1;ATP5MF;ACAA1;UQCR10;MFN2;NDUFA2;COX10;MRPS11;TIMM8B;NDUFA9;POLR2F;RHOT2;GOT2;TOMM22;NDUFB2;SURF1;NDUFS7;IDH3B;SLC25A5;SDHA;PMPCA;MRPS15;ATP5PO;GRPEL1","ATP5F1D;ATP5MC2;ATP5MF;ATP5PO",4.98868728188983e-07
"block_68_3__batch1","day3_vs_day1",182,-1.06316068880534,0.309827586206897,198,-1.09644164692049,0.243525117330089,-0.0332809581151514,"CYCS;NDUFA7;MRPL15;MRPS12;NDUFV2;FDX1;ACAA2;PHYH;PDHA1;SLC25A5;NDUFB2;COX10;MPC1;NDUFB3;IDH3A;MRPL34;ATP5MC1;SDHB;ATP5MC3;UQCRFS1;HSPA9;DLAT;DLD;SLC25A3;TOMM22;ATP6V1E1;COX6C;ACAT1;MRPS22;COX7B;NDUFC2;VDAC1;MTX2;ATP5MG;ATP5F1C;ACADSB;NDUFA1;ATP6V0E1;COX17;ATP5PF;NDUFAB1;MRPS15;HCCS;UQCRQ;SLC25A4;TOMM70;NDUFA5;ATP5F1B;NDUFB6;SDHD;ATP6V1C1;SUCLA2;SDHC;MRPS30;MTRR;ATP1B1;TIMM8B;SLC25A20;ATP5MF;RHOT1;ABCB7;MDH1;UQCR10;VDAC3;MRPL11;NDUFB5;GRPEL1;VDAC2;SUCLG1;ECI1;PDHX;UQCRB;OPA1;ISCU;PDP1;NDUFS4;COX5A;HSD17B10;ATP6V1G1;ALDH6A1;UQCRC2;NDUFS1;GLUD1;ATP5PB;TIMM50;MRPL35;SUPV3L1;ISCA1;AIFM1;NDUFA4;AFG3L2;LDHA;NDUFB8;ACADVL;MFN2;NDUFA8;RHOT2;CS;PDHB;CYB5A;ACADM;NDUFS3;IDH3B;DECR1;COX11;PRDX3;NDUFA6;MGST3;UQCRH;GOT2;TIMM9;DLST;FH;ACAA1;POLR2F;ATP5PD;COX7A2L;HADHB;COX7A2;CYC1;NDUFA9;TIMM17A","ATP5MC1;ATP5MC3;ATP5MG;ATP5F1C;ATP5PF;TOMM70;ATP5F1B;ATP5MF;ATP5PB;ATP5PD",1
"block_68_3__batch2","day1_vs_control",182,1.99692445059339,6.39267250836993e-08,198,2.06297440258366,1.38354663252281e-09,0.0660499519902686,"ATP6V0C;NDUFB7;CYCS;TIMM13;ATP5F1D;GPX4;MRPS12;FDX1;MRPL15;COX8A;SLC25A5;OGDH;NDUFB2;NDUFS6;POLR2F;COX10;CPT1A;RHOT2;HSD17B10;CYC1;COX17;UQCRQ;SDHD;ECH1;MFN2;ECI1;SLC25A11;PHYH;ATP5MC3;MDH2;MRPS15;SLC25A3;PDK4;NDUFAB1;PDP1;TOMM22;NDUFA2;NDUFB6;HCCS;NDUFA7;GRPEL1;NDUFA8;COX6B1;ATP5MG;VDAC1;CYB5R3;NDUFS8;ACO2;UQCRC1;SDHB;MRPL11;ATP1B1;DLAT;ATP6V1F;MRPS30;ATP5MC1;TIMM8B;UQCR10;PDHA1;SLC25A4;GPI;NDUFV1;ECHS1;NDUFA5;MPC1;SUCLA2;COX7B;ATP5MF;TIMM50;COX6C;ETFB;UQCRFS1;NDUFB3;COX7C;NDUFS7;IDH2;ATP6V1E1;ACAA1;FH;IDH3A;COX4I1;COX5B;TIMM10;ATP5F1B;NDUFB5;RHOT1;ATP5F1C;HSPA9;SLC25A6;NDUFA1;ATP5PB;ATP5F1E;MRPL35;ATP5PF;TOMM70;NDUFS4;UQCR11;TIMM9;ATP5ME;IDH3B;SDHC;VDAC2;DLD;NDUFA3;NDUFC2;GOT2;COX5A;UQCRB;ALAS1;UQCRC2;ATP6V1G1;MTX2;ATP6V1C1;OPA1;AFG3L2;DLST","ATP5F1D;ATP5MC3;ATP5MG;ATP5MC1;ATP5MF;ATP5F1B;ATP5F1C;ATP5PB;ATP5F1E;ATP5PF;TOMM70;ATP5ME",2.07531994878421e-08
"block_68_3__batch2","day3_vs_control",182,2.7759676893054,6.75893448416546e-21,198,2.88697347153417,1.35620516254836e-25,0.111005782228772,"NDUFB7;MRPS12;ATP5F1D;TIMM13;GPX4;TOMM22;UQCR10;HSD17B10;COX8A;SLC25A11;NDUFS6;NDUFA8;ETFB;NDUFAB1;COX6B1;ATP5MG;NDUFB2;POLR2F;ECH1;CYC1;MRPL11;COX5B;NDUFS8;ATP6V0C;MRPL15;ATP5F1E;NDUFB6;ECHS1;ATP5ME;COX7C;SLC25A5;ATP6V1F;NDUFA2;ATP5MF;ECI1;NDUFA3;COX4I1;COX17;ATP5PF;ATP5MC3;SLC25A6;UQCRQ;ATP5PB;COX5A;ATP5PO;GRPEL1;COX6C;UQCR11;ATP5F1C;BAX;COX10;MDH2;NDUFA5;CYB5R3;ATP6V1H;COX7A2;HCCS;ATP5MC2;CYCS;PHYH;UQCRC1;VDAC1;UQCRFS1;NDUFS4;MTX2;ATP6V1E1;OGDH;NDUFS3;TIMM10;COX7B;SLC25A4;SUCLA2;GPI;MFN2;NDUFV1;NDUFC2;RHOT2;IDH2;NDUFA6;MRPS11;SDHB;ATP5MC1;MRPL34;SDHD;NDUFA1;NDUFB3;NDUFC1;ATP6V1G1;IDH3G;COX6A1;ATP5PD;MRPL35;FDX1;NDUFB5;FH;ACAA1;UQCRH;VDAC2;ATP5F1B;PHB2;PDP1;TIMM50;MRPS15;ATP5F1A;LDHB;UQCRB;PDHB;TIMM8B;COX7A2L;NDUFB8;NDUFS7;VDAC3;ATP6V1D;IDH3B;ACO2;SDHC;SLC25A3;NDUFA4;ETFA;TIMM17A;CPT1A;GOT2;ACAT1;LDHA;PRDX3;DLAT;NDUFB1;IMMT;ALAS1;MDH1;TOMM70;MGST3;ISCA1;DLD;NDUFB4;HTRA2;UQCRC2","ATP5F1D;ATP5MG;ATP5F1E;ATP5ME;ATP5MF;ATP5PF;ATP5MC3;ATP5PB;ATP5PO;ATP5F1C;ATP5MC2;ATP5MC1;ATP5PD;ATP5F1B;ATP5F1A;TOMM70",2.03430774382254e-24
"block_68_3__batch2","day3_vs_day1",182,1.41346944088292,0.00373529195511821,198,1.50464856992845,0.000741991123577837,0.0911791290455313,"MAOB;ATP6V1H;MTRF1;NDUFS2;ATP6V0E1;ETFA;UQCR10;ATP5MC2;PHB2;BAX;ATP5PO;IDH1;MRPS11;PRDX3;MRPL34;PDHB;TOMM22;ATP5ME;NQO2;ETFB;ATP5F1E;NDUFB1;COX7A2;NDUFA3;COX6A1;COX5B;NDUFS3;COX5A;LDHA;LDHB;ATP5PF;UQCRH;ISCU;NDUFB4;NDUFB8;TIMM17A;ATP5PB;UQCR11;SLC25A6;COX7C;ATP5F1A;COX4I1;SURF1;SLC25A12;MTX2;NDUFC1;IDH3G;NDUFA6;OAT;ACAT1;NDUFA8;RETSAT;VDAC3;ETFDH;ATP6V1D;ECHS1;HSD17B10;COX7A2L;SLC25A11;COX6B1;ATP5F1C;MRPL11;ATP5MF;ATP5MG;NDUFS4;ACADM;ATP5PD;NDUFC2;ATP6V1G1;HADHA;ATP6V1F;NDUFAB1;COX6C;NDUFB7;NDUFS8;HTRA2;ALDH6A1;MDH1;IMMT;POR;ATP6V1E1;TIMM10;AIFM1;NDUFA4;NDUFB6;ACAA2;VDAC2;UQCRFS1;ATP6V0B;NDUFA5;MRPS12;NDUFA1;MGST3;UQCRB;ACADVL;ECH1;MRPL35;NDUFA2;CYB5A;IDH2;COX8A;COX7B;GRPEL1;SUCLA2;ISCA1;IDH3B;NDUFB5;ATP6AP1;SDHA;SDHC;NDUFB3;GOT2;NNT;FH;SLC25A4;NDUFV1;ACAA1;GPI;BDH2;ATP5F1B;NDUFA9;ECI1;CS","ATP5MC2;ATP5PO;ATP5ME;ATP5F1E;ATP5PF;ATP5PB;ATP5F1A;ATP5F1C;ATP5MF;ATP5MG;ATP5PD;ATP5F1B",0.0111298668536676
