"pathway","pval","log2err","ES","NES","size","leadingEdge","tier","variant","contrast","rank_kind","fgsea_internal_padj","ranked_genes","rank_ties","family_fdr","robustness"
"HALLMARK_FATTY_ACID_METABOLISM",5.97347268779122e-05,0.557332238758646,0.408723205204765,1.76046581132657,139,"ODC1;ALDOA;MGLL;NTHL1;HSD17B10;TP53INP2;GPD1;S100A10;MDH2;GCDH;ACO2;NCAPH2;ECI1;ACAA1;ECHS1;GSTZ1;GRHPR;PCBD1;ECH1;ADSL;BLVRA;ME1;IDH3B;ACOT8;HSP90AA1;CBR1;ACADS;CRAT;IDH3G;YWHAH;UBE2L6;GAD2;PDHA1;UROD;SMS;UROS;LGALS1;ENO2;G0S2;MIF;HMGCL;APEX1;RAP1GDS1;D2HGDH;REEP6;PTS;FASN;HSPH1;SDHC;ERP29;CEL;ACOT2;CYP4A11;CPT2;SDHA;NSDHL;DLST;ACAT2;ALDH3A2;EPHX1;FH;ECI2;MLYCD","secondary","primary","day1_vs_control","Wald",0.000155310289882572,21098,0,0.000313607316109039,"robust"
"HALLMARK_DNA_REPAIR",3.72515228134967e-09,0.774939030136436,0.494559283858234,2.13704794539866,143,"GPX4;GUK1;EDF1;ALYREF;ITPA;MPG;POLR2I;VPS37B;SAC3D1;TARBP2;TP53;VPS28;POLR2F;POLR2E;AK1;APRT;SUPT5H;POLR2J;SNAPC4;IMPDH2;NT5C;MRPL40;NELFB;ELL;BCAP31;COX17;ADRM1;POLE4;TAF6;VPS37D;NME1;RFC2;POLD1;NME3;TAF10;HPRT1;GTF3C5;GTF2F1;ERCC2;UMPS;POLR2G;ZNF707;BRF2;POLR2A;DGUOK;POLL;HCLS1;RPA2;DGCR8;USP11;RFC3;DDB1;POM121;LIG1;BCAM;NME4;TAF1C;POLD4;POLR2C;SURF1;SSRP1;TSG101;POLR3C","exploratory","primary","day1_vs_control","Wald",1.61423265525153e-08,21098,0,2.2350913688098e-08,"robust"
"REACTOME_TELOMERE_MAINTENANCE",0.000410175982615499,0.49849310876659,0.489834658169836,1.85601185800239,62,"POLR2I;RUVBL2;NHP2;POLR2F;POLR2E;ACD;POLR2J;POLR2L;NOP10;RFC2;POLD1;DAXX;POLD2;RUVBL1;CHTF8;TINF2;DSCC1;POLR2G;POLR2A;CHTF18;TERF2;RPA2;WRAP53;RFC3;LIG1;POLD4;POLR2C","exploratory","primary","day1_vs_control","Wald",0.000666535971750185,21098,0,0.000615263973923248,"robust"
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","primary","day1_vs_control","Wald",,21098,0,1,"unsupported"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.76436971300556e-17,1.07686819261983,0.56248268162936,2.49587211600193,182,"NDUFS6;SLC25A11;OGDH;HSD17B10;COX6B1;TIMM13;GPX4;GPI;COX4I1;CYC1;UQCRC1;COX8A;ACO2;MFN2;ATP6V1F;ECHS1;UQCR10;NDUFA8;SLC25A6;IDH2;POLR2F;CYB5R3;IDH3G;NDUFA3;MDH2;TIMM10;TOMM22;NDUFV1;ECH1;TIMM8B;SLC25A5;NDUFS8;UQCR11;ACAA1;BAX;ETFB;NDUFB2;TIMM50;MRPL11;GRPEL1;NDUFA2;COX5B;COX10;PHB2;MRPS11;MRPS12;IDH3B;NDUFS3;NDUFB7;GOT2;MRPS15;ATP6V0B;COX7C;ECI1;SLC25A4;SDHC;NDUFB6;UQCRH;NDUFA1;COX17;NDUFB8;ATP6AP1;SDHA;UQCRFS1;RHOT2;ALAS1;UQCRQ;ATP6V1E1;NDUFA9;COX6C;VDAC1;LDHA;COX5A;POR;COX7B;COX7A2;NDUFAB1;FH;NDUFS4;CS;NQO2;PHYH;SURF1;SDHB;MGST3;ATP6V0C;IMMT;HADHA;PMPCA;DLST;PDHA1;MRPL15;MRPL35;ATP6V1H;SLC25A3;UQCRC2;LDHB;FXN;ALDH6A1;COX7A2L;NDUFB4;NDUFS2;IDH1;AFG3L2;COX6A1;ATP6V1G1;HTRA2","primary","primary","day3_vs_control","Wald",2.29368062690723e-16,21098,0,2.64655456950834e-16,"robust"
"HALLMARK_GLYCOLYSIS",0.00450682462013907,0.245188063659135,0.33517428338869,1.48889545722401,184,"PKM;TPI1;ALDOA;B4GALT2;PGLS;G6PD;ENO1;TALDO1;GYS1;PC;CLN6;PYGB;DPYSL4;MED24;PGAM1;ENO2;MDH2;SLC25A10;SDC3;B4GALT7;B3GAT1;CACNA1H;MPI;EFNA3;CAPN5;FKBP4;B3GALT6;GPC1;ARTN;GALE;GOT2;QSOX1;PFKP;POLR3K;GAL3ST1;AGRN;PPIA;NSDHL;STMN1;HDLBP;RBCK1;PRPS1;SDHC;PGK1;B3GAT3;TXN;SOD1;XYLT2;GOT1;PSMC4;SLC25A13;HAX1;MIF;LDHA","primary","primary","day3_vs_control","Wald",0.00585887200618079,21098,0,0.0067602369302086,"block-dependent"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",9.42089397985824e-07,0.659444398037935,0.633917381816176,2.22684774171304,42,"PRDX2;GPX4;G6PD;HMOX2;SBNO2;ATOX1;FTL;CDKN2D;STK25;ERCC2;MSRA;PDLIM1;EGLN2;TXNRD2;PFKP;NQO1;TXN;SOD1","primary","primary","day3_vs_control","Wald",2.44943243476314e-06,21098,0,4.71044698992912e-06,"robust"
"HALLMARK_MTORC1_SIGNALING",0.136018530433664,0.0419753966117665,0.265207840527051,1.18178898090724,189,"TPI1;ALDOA;GAPDH;RRP9;GPI;G6PD;CALR;PSMB5;ENO1;SQSTM1;TOMM40;PDAP1;DDX39A;ABCF2;STIP1;NFKBIB;MCM2;FKBP2;CYB5B;CCNF;GBE1;ACLY;PIK3R3;MAP2K3;CYP51A1;NFYC;TM7SF2;CDC25A;SLC2A1;TUBG1;PPIA;PPP1R15A;PGK1;PSME3;CORO1A;YKT6;MCM4;TES;SLA;QDPR;DHCR7;RPA1;FADS2;NMT1;PSMD13;GOT1;PFKL;PSMC4;DHCR24;LDLR;LDHA;TMEM97","primary","primary","day3_vs_control","Wald",0.136018530433664,21098,0,0.156944458192689,"unsupported"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.000103727879447462,0.538434096309916,0.440649425954448,1.79210622056256,96,"HRAS;PPP1CA;ECSIT;AP2M1;CFL1;ARHGDIA;CALR;SQSTM1;AKT1;PFN1;TRAF2;NFKBIB;RPTOR;TSC2;RPS6KA1;PAK4;AKT1S1;PIN1;PIK3R3;MKNK2;MAP2K3;GRB2;RALB;SLC2A1","primary","primary","day3_vs_control","Wald",0.000192637490402429,21098,0,0.000259319698618654,"robust"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",2.15737467276994e-14,0.97599468306432,0.567387721760187,2.44941366703407,145,"ECSIT;NDUFS6;SLC25A11;COX6B1;COX4I1;CYC1;COA3;UQCRC1;COX8A;NDUFB11;UQCR10;NDUFA8;PNKD;SLC25A22;LETM1;NDUFA3;UQCC2;MDH2;NDUFB10;NDUFV1;SCO2;NDUFS8;UQCR11;NDUFA13;ETFB;NDUFB2;NDUFA2;TACO1;COX5B;COX16;NDUFS3;NDUFB7;GOT2;HIGD2A;TMEM126A;COX7C;NDUFB9;SDHC;NDUFB6;UQCRH;LYRM4;NDUFA1;NDUFS5;COX17;PET100;NDUFB8;BCS1L;SDHA;UQCRFS1;UQCRQ;NDUFA9;COX6C;GOT1;SLC25A13;TRAP1;TMEM186;NDUFAF3;ACAD9;COX5A;NDUFA12;NDUFAF4;COX7B;COX7A2;NDUFAB1;NDUFS4;NDUFA11;COX14;SURF1;SDHB;NDUFAF1;SLC25A18;NDUFV3;SMIM20;UQCRC2;NDUFAF2;FXN;COX7A2L;NDUFB4;NDUFS2","secondary","primary","day3_vs_control","Wald",1.40229353730046e-13,21098,0,4.53048681281688e-13,"robust"
"REACTOME_AUTOPHAGY",2.59502967153815e-07,0.674962860011025,0.465514488877948,2.00648820477847,144,"TUBA1B;MAP1LC3A;AMBRA1;PINK1;TUBB4B;UBB;SQSTM1;UBC;MFN2;UBA52;LAMTOR1;LAMTOR2;CHMP6;TOMM40;MVB12B;CHMP2A;TUBB4A;PARK7;RPTOR;VPS28;DYNLL1;TSC2;TUBB3;TOMM22;SRC;HSF1;TUBB2A;TUBA1A;VCP;UBE2L3;MLST8;TUBB2B;LAMTOR4;GABARAP;ATG4D;VPS37D;TUBA1C;PGAM5;VPS37B;ATG9A;RRAGA;EEF1A1;DYNC1H1;PEX5;DYNLL2;CHMP4B;MTMR14;VPS37C;TOMM7;UBAP1;ULK1;WIPI2;TUBA8;VDAC1;HSPA8","secondary","primary","day3_vs_control","Wald",8.43384643249899e-07,21098,0,1.81652077007671e-06,"robust"
"REACTOME_MITOPHAGY",0.000769647640931314,0.477270815362862,0.558581506157122,1.88529424942123,35,"MAP1LC3A;PINK1;UBB;SQSTM1;UBC;MFN2;UBA52;TOMM40;TOMM22;SRC;UBE2L3;PGAM5;ATG9A;TOMM7;ULK1;VDAC1","secondary","primary","day3_vs_control","Wald",0.00125067741651338,21098,0,0.00259690482961508,"robust"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.00706001008572869,0.274717458595242,-0.526070567475756,-1.7795417639024,25,"DDIT3;HERPUD1;ATF3;CEBPB;ASNS;EXOSC8;CEBPG;DIS3;ATF4;EXOSC3;ATF6;CCL2;NFYB","secondary","primary","day3_vs_control","Wald",0.00834364828313391,21098,0,0.0164733568667003,"robust"
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.00834585211150058,0.204544131818546,0.551659956005648,1.71019875549528,24,"HRAS;CDK5;FRS3;SRC;CDK5R1;GRB2;FYN","secondary","primary","day3_vs_control","Wald",0.00904133978745897,21098,0,0.0175262894341512,"robust"
"HALLMARK_FATTY_ACID_METABOLISM",8.12281730228824e-05,0.538434096309916,0.406769206043325,1.74605481895473,139,"ALDOA;NTHL1;ODC1;HSD17B10;ACO2;ECHS1;UBE2L6;GRHPR;MGLL;IDH3G;TP53INP2;ENO2;MDH2;APEX1;ECH1;GCDH;ACAA1;CRAT;ACAT2;UROD;IDH3B;LGALS1;EPHX1;ADSL;YWHAH;BLVRA;CYP4A11;ECI1;FASN;NSDHL;UROS;RAP1GDS1;D2HGDH;MLYCD;SDHC;PCBD1;REEP6;SDHA;CYP4A22;CEL;DHCR24;NCAPH2;MIF;LDHA;GLUL;ACOT8;SMS;CBR1;FH;ERP29;DLST;ALDH3A2;PDHA1;ACADS;GSTZ1;METAP1;S100A10","secondary","primary","day3_vs_control","Wald",0.000175994374882912,21098,0,0.000341158326696106,"block-dependent"
"HALLMARK_DNA_REPAIR",1.22571912879801e-08,0.747739663149885,0.487661521574079,2.0996856203835,143,"POLR2I;GPX4;ITPA;EDF1;AK1;MPG;ALYREF;RFC2;POLR2F;GUK1;MRPL40;BCAP31;VPS28;TAF6;USP11;POLR2E;SUPT5H;NELFB;SAC3D1;TARBP2;ERCC2;NME1;POLE4;POLL;VPS37D;DDB1;ADRM1;GTF3C5;NME3;APRT;POLR2A;CANT1;GTF2F1;POLR2G;SSRP1;VPS37B;POLR2J;RBX1;BRF2;COX17;POM121;POLR2D;SUPT4H1;NME4;ELL;IMPDH2;ZNF707;GTF2A2;NT5C;TP53;POLD4;SNAPC4;RAE1;TAF10;GTF2H5;SURF1;POLD1;LIG1;UMPS;BCAM;PDE4B;CETN2;DGCR8","exploratory","primary","day3_vs_control","Wald",5.31144955812469e-08,21098,0,3.67715738639402e-08,"robust"
"REACTOME_TELOMERE_MAINTENANCE",0.00265869751555879,0.431707695803346,0.450575133163519,1.70178580437578,62,"POLR2I;RUVBL2;POLD2;RFC2;POLR2F;POLR2E;NHP2;POLR2L;DAXX;ACD;NOP10;POLR2A;RUVBL1;CHTF8;POLR2G;TINF2;POLR2J;RPA1;WRAP53;POLR2D;POLD4;CCNA1;TERF2;POLD1;LIG1","exploratory","primary","day3_vs_control","Wald",0.00384034085580714,21098,0,0.00319043701867055,"robust"
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","primary","day3_vs_control","Wald",,21098,0,1,"unsupported"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.07440193073245e-05,0.593325476396405,-0.393671266498301,-1.82687738657244,182,"RHOT2;MRPS12;CYCS;GPX4;TCIRG1;MRPL15;NDUFB2;NDUFV2;MRPS15;TIMM13;ATP6V0C;ECI1;CYC1;UQCRQ;COX10;SLC25A3;MPC1;COX17;PHYH;COX8A;SDHB;NDUFS8;PDHA1;MRPL34;CYB5R3;SLC25A5;MDH2;NDUFA7;HSPA9;ACAA1;NDUFS7;NDUFV1;NDUFAB1;FDX1;NDUFB3;SLC25A20;NDUFS6;TIMM50;HSD17B10;OGDH;POLR2F;COX5B;TIMM8B;NDUFA2;PMPCA;UQCRFS1;NDUFA1;NDUFB7;HTRA2;ATP1B1;ECH1;TIMM9;ATP6V1F;NDUFB6;IDH3A;ETFB;SLC25A4;UQCRC1;MRPL11;ATP6V1E1;NDUFA9;IDH3B;MTX2;COX6A1;MRPS22;MFN2;SUCLG1;BAX;IDH2;UQCR11;UQCR10;ECHS1;ATP6V0B;OXA1L;ACAT1;VDAC2;SURF1;NDUFS4;NDUFA3;ACO2;MRPS30;ABCB7;DLD;TOMM22;GRPEL1;VDAC1;COX7B;DLAT;TIMM10;NDUFS3;ATP6V0E1;ACADVL;NDUFA6;COX6B1;UQCRC2;SDHD","primary","primary","day3_vs_day1","Wald",0.000139672250995219,21098,0,4.0290072402467e-05,"block-dependent"
"HALLMARK_GLYCOLYSIS",0.000643250899409755,0.477270815362862,-0.338432259142213,-1.5710436459824,184,"SPAG4;COL5A1;FKBP4;HSPA5;ME1;GYS1;CD44;PSMC4;IER3;ALDOA;CLN6;VEGFA;IL13RA1;PMM2;GAL3ST1;ARTN;ISG20;ENO1;CHPF2;KDELR3;GPC1;GMPPB;IGFBP3;AGRN;NOL3;CITED2;TGFA;MPI;IDUA;MDH2;AK4;B3GALT6;GALE;GALK2;B4GALT7;SLC16A3;PAM;AURKA;SLC25A10;ANGPTL4;XYLT2;PDK3;PGK1;STC2;LHPP;CHPF;ELF3;CXCR4;GUSB;NT5E;FAM162A;HAX1;PGLS;RBCK1;ECD;DPYSL4;CHST1;MIF;PLOD1;PYGL;CACNA1H;TPST1;PFKP;BIK;CLDN9;ME2","primary","primary","day3_vs_day1","Wald",0.00278742056410894,21098,0,0.00107208483234959,"directionally consistent but uncertain"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.197486871717929,0.0420644872196636,-0.331640002669367,-1.19096194394961,42,"JUNB;PRDX4;SBNO2;GPX4;GLRX2;TXNRD2;STK25;LAMTOR5;HMOX2;GPX3;MSRA","primary","primary","day3_vs_day1","Wald",0.285258814703676,21098,0,0.211593076840639,"unsupported"
"HALLMARK_MTORC1_SIGNALING",0.0208749319295698,0.134050934338562,-0.29146339108386,-1.35852989245697,189,"SERPINH1;CALR;PPP1R15A;XBP1;HSP90B1;HSPE1;NFKBIB;HSPA5;GLA;STIP1;ME1;BTG2;CDKN1A;PSMC4;FKBP2;ALDOA;DDIT3;TOMM40;SHMT2;PNO1;DDX39A;HSPD1;ENO1;SDF2L1;CACYBP;BHLHE40;HPRT1;ARPC5L;NUFIP1;GBE1;FDXR;RPN1;GAPDH;AK4;RRP9;PNP;HSPA9;SQSTM1;CORO1A;AURKA;CDC25A;CFP;POLR3G;YKT6;PGK1","primary","primary","day3_vs_day1","Wald",0.0537811036077143,21098,0,0.0260936649119622,"block-dependent"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.248284813647321,0.0366997894072305,-0.264751383826012,-1.11231361154657,96,"CALR;HSP90B1;NFKBIB;ARHGDIA;MYD88;CDKN1A;DDIT3;ARF1;ECSIT;HRAS;PIN1;RPTOR;DUSP3;SQSTM1;TRAF2;FGF22;ARPC3;MKNK2;AKT1S1;PPP1CA;NGF;CXCR4;E2F1;CDK4;FGF17;TRIB3;RIPK1;PAK4;PPP2R1B;AKT1","primary","primary","day3_vs_day1","Wald",0.322770257741517,21098,0,0.248284813647321,"unsupported"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",0.00475493782004389,0.285313392143872,-0.338353747452521,-1.52101164490527,145,"SLC25A22;NDUFAF3;CYCS;NDUFB2;NDUFV2;TACO1;CYC1;UQCRQ;NDUFA13;ECSIT;NDUFAF2;COX17;COX8A;SDHB;NDUFS8;TMEM223;TIMM21;MDH2;HIGD1A;NDUFA7;FOXRED1;HSPA9;NDUFA12;NDUFS7;NDUFV1;NDUFAB1;NDUFB3;NDUFS6;NDUFA11;SCO2;COX5B;NDUFAF1;NDUFA2;NDUFAF5;UQCRFS1;UQCC2;NDUFA1;COX19;TMEM126A;NDUFB7;NDUFB6;ETFB;SLC25A18;UQCRC1;HIGD2A;CMC1;NDUFA9;LYRM4;BCS1L;COX6A1;ACAD9;UQCR11;UQCR10;OXA1L;TTC19;SURF1;NDUFS4;NDUFA3;COX7B;TIMMDC1;NDUFB10;NDUFB9;LETM1;NDUFS3;NDUFA6;COX6B1;UQCRC2;SDHD;NDUFC2;COX5A;COX6C","secondary","primary","day3_vs_day1","Wald",0.0154535479151426,21098,0,0.0124817117776152,"block-dependent"
"REACTOME_AUTOPHAGY",0.593611357586513,0.0238706923384388,0.205964811174438,0.945575905709767,144,"TUBA1A;TUBB2B;TUBA1C;EEF1A1;TUBA1B;TUBB2A;NBR1;RRAGB;TUBB4B;DYNC1I1;TUBB4A;PRKAA1;ATG14;PRKAA2;RB1CC1;DYNC1LI2;ATG13;DYNC1I2;ATM;RPS27A;MAP1LC3B;DYNC1H1;ATG4C;PCNT;IFT88;TSC1;ATG12;WIPI2;PIK3C3;UBC;TOMM20;GABARAPL2;TOMM7;MFN1;VCP;LAMP2;RRAGD;PLIN2;PRKAB2;CFTR;UBB;VPS37A;ARL13B;FUNDC1;PRKAG2","secondary","primary","day3_vs_day1","Wald",0.67795302858582,21098,0,0.821366169248205,"unsupported"
"REACTOME_MITOPHAGY",0.981656580937973,0.0138877414043761,-0.171258489786443,-0.589804343914315,35,"MAP1LC3A;TOMM40","secondary","primary","day3_vs_day1","Wald",0.981656580937973,21098,0,1,"unsupported"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.62580279561768,0.020499056300524,-0.278608169982141,-0.887083956118736,25,"ATF3;DDIT3;EXOSC1;EXOSC7;EXOSC4;EXOSC5;KHSRP","secondary","primary","day3_vs_day1","Wald",0.67795302858582,21098,0,0.821366169248205,"unsupported"
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.157627118644068,0.0509047480122043,0.396326815039423,1.27063593815357,24,"GAB1;GRIN2B;TIAM1;PLCG1;PIK3CA;FYN;CDK5;DOCK3;NTRK2;SOS1;CDK5R1;PIK3R1;SRC","secondary","primary","day3_vs_day1","Wald",0.25614406779661,21098,0,0.254628422425033,"unsupported"
"HALLMARK_FATTY_ACID_METABOLISM",0.0248220478189451,0.123095330850962,-0.307798022585611,-1.37441061911215,139,"ODC1;GPD1;S100A10;MGLL;GAD2;ME1;GSTZ1;AOC3;HSPH1;NCAPH2;ALDOA;HSP90AA1;G0S2;NTHL1;ECI1;ACADS;PCBD1;TP53INP2;HMGCL;PTS;GCDH;CBR1;ENO3;PDHA1;ACOT8","secondary","primary","day3_vs_day1","Wald",0.0537811036077143,21098,0,0.0434385836831539,"block-dependent"
