"block","contrast","symbol","log2_normalized_ratio"
"68_3__batch2","day3_vs_control","DHDH",0.0185160039210563
"68_3__batch2","day3_vs_control","RP1-168L15.5",0.26149663317046
"68_3__batch2","day3_vs_control","GLDN",0.462507500117619
"68_3__batch2","day3_vs_control","C16orf71",-0.0555641185429456
"68_3__batch2","day3_vs_control","RP11-158H5.7",-0.416079009312843
"68_3__batch2","day3_vs_control","GLYATL2",-0.472600200137371
"68_3__batch2","day3_vs_control","RP1-293L6.1",0.0198259531245668
"68_3__batch2","day3_vs_control","ARHGAP30",0.411500852830692
"68_3__batch2","day3_vs_control","TNNI3",-0.112648041275881
"68_3__batch2","day3_vs_control","RP11-54O7.11",0.0125874349946509
"68_3__batch2","day3_vs_control","RP11-51J9.6",0.00748331080145004
"68_3__batch2","day3_vs_control","RP11-250B2.3",-0.624562688957904
"68_3__batch2","day3_vs_control","AC097662.2",0.133270569358653
"68_3__batch2","day3_vs_control","HOXC13",-0.726115879727035
"68_3__batch2","day3_vs_control","EXOC3L1",-0.0275069106824217
"68_3__batch2","day3_vs_control","RP11-97O12.2",-0.489022187617276
"68_3__batch2","day3_vs_control","SLC7A7",-0.348916456255997
"68_3__batch2","day3_vs_control","LINC00202-1",-0.653424795828168
"68_3__batch2","day3_vs_control","SNAI3",0.548236225148075
"68_3__batch2","day3_vs_control","CTD-2358C21.4",0.203534612236757
"68_3__batch2","day3_vs_control","NUDT18",0.353391515245878
"68_3__batch2","day3_vs_control","ACTG1P1",0.190201044727023
"68_3__batch2","day3_vs_control","RP11-210N13.1",0.223796830830191
"68_3__batch2","day3_vs_control","FAM50B",0.602302229179565
"68_3__batch2","day3_vs_control","ENPP7P4",-0.562039542678387
"68_3__batch2","day3_vs_control","CDRT4",-0.504636482821867
"68_3__batch2","day3_vs_control","MIR181A2HG",-0.0166194471762608
"68_3__batch2","day3_vs_control","ZNHIT2",0.121015321791131
"68_3__batch2","day3_vs_control","RPL13P5",0.346206830943489
"68_3__batch2","day3_vs_control","CMTM3",-0.444573744124226
"68_3__batch2","day3_vs_control","PPIEL",-0.49994948710715
"68_3__batch2","day3_vs_control","GLIPR1L2",0.823456610235444
"68_3__batch2","day3_vs_control","SCARNA15",-0.252316317633681
"68_3__batch2","day3_vs_control","RP11-50C13.1",-0.38493076269264
"68_3__batch2","day3_vs_control","TRIP10",-0.168042458977452
"68_3__batch2","day3_vs_control","ADA",-0.273254683986249
"68_3__batch2","day3_vs_control","MKLN1-AS2",-0.759232659573248
"68_3__batch2","day3_vs_control","LINC00843",-0.976811377406889
"68_3__batch2","day3_vs_control","SLC18A1",-0.164464194504693
"68_3__batch2","day3_vs_control","ZNF726",0.0548170424324264
"68_3__batch2","day3_vs_control","HAUS8",-0.333511376579379
"68_3__batch2","day3_vs_control","POU5F1B",0.111898434646043
"68_3__batch2","day3_vs_control","ADAM29",-0.866269308664866
"68_3__batch2","day3_vs_control","FSCN2",-0.427471335710128
"68_3__batch2","day3_vs_control","ZNF439",-0.748454254062456
"68_3__batch2","day3_vs_control","LRRK1",-0.292601253872947
"68_3__batch2","day3_vs_control","RP6-201G10.2",0.18851801493236
"68_3__batch2","day3_vs_control","TMEM88",0.316133499102391
"68_3__batch2","day3_vs_control","SYCE1L",-0.591251901985618
"68_3__batch2","day3_vs_control","RP11-33M22.2",0.37928666170862
"68_3__batch2","day3_vs_control","PDLIM1",1.33336783883452
"68_3__batch2","day3_vs_control","FAM157C",-1.78745117839045
"68_3__batch2","day3_vs_control","TTC34",-0.0313445217408401
"68_3__batch2","day3_vs_control","KANSL1-AS1",0.402376818834879
"68_3__batch2","day3_vs_control","KMT2B",-0.367134244981187
"68_3__batch2","day3_vs_control","PCDHB18",-1.04062549722291
"68_3__batch2","day3_vs_control","RP11-449H11.1",-0.29357220802948
"68_3__batch2","day3_vs_control","PRR18",0.214023820486095
"68_3__batch2","day3_vs_control","KRT8P12",1.00735682479694
"68_3__batch2","day3_vs_control","SLC9A3",-0.0817805542378158
"68_3__batch2","day3_vs_control","RIPPLY2",0.625157693642879
"68_3__batch2","day3_vs_control","C20orf26",-0.0554278592294537
"68_3__batch2","day3_vs_control","MAFK",0.380966742664365
"68_3__batch2","day3_vs_control","RP11-578F21.12",0.325444845426384
"68_3__batch2","day3_vs_control","RP11-244H3.1",-0.402188734801688
"68_3__batch2","day3_vs_control","RPH3AL",-0.454545980843111
"68_3__batch2","day3_vs_control","APOM",-0.02133520199971
"68_3__batch2","day3_vs_control","TTK",0.482202679710604
"68_3__batch2","day3_vs_control","RP11-77K12.5",0.352227990544828
"68_3__batch2","day3_vs_control","RP11-578O24.2",-0.709642851289485
"68_3__batch2","day3_vs_control","C6ORF50",-1.27583187474438
"68_3__batch2","day3_vs_control","LRIT3",-0.472424495919385
"68_3__batch2","day3_vs_control","YWHAZP2",0.2320549040248
"68_3__batch2","day3_vs_control","RP3-337H4.8",0.293723325930877
"68_3__batch2","day3_vs_control","TIGD4",-0.483817532089756
"68_3__batch2","day3_vs_control","AC079210.1",-0.531574899526725
"68_3__batch2","day3_vs_control","AC016582.2",-0.324115006571486
"68_3__batch2","day3_vs_control","TBXAS1",-0.193665712144993
"68_3__batch2","day3_vs_control","AC005618.6",-0.850770329418984
"68_3__batch2","day3_vs_control","MBL1P",0.328591314939847
"68_3__batch2","day3_vs_control","RPP25L",0.437752017645606
"68_3__batch2","day3_vs_control","COLEC12",-0.346407282048599
"68_3__batch2","day3_vs_control","RP11-390P2.4",-0.603336937418463
"68_3__batch2","day3_vs_control","RP11-124D2.7",-0.720891881964398
"68_3__batch2","day3_vs_control","AC018696.2",-0.578383339105646
"68_3__batch2","day3_vs_control","RP11-299G20.2",-0.427471335710128
"68_3__batch2","day3_vs_control","ZNF709",-0.0920674833242776
"68_3__batch2","day3_vs_control","GOLGA6L9",0.324652100416691
"68_3__batch2","day3_vs_control","GJC2",0.858392042367366
"68_3__batch2","day3_vs_control","PLAC8L1",-0.324581955132132
"68_3__batch2","day3_vs_control","DERA",1.13154970612322
"68_3__batch2","day3_vs_control","MAPT-AS1",-0.183908712517667
"68_3__batch2","day3_vs_control","BCL2L2-PABPN1",0.129662655376717
"68_3__batch2","day3_vs_control","TPM2",-1.09403098845273
"68_3__batch2","day3_vs_control","CTD-2542C24.2",0.293723325930877
"68_3__batch2","day3_vs_control","CEP152",-0.38493076269264
"68_3__batch2","day3_vs_control","AC007255.8",-0.620674924850833
"68_3__batch2","day3_vs_control","RP3-355L5.5",0.615945456717315
"68_3__batch2","day3_vs_control","CCDC173",-0.419550057901915
"68_3__batch2","day3_vs_control","CCDC7",-0.260765638869429
"68_3__batch2","day3_vs_control","RP3-449O17.1",-1.42076400704712
"68_3__batch2","day3_vs_control","TBX3",0.635450125111525
"68_3__batch2","day3_vs_control","F2RL1",0.471641745314122
"68_3__batch2","day3_vs_control","CHST14",-0.498355650160767
"68_3__batch2","day3_vs_control","RP11-372E1.6",0.314903236714911
"68_3__batch2","day3_vs_control","GAS2L2",-0.188607158580145
"68_3__batch2","day3_vs_control","RGMB-AS1",-1.12019008077239
"68_3__batch2","day3_vs_control","ZNF20",0.129662655376717
"68_3__batch2","day3_vs_control","CD44",-1.00365950939394
"68_3__batch2","day3_vs_control","MYO1F",-0.99246362698046
"68_3__batch2","day3_vs_control","FAM86FP",0.163347734313401
"68_3__batch2","day3_vs_control","FRY-AS1",-0.642616816748807
"68_3__batch2","day3_vs_control","SMCR2",0.232428686192162
"68_3__batch2","day3_vs_control","COL16A1",-0.140979095104162
"68_3__batch2","day3_vs_control","TRIM47",-0.0929958086533604
"68_3__batch2","day3_vs_control","RP11-8P11.3",0.0966281915436609
"68_3__batch2","day3_vs_control","ESR2",-0.531574899526725
"68_3__batch2","day3_vs_control","MUC6",-0.413093055127766
"68_3__batch2","day3_vs_control","PTPMT1",-0.0551300085825241
"68_3__batch2","day3_vs_control","RP11-85F14.5",-0.0275069106824217
"68_3__batch2","day3_vs_control","PINLYP",-0.196343229821701
"68_3__batch2","day3_vs_control","ABCA12",-0.473053550149357
"68_3__batch2","day3_vs_control","ENKUR",-0.05545322194566
"68_3__batch2","day3_vs_control","RP11-195F19.5",0.796896112581674
"68_3__batch2","day3_vs_control","PPAP2C",-0.777170807716455
"68_3__batch2","day3_vs_control","HERC6",-0.6284971401498
"68_3__batch2","day3_vs_control","LINC00648",0.363170954061966
"68_3__batch2","day3_vs_control","SNTG2",-0.160247706055316
"68_3__batch2","day3_vs_control","TGFBI",-0.985019738243716
"68_3__batch2","day3_vs_control","RP11-315I20.1",0.151485739950759
"68_3__batch2","day3_vs_control","RP4-671G15.2",0.133739023610514
"68_3__batch2","day3_vs_control","RP13-1032I1.7",0.802975266833913
"68_3__batch2","day3_vs_control","CTBS",-0.832893800400214
"68_3__batch2","day3_vs_control","RP11-412D9.4",0.532611174307625
"68_3__batch2","day3_vs_control","CTD-3092A11.1",-0.343058399785185
"68_3__batch2","day3_vs_control","SNORA67",-0.107412099634447
"68_3__batch2","day3_vs_control","RP11-55K13.1",-0.631050048143623
"68_3__batch2","day3_vs_control","ZNF695",0.568498818669707
"68_3__batch2","day3_vs_control","RP11-446H18.5",-1.12841346489745
"68_3__batch2","day3_vs_control","YWHAZP3",0.453693036068302
"68_3__batch2","day3_vs_control","BST1",-0.128745711118598
"68_3__batch2","day3_vs_control","MIR186",-1.08710996103091
"68_3__batch2","day3_vs_control","RP1-149A16.3",-1.10300569572248
"68_3__batch2","day3_vs_control","FAM66D",-0.117202299337145
"68_3__batch2","day3_vs_control","NBPF10",-0.356543419416348
"68_3__batch2","day3_vs_control","MLF1IP",0.174157449588121
"68_3__batch2","day3_vs_control","TMEM31",-0.304504713289193
"68_3__batch2","day3_vs_control","EBLN2",-0.356386147574867
"68_3__batch2","day3_vs_control","VN1R83P",-0.287840284002412
"68_3__batch2","day3_vs_control","SVOPL",-0.426246524708993
"68_3__batch2","day3_vs_control","TMEM72-AS1",-0.751381816138395
"68_3__batch2","day3_vs_control","GUSBP3",-0.543356575675062
"68_3__batch2","day3_vs_control","ZNF732",-0.486002893488888
"68_3__batch2","day3_vs_control","GDF10",-0.91374239018798
"68_3__batch2","day3_vs_control","LYPD6B",0.531775262917892
"68_3__batch2","day3_vs_control","RP11-110I1.12",-0.462577278668017
"68_3__batch2","day3_vs_control","ITPKB",0.0445243743722346
"68_3__batch2","day3_vs_control","KCNN2",0.0974865907142339
"68_3__batch2","day3_vs_control","MAP7D3",0.313540897686893
"68_3__batch2","day3_vs_control","FZD9",1.32499086053024
"68_3__batch2","day3_vs_control","NRGN",-0.0977935963254462
"68_3__batch2","day3_vs_control","RP1-265C24.8",-0.343593890780918
"68_3__batch2","day3_vs_control","RP11-727F15.12",0.685017300764255
"68_3__batch2","day3_vs_control","TMOD1",0.549426242475045
"68_3__batch2","day3_vs_control","ACRBP",-0.400847603602399
"68_3__batch2","day3_vs_control","TMEM191A",0.602372615559338
"68_3__batch2","day3_vs_control","PAXIP1-AS2",-0.287840284002412
"68_3__batch2","day3_vs_control","RP11-873E20.1",-0.109304547035615
"68_3__batch2","day3_vs_control","AQP1",-0.240742324428656
"68_3__batch2","day3_vs_control","CIRBP-AS1",-0.463838085458855
"68_3__batch2","day3_vs_control","RP11-210M15.2",-0.412111364042462
"68_3__batch2","day3_vs_control","RP11-288H12.4",-0.397978509086911
"68_3__batch2","day3_vs_control","GAPDHP33",0.100409249035422
"68_3__batch2","day3_vs_control","AC138655.6",0.208306195059963
"68_3__batch2","day3_vs_control","RAPGEF4-AS1",-0.486886284924935
"68_3__batch2","day3_vs_control","RP11-293M10.6",-0.907556849053226
"68_3__batch2","day3_vs_control","EIF5AL1",0.531775262917892
"68_3__batch2","day3_vs_control","MYCBPAP",-0.787399652978554
"68_3__batch2","day3_vs_control","RP13-401N8.1",-0.319691974822264
"68_3__batch2","day3_vs_control","RP11-680G24.5",-0.696333798988156
"68_3__batch2","day3_vs_control","RP11-13K12.5",-0.177456345937826
"68_3__batch2","day3_vs_control","RP11-196G11.2",-0.427471335710128
"68_3__batch2","day3_vs_control","KANK3",0.567615034683255
"68_3__batch2","day3_vs_control","CYP3A5",0.00611551550040712
"68_3__batch2","day3_vs_control","BMP2",0.548236225148075
"68_3__batch2","day3_vs_control","LINC00565",-0.267923534463908
"68_3__batch2","day3_vs_control","ANKRD35",-0.12015683690561
"68_3__batch2","day3_vs_control","ERVH48-1",-1.10300569572248
"68_3__batch2","day3_vs_control","THPO",-0.362858386375704
"68_3__batch2","day3_vs_control","CTD-2287O16.1",-0.129719364405175
"68_3__batch2","day3_vs_control","RAD51B",-0.537601368188048
"68_3__batch2","day3_vs_control","ANKRD31",-0.9993600431217
"68_3__batch2","day3_vs_control","CYP1B1",0.990617972431835
"68_3__batch2","day3_vs_control","DYX1C1",0.701200448240148
"68_3__batch2","day3_vs_control","CTD-3065J16.9",0.656222869967209
"68_3__batch2","day3_vs_control","C16orf96",0.0724970178089164
"68_3__batch2","day3_vs_control","ST8SIA5",0.676461786613146
"68_3__batch2","day3_vs_control","THTPA",0.506333870349292
"68_3__batch2","day3_vs_control","KIAA0391",0.327053100505969
"68_3__batch2","day3_vs_control","PCSK6",-0.270514350186754
"68_3__batch2","day3_vs_control","RP1-130H16.16",0.507453666724772
"68_3__batch2","day3_vs_control","RP11-843P14.1",-0.620674924850833
"68_3__batch2","day3_vs_control","RP11-463O9.9",-0.517147306664848
"68_3__batch2","day3_vs_control","CCR10",-0.226154611303871
"68_3__batch2","day3_vs_control","RP11-192H23.4",-0.99246362698046
"68_3__batch2","day3_vs_control","RHBDL3",-0.959061609131183
"68_3__batch2","day3_vs_control","TMEM52",0.62090756573625
"68_3__batch2","day3_vs_control","HEXIM2",0.531951098838492
"68_3__batch2","day3_vs_control","AC008067.2",-0.480468630797014
"68_3__batch2","day3_vs_control","PDZD9",-0.25923272567154
"68_3__batch2","day3_vs_control","RNF5P1",0.829821089293688
"68_3__batch2","day3_vs_control","RP11-281O15.4",0.0439218663520684
"68_3__batch2","day3_vs_control","TMC6",-0.747039923030348
"68_3__batch2","day3_vs_control","ZBTB7B",-0.719208786782751
"68_3__batch2","day3_vs_control","CTC-203F4.2",0.485252363524354
"68_3__batch2","day3_vs_control","RP11-247A12.7",0.0292919645206409
"68_3__batch2","day3_vs_control","AC010761.8",0.221522739273126
"68_3__batch2","day3_vs_control","RP5-850O15.4",-0.160247706055316
"68_3__batch2","day3_vs_control","ITIH5",-1.38279248727264
"68_3__batch2","day3_vs_control","CDCA5",0.161865781945632
"68_3__batch2","day3_vs_control","AMDHD2",0.183580660704903
"68_3__batch2","day3_vs_control","C1orf85",-0.283907996177844
"68_3__batch2","day3_vs_control","LRRC9",-0.607119207277408
"68_3__batch2","day3_vs_control","TP53TG5",-0.605326742321114
"68_3__batch2","day3_vs_control","RP11-529F4.1",-0.999561285994337
"68_3__batch2","day3_vs_control","EMILIN3",-0.732219030650611
"68_3__batch2","day3_vs_control","NUP62CL",0.457265061302094
"68_3__batch2","day3_vs_control","SFTPD",0.726635356396937
"68_3__batch2","day3_vs_control","AL136419.6",0.241082491649887
"68_3__batch2","day3_vs_control","MANSC4",-1.3099802719113
"68_3__batch2","day3_vs_control","RP4-583P15.15",0.109942699859795
"68_3__batch2","day3_vs_control","AC013402.2",0.0256542924381993
"68_3__batch2","day3_vs_control","ZNF385B",-0.419737592555493
"68_3__batch2","day3_vs_control","C5orf47",-0.517550871512598
"68_3__batch2","day3_vs_control","CTB-33O18.3",0.130555993998657
"68_3__batch2","day3_vs_control","C10orf111",0.442570715114204
"68_3__batch2","day3_vs_control","ZNF32-AS1",-0.302737837561132
"68_3__batch2","day3_vs_control","ARL9",1.19591480098037
"68_3__batch2","day3_vs_control","RP11-677M14.5",-0.026930235485108
"68_3__batch2","day3_vs_control","LRRC3-AS1",-0.465180635290337
"68_3__batch2","day3_vs_control","WNT8B",-0.42242019097224
"68_3__batch2","day3_vs_control","RP11-209K10.2",-0.193665712144993
"68_3__batch2","day3_vs_control","RP11-482M8.3",0.0469148220186222
"68_3__batch2","day3_vs_control","CEP170P1",-0.05545322194566
"68_3__batch2","day3_vs_control","RP11-285J16.1",0.608585032708583
"68_3__batch2","day3_vs_control","RP11-346C20.4",-0.505081450716586
"68_3__batch2","day3_vs_control","TNFRSF10D",0.79157284831624
"68_3__batch2","day3_vs_control","CTD-2547L16.1",0.391473320380063
"68_3__batch2","day3_vs_control","AC132872.2",0.0879093262942394
"68_3__batch2","day3_vs_control","CTA-268H5.14",0.478689624013209
"68_3__batch2","day3_vs_control","RP11-54D18.2",0.138373470943701
"68_3__batch2","day3_vs_control","CTU1",0.923727970051683
"68_3__batch2","day3_vs_control","AP000322.53",-0.739803468190992
"68_3__batch2","day3_vs_control","MMP14",-0.0532256831324531
"68_3__batch2","day3_vs_control","PROX1",-0.0498427502370244
"68_3__batch2","day3_vs_control","APOLD1",0.183580660704903
"68_3__batch2","day3_vs_control","AC137932.5",-0.297549002732111
"68_3__batch2","day3_vs_control","NR2F2-AS1",0
"68_3__batch2","day3_vs_control","CTD-2623N2.3",-0.464344351302924
"68_3__batch2","day3_vs_control","TRBV26OR9-2",-0.61734707800538
"68_3__batch2","day3_vs_control","HLA-F",-2.219994850088
"68_3__batch2","day3_vs_control","PRSS3",0.419392787152409
"68_3__batch2","day3_vs_control","CBWD3",-0.575436733566797
"68_3__batch2","day3_vs_control","IPO4",-0.262877774933461
"68_3__batch2","day3_vs_control","GGT1",0.260726910962171
"68_3__batch2","day3_vs_control","XRCC2",-0.805301319584475
"68_3__batch2","day3_vs_control","RP11-82L18.2",1.16535648479394
"68_3__batch2","day3_vs_control","ZNF835",0.21211311557451
"68_3__batch2","day3_vs_control","TUBB6",-0.643062480584652
"68_3__batch2","day3_vs_control","MRM1",1.09040316414975
"68_3__batch2","day3_vs_control","C1orf111",-1.32642366421925
"68_3__batch2","day3_vs_control","DDX4",-0.0911852319823252
"68_3__batch2","day3_vs_control","RP11-422P24.10",0.0827267434292729
"68_3__batch2","day3_vs_control","GMDS-AS1",0.260726910962171
"68_3__batch2","day3_vs_control","RP11-29G8.3",-0.57626229228548
"68_3__batch2","day3_vs_control","RP11-170N16.3",-0.527540146730422
"68_3__batch2","day3_vs_control","B3GNT7",0.0603334361661023
"68_3__batch2","day3_vs_control","C3orf49",-0.513774200688306
"68_3__batch2","day3_vs_control","MFI2",-0.789232802706333
"68_3__batch2","day3_vs_control","SLC12A1",-0.23317315805369
"68_3__batch2","day3_vs_control","RP11-649A18.12",-0.383985576344639
"68_3__batch2","day3_vs_control","RP11-234A1.1",-0.472166713365272
"68_3__batch2","day3_vs_control","DUSP2",0.92772564109758
"68_3__batch2","day3_vs_control","RP11-326F20.5",1.24634307025313
"68_3__batch2","day3_vs_control","RP11-849H4.4",0.0705503756489101
"68_3__batch2","day3_vs_control","LINC00649",-0.56810859628347
"68_3__batch2","day3_vs_control","C18orf32",0.169352066147631
"68_3__batch2","day3_vs_control","ACADS",0.628316769386501
"68_3__batch2","day3_vs_control","CDH1",-0.501562209697017
"68_3__batch2","day3_vs_control","B9D2",1.4117899894695
"68_3__batch2","day3_vs_control","C9orf169",1.31707558079944
"68_3__batch2","day3_vs_control","RP11-539L10.3",0.599593940877766
"68_3__batch2","day3_vs_control","MEIS3P1",0.118419544245748
"68_3__batch2","day3_vs_control","MORC2-AS1",-0.54300102417188
"68_3__batch2","day3_vs_control","RP11-690I21.2",-0.823671479342178
"68_3__batch2","day3_vs_control","PDE7B",0.293723325930877
"68_3__batch2","day3_vs_control","PLEKHG4",-0.695733545269001
"68_3__batch2","day3_vs_control","CYP7B1",-0.254273683538043
"68_3__batch2","day3_vs_control","RP11-715J22.6",-0.727988505361053
"68_3__batch2","day3_vs_control","LRAT",-0.388288240865527
"68_3__batch2","day3_vs_control","CTD-2196E14.6",-0.520539299601721
"68_3__batch2","day3_vs_control","CLCF1",0.168188417594146
"68_3__batch2","day3_vs_control","CTD-2366F13.1",-0.124463727410896
"68_3__batch2","day3_vs_control","RP11-81K13.1",-0.794999472404808
"68_3__batch2","day3_vs_control","PPCDC",0.635695074704501
"68_3__batch2","day3_vs_control","LEFTY1",-0.481121869507699
"68_3__batch2","day3_vs_control","RP11-365H22.2",-0.0911852319823252
"68_3__batch2","day3_vs_control","WNT5A",-0.232953326891478
"68_3__batch2","day3_vs_control","SH3GL1P1",-0.236878261189188
"68_3__batch2","day3_vs_control","RP11-85M11.2",-0.696333798988156
"68_3__batch2","day3_vs_control","RP11-46A10.5",0.4775120017026
"68_3__batch2","day3_vs_control","STEAP3",0.380966742664365
"68_3__batch2","day3_vs_control","CAHM",-0.189185492725238
"68_3__batch2","day3_vs_control","RP11-87G24.3",0.0720966395066585
"68_3__batch2","day3_vs_control","GTF2IP1",-0.642664512728982
"68_3__batch2","day3_vs_control","FAM163A",-0.52311484484702
"68_3__batch2","day3_vs_control","RP11-421M1.8",-0.564676013321031
"68_3__batch2","day3_vs_control","KLHL31",-0.055401253337906
"68_3__batch2","day3_vs_control","RP11-24B19.3",-0.0204834051024134
"68_3__batch2","day3_vs_control","MRPL45P2",0.274412266224979
"68_3__batch2","day3_vs_control","RP11-1186N24.5",-0.0880545573029234
"68_3__batch2","day3_vs_control","RP4-798A10.7",0.0935105853016589
"68_3__batch2","day3_vs_control","CTD-2267D19.2",0.518947076591304
"68_3__batch2","day3_vs_control","AC000123.4",-0.346310001727529
"68_3__batch2","day3_vs_control","CTC-459F4.1",-0.314416172666999
"68_3__batch2","day3_vs_control","EFEMP1",-1.45488448991053
"68_3__batch2","day3_vs_control","CTD-2611O12.6",-0.0118270978879913
"68_3__batch2","day3_vs_control","GMPR",-0.287841569358692
"68_3__batch2","day3_vs_control","RP11-849I19.1",-0.320738207224144
"68_3__batch2","day3_vs_control","MEIOB",-0.0556201787262918
"68_3__batch2","day3_vs_control","ADPGK-AS1",0.474439722986259
"68_3__batch2","day3_vs_control","RP11-89K11.1",-0.826697882995398
"68_3__batch2","day3_vs_control","CCDC154",0.552985359975069
"68_3__batch2","day3_vs_control","RP11-701H24.7",-1.27583187474438
"68_3__batch2","day3_vs_control","MSL3P1",-0.155452784423959
"68_3__batch2","day3_vs_control","AP000487.5",-0.02133520199971
"68_3__batch2","day3_vs_control","SBF2-AS1",-0.940027543796357
"68_3__batch2","day3_vs_control","C22orf24",0.461613606950826
"68_3__batch2","day3_vs_control","RP11-989F5.3",-0.800521923106906
"68_3__batch2","day3_vs_control","PCDHGC3",-0.340511348686761
"68_3__batch2","day3_vs_control","AUNIP",0.339185144908219
"68_3__batch2","day3_vs_control","IQGAP2",0.0981569072001163
"68_3__batch2","day3_vs_control","RP11-430C7.5",-1.13595739874674
"68_3__batch2","day3_vs_control","AC126365.1",-1.96281670653151
"68_3__batch2","day3_vs_control","TMEM173",0.620395460972803
"68_3__batch2","day3_vs_control","EGR3",-0.0549378829987592
"68_3__batch2","day3_vs_control","SLC9A3R1",-0.367977698234332
"68_3__batch2","day3_vs_control","KLKB1",-0.127879404734928
"68_3__batch2","day3_vs_control","ZNF467",-0.521812046401126
"68_3__batch2","day3_vs_control","RP4-742J24.2",-1.2605784938671
"68_3__batch2","day3_vs_control","DLEC1",0.0680659097356644
"68_3__batch2","day3_vs_control","CCDC13",0.417489453277136
"68_3__batch2","day3_vs_control","TAP1",-1.03975743223635
"68_3__batch2","day3_vs_control","NDUFAF4P3",0.480253533722071
"68_3__batch2","day3_vs_control","AC140481.7",-0.0547546982116289
"68_3__batch2","day3_vs_control","RGPD8",0.367886360056317
"68_3__batch2","day3_vs_control","RP11-32B5.1",-0.0470650785967841
"68_3__batch2","day3_vs_control","IFIT1",-1.06645968728984
"68_3__batch2","day3_vs_control","RP11-425L10.1",0.602372615559338
"68_3__batch2","day3_vs_control","NR3C2",0.990478811100949
"68_3__batch2","day3_vs_control","AC012074.2",0.311933704365574
"68_3__batch2","day3_vs_control","NPIPB6",-0.435876644385556
"68_3__batch2","day3_vs_control","AURKA",-0.838074459552742
"68_3__batch2","day3_vs_control","RP11-345K20.2",-0.160247706055316
"68_3__batch2","day3_vs_control","MIR3936",-0.412111364042462
"68_3__batch2","day3_vs_control","TMEM86B",0.0827267434292729
"68_3__batch2","day3_vs_control","LRRK2",-0.35060542225766
"68_3__batch2","day3_vs_control","RP11-713P17.3",0.159245937239841
"68_3__batch2","day3_vs_control","RP11-158M2.3",-0.0554278592294537
"68_3__batch2","day3_vs_control","RP11-339B21.15",0.0190330637880072
"68_3__batch2","day3_vs_control","RP11-456K23.1",0.276473524944649
"68_3__batch2","day3_vs_control","NKD1",0.12389325913502
"68_3__batch2","day3_vs_control","RP11-113K21.4",-0.410744861876032
"68_3__batch2","day3_vs_control","CGNL1",0.174157449588121
"68_3__batch2","day3_vs_control","LINC00846",-0.620674924850833
"68_3__batch2","day3_vs_control","KLF5",-0.472864384314482
"68_3__batch2","day3_vs_control","RP4-784A16.5",-1.11141952523599
"68_3__batch2","day3_vs_control","RP11-54O7.17",0.457265061302094
"68_3__batch2","day3_vs_control","RP11-2E11.5",-0.0186497548198599
"68_3__batch2","day3_vs_control","AC006946.15",0.640973866112938
"68_3__batch2","day3_vs_control","RP11-351D16.3",0.520983222240651
"68_3__batch2","day3_vs_control","RP5-902P8.10",0.153870799684495
"68_3__batch2","day3_vs_control","HVCN1",-0.821927863584595
"68_3__batch2","day3_vs_control","SPATA25",0.0968186140020366
"68_3__batch2","day3_vs_control","MERTK",-1.8624480273627
"68_3__batch2","day3_vs_control","BPIFB9P",0.0328593893101248
"68_3__batch2","day3_vs_control","RP11-258C19.4",-0.706823649657864
"68_3__batch2","day3_vs_control","ZNRF2P2",0.167415966643482
"68_3__batch2","day3_vs_control","RP11-309L24.4",0.581860041084454
"68_3__batch2","day3_vs_control","ALDH1A2",-0.0539643807146009
"68_3__batch2","day3_vs_control","RP11-551L14.1",-1.78482607524505
"68_3__batch2","day3_vs_control","PPARG",-0.157348214863897
"68_3__batch2","day3_vs_control","NOS3",-0.625577423450465
"68_3__batch2","day3_vs_control","RP11-539G18.2",0.277904130290151
"68_3__batch2","day3_vs_control","IL6R",-1.34699676665334
"68_3__batch2","day3_vs_control","RP11-605F22.2",-0.157793501985989
"68_3__batch2","day3_vs_control","RP11-379F4.7",-0.0895458791754038
"68_3__batch2","day3_vs_control","CMYA5",-0.160247706055316
"68_3__batch2","day3_vs_control","SNRPFP2",-0.373271713474262
"68_3__batch2","day3_vs_control","AF038458.5",0.0640274171102009
"68_3__batch2","day3_vs_control","RPS7P1",0.562470047694137
"68_3__batch2","day3_vs_control","CDCA7",-1.25064777258596
"68_3__batch2","day3_vs_control","RP11-468E2.4",-0.178916240255484
"68_3__batch2","day3_vs_control","KRTCAP3",-0.0873582802973107
"68_3__batch2","day3_vs_control","RAC1P2",0.495963341507242
"68_3__batch2","day3_vs_control","MAP3K8",-0.265008773057208
"68_3__batch2","day3_vs_control","C19orf45",-0.193665712144993
"68_3__batch2","day3_vs_control","CTC-429P9.1",-0.0553733105716745
"68_3__batch2","day3_vs_control","RP1-90G24.10",-0.532848590924091
"68_3__batch2","day3_vs_control","MYH15",-0.236773896245267
"68_3__batch2","day3_vs_control","GNRHR",-0.98334458398157
"68_3__batch2","day3_vs_control","RP5-1184F4.5",-0.511047112082626
"68_3__batch2","day3_vs_control","MX1",-0.119174324513423
"68_3__batch2","day3_vs_control","LL0XNC01-250H12.3",-0.933605535687886
"68_3__batch2","day3_vs_control","AC114730.3",-0.425011796617341
"68_3__batch2","day3_vs_control","RP11-793H13.10",-0.58839535463593
"68_3__batch2","day3_vs_control","TAS2R31",-0.399878854894389
"68_3__batch2","day3_vs_control","FAM157A",-0.472357006291412
"68_3__batch2","day3_vs_control","CTB-179K24.3",-0.830244325832835
