"block","contrast","symbol","log2_normalized_ratio"
"68_3__batch1","day1_vs_control","NEDD4",-0.900106777173769
"68_3__batch1","day1_vs_control","RECQL4",0.307095896748458
"68_3__batch1","day1_vs_control","CBWD6",-0.691763540886925
"68_3__batch1","day1_vs_control","ZNF880",-0.150362972056959
"68_3__batch1","day1_vs_control","FZD6",-0.627255155384815
"68_3__batch1","day1_vs_control","MPZL3",-0.200279865461884
"68_3__batch1","day1_vs_control","CXorf40A",-0.167588476522048
"68_3__batch1","day1_vs_control","IFNAR2",-0.26502328062964
"68_3__batch1","day1_vs_control","WDR96",-0.623762543811639
"68_3__batch1","day1_vs_control","PKD1P6",0.813102636491432
"68_3__batch1","day1_vs_control","SLC24A1",0.0262480068920077
"68_3__batch1","day1_vs_control","RP1-59D14.5",-0.00854844129083343
"68_3__batch1","day1_vs_control","TRABD",0.125722747778661
"68_3__batch1","day1_vs_control","SPARCL1",0.240509731213318
"68_3__batch1","day1_vs_control","PEX10",0.666638461952862
"68_3__batch1","day1_vs_control","PKDCC",-0.32913234396991
"68_3__batch1","day1_vs_control","DDX54",0.738298428734535
"68_3__batch1","day1_vs_control","AGBL3",-0.273814762382937
"68_3__batch1","day1_vs_control","ANKRD29",0.26899668701571
"68_3__batch1","day1_vs_control","PRR4",-0.070932484793639
"68_3__batch1","day1_vs_control","RP5-821D11.7",-0.367190533650906
"68_3__batch1","day1_vs_control","CHST15",0.0560479601666994
"68_3__batch1","day1_vs_control","PET100",0.38929051780566
"68_3__batch1","day1_vs_control","ALKBH6",-0.082108641323094
"68_3__batch1","day1_vs_control","LHX1",0.335354375879295
"68_3__batch1","day1_vs_control","PSTPIP2",-0.803825017467203
"68_3__batch1","day1_vs_control","PNPO",0.025298446343017
"68_3__batch1","day1_vs_control","SFXN2",0.158297466170032
"68_3__batch1","day1_vs_control","HMGB1P5",0.708018196747881
"68_3__batch1","day1_vs_control","ITGB3BP",-0.226853970266326
"68_3__batch1","day1_vs_control","MMS22L",-0.585389338352694
"68_3__batch1","day1_vs_control","PIK3IP1",-0.119122358027433
"68_3__batch1","day1_vs_control","RAB11FIP1P1",-0.719128372063445
"68_3__batch1","day1_vs_control","ESRRA",1.27715847452995
"68_3__batch1","day1_vs_control","GCHFR",1.35798941456162
"68_3__batch1","day1_vs_control","THG1L",0.259618546287291
"68_3__batch1","day1_vs_control","CTC-429P9.3",0.13862421440948
"68_3__batch1","day1_vs_control","C1QL3",-0.579113426676628
"68_3__batch1","day1_vs_control","RP13-104F24.3",0.0105242026691421
"68_3__batch1","day1_vs_control","COA4",0.438146196195426
"68_3__batch1","day1_vs_control","PGBD2",0.631867439494801
"68_3__batch1","day1_vs_control","GDPD2",-0.461135302060361
"68_3__batch1","day1_vs_control","RASGEF1C",1.3710538390087
"68_3__batch1","day1_vs_control","CCRN4L",0.14038894570376
"68_3__batch1","day1_vs_control","PLCD4",0.713949253011391
"68_3__batch1","day1_vs_control","SYT2",0.602853721720829
"68_3__batch1","day1_vs_control","DNAJA4",0.0988496253054825
"68_3__batch1","day1_vs_control","RP3-388E23.2",-0.294642866197783
"68_3__batch1","day1_vs_control","BLOC1S5",-0.0433037296384606
"68_3__batch1","day1_vs_control","CTD-2561J22.2",-0.065207199108853
"68_3__batch1","day1_vs_control","RP11-448A19.1",-0.444209306307715
"68_3__batch1","day1_vs_control","MMP2",0.919045057616563
"68_3__batch1","day1_vs_control","KCNA2",0.0092155494441819
"68_3__batch1","day1_vs_control","XXbac-BPG299F13.17",-0.151479087478295
"68_3__batch1","day1_vs_control","AC017099.3",-0.146286062569331
"68_3__batch1","day1_vs_control","RP11-363E7.4",-0.573661776616404
"68_3__batch1","day1_vs_control","BLOC1S1",0.793252057390146
"68_3__batch1","day1_vs_control","NBPF14",-0.588987537420663
"68_3__batch1","day1_vs_control","ZEB1-AS1",-0.69870901075938
"68_3__batch1","day1_vs_control","MRAP2",-0.791088463371356
"68_3__batch1","day1_vs_control","C19orf47",0.59400265040102
"68_3__batch1","day1_vs_control","C19orf25",1.11493181500283
"68_3__batch1","day1_vs_control","ZNF394",0.0500886980506063
"68_3__batch1","day1_vs_control","ELP4",-0.358505908484315
"68_3__batch1","day1_vs_control","RP3-329A5.8",-0.708987939355934
"68_3__batch1","day1_vs_control","AC079776.7",0.00183988085249354
"68_3__batch1","day1_vs_control","C5orf49",0.123997316335879
"68_3__batch1","day1_vs_control","BCHE",-0.289881716217992
"68_3__batch1","day1_vs_control","CTD-2574D22.4",0.0503758580513587
"68_3__batch1","day1_vs_control","METTL23",-0.420339425547672
"68_3__batch1","day1_vs_control","SERINC5",-0.627811570410127
"68_3__batch1","day1_vs_control","TRIM71",0.218778722847377
"68_3__batch1","day1_vs_control","LINC00643",-0.352269254527162
"68_3__batch1","day1_vs_control","ZNF426",0.446942612972014
"68_3__batch1","day1_vs_control","SPAG1",0.0705832119949044
"68_3__batch1","day1_vs_control","B3GALT5",0.0252457811562117
"68_3__batch1","day1_vs_control","ZNF85",-0.0217030210642726
"68_3__batch1","day1_vs_control","RP1-178F10.3",0.750801798266715
"68_3__batch1","day1_vs_control","CICP14",0.340178128175469
"68_3__batch1","day1_vs_control","ZNF383",-0.0881341408846961
"68_3__batch1","day1_vs_control","BAZ1A",-0.353627011667358
"68_3__batch1","day1_vs_control","GRB14",-0.205544705393185
"68_3__batch1","day1_vs_control","RSPO3",0.186545640322654
"68_3__batch1","day1_vs_control","TNFRSF19",-0.2576136340927
"68_3__batch1","day1_vs_control","ENTHD2",0.183641499236702
"68_3__batch1","day1_vs_control","RP1-90J20.12",-0.636425237882173
"68_3__batch1","day1_vs_control","ZNF765",-0.0255352521172618
"68_3__batch1","day1_vs_control","RP11-68I18.10",-0.441800662624594
"68_3__batch1","day1_vs_control","LINC00176",0.180234513434399
"68_3__batch1","day1_vs_control","GABRB1",0.329360956512152
"68_3__batch1","day1_vs_control","IER5",0.29877309454653
"68_3__batch1","day1_vs_control","RP11-272L13.3",-0.478299769821746
"68_3__batch1","day1_vs_control","EVC",0.0519769284548959
"68_3__batch1","day1_vs_control","ARHGAP18",-0.907885452638737
"68_3__batch1","day1_vs_control","CTNNAL1",-0.533616966173135
"68_3__batch1","day1_vs_control","RP11-355O1.11",-0.676195938426968
"68_3__batch1","day1_vs_control","SLC7A10",-0.0345446129464051
"68_3__batch1","day1_vs_control","RPA3-AS1",-0.086772156031822
"68_3__batch1","day1_vs_control","RP11-526I2.5",-0.246532420578895
"68_3__batch1","day1_vs_control","POLA2",0.0280328082162846
"68_3__batch1","day1_vs_control","RSPO4",0.947269889508845
"68_3__batch1","day1_vs_control","ADAMTS18",-0.290974200700633
"68_3__batch1","day1_vs_control","ANKRD16",0.452041844091975
"68_3__batch1","day1_vs_control","CCNB1",0.437184838623065
"68_3__batch1","day1_vs_control","GMDS",1.63814228304928
"68_3__batch1","day1_vs_control","NOB1",0.674879678354367
"68_3__batch1","day1_vs_control","C9orf156",0.254127242926037
"68_3__batch1","day1_vs_control","SLC13A5",0.416323085843038
"68_3__batch1","day1_vs_control","MXRA8",0.0214760881644498
"68_3__batch1","day1_vs_control","KIAA1524",-0.278446952162571
"68_3__batch1","day1_vs_control","NPIPB3",0.535512980450211
"68_3__batch1","day1_vs_control","FLYWCH2",0.760182766407002
"68_3__batch1","day1_vs_control","TTI2",0.29877309454653
"68_3__batch1","day1_vs_control","SHQ1",-0.228453043115914
"68_3__batch1","day1_vs_control","MARS2",0.850172942831819
"68_3__batch1","day1_vs_control","RBFADN",-0.0573819960279423
"68_3__batch1","day1_vs_control","HDHD3",0.515129153997544
"68_3__batch1","day1_vs_control","AC110619.2",0.510627185752376
"68_3__batch1","day1_vs_control","CD8A",0.741523158767876
"68_3__batch1","day1_vs_control","ZNF582",0.283706140370896
"68_3__batch1","day1_vs_control","RP11-242D8.1",-0.667768385041275
"68_3__batch1","day1_vs_control","ZFYVE28",-0.220535992748727
"68_3__batch1","day1_vs_control","ZNF543",-0.138086860135181
"68_3__batch1","day1_vs_control","NACC2",-0.12817849236144
"68_3__batch1","day1_vs_control","PIGB",-0.382273609040697
"68_3__batch1","day1_vs_control","SATB1",-0.303840064322342
"68_3__batch1","day1_vs_control","PDSS1",0.311010597838346
"68_3__batch1","day1_vs_control","FAAH2",-0.925938857197203
"68_3__batch1","day1_vs_control","RCN1P2",-1.10592288684796
"68_3__batch1","day1_vs_control","ZNF823",0.347129415999527
"68_3__batch1","day1_vs_control","CECR2",-1.82788423540028
"68_3__batch1","day1_vs_control","ZNF787",0.645409060513708
"68_3__batch1","day1_vs_control","PIGCP1",-0.039921869741157
"68_3__batch1","day1_vs_control","ROMO1",0.885317006538727
"68_3__batch1","day1_vs_control","RPA3",0.0142474880508221
"68_3__batch1","day1_vs_control","TDRD6",-0.895960452457664
"68_3__batch1","day1_vs_control","PRKCQ",0.409733376212969
"68_3__batch1","day1_vs_control","RBM11",-0.601338973951957
"68_3__batch1","day1_vs_control","ZNF610",0.134755203000958
"68_3__batch1","day1_vs_control","KIAA1462",-0.0143221760669219
"68_3__batch1","day1_vs_control","B3GNT4",0.432078904489934
"68_3__batch1","day1_vs_control","ZNF114",0.588504564951785
"68_3__batch1","day1_vs_control","SLC9A3R2",0.604326026755009
"68_3__batch1","day1_vs_control","C19orf44",0.311667350590619
"68_3__batch1","day1_vs_control","CCDC3",-0.270182260414712
"68_3__batch1","day1_vs_control","RP5-1126H10.2",-0.443404350383849
"68_3__batch1","day1_vs_control","B4GALT1",-0.345847392188559
"68_3__batch1","day1_vs_control","GAR1",-0.303274136321216
"68_3__batch1","day1_vs_control","LIN37",0.412874584108195
"68_3__batch1","day1_vs_control","LINC00847",0.0333432203101758
"68_3__batch1","day1_vs_control","FAM89B",1.62589006241427
"68_3__batch1","day1_vs_control","TMEM81",-0.191224959581949
"68_3__batch1","day1_vs_control","SLCO4A1",-0.033874034916149
"68_3__batch1","day1_vs_control","KB-1517D11.4",0.0270286845593866
"68_3__batch1","day1_vs_control","ANKRD10-IT1",-0.718229800781466
"68_3__batch1","day1_vs_control","TF",0.167791882456628
"68_3__batch1","day1_vs_control","CLMN",-0.623337978484832
"68_3__batch1","day1_vs_control","MSS51",-0.502678399163821
"68_3__batch1","day1_vs_control","RP11-448G15.3",0.408059671391166
"68_3__batch1","day1_vs_control","RP11-111M22.4",-0.270731379064767
"68_3__batch1","day1_vs_control","RP11-390E23.6",-0.740884121923443
"68_3__batch1","day1_vs_control","FANCI",0.266513428355557
"68_3__batch1","day1_vs_control","C14orf28",-1.11834438253114
"68_3__batch1","day1_vs_control","P2RX4",0.304908799234057
"68_3__batch1","day1_vs_control","TSNARE1",0.463573507893889
"68_3__batch1","day1_vs_control","PDGFC",-0.854801030230509
"68_3__batch1","day1_vs_control","POLM",0.610711038081655
"68_3__batch1","day1_vs_control","HPS1",0.209016809903636
"68_3__batch1","day1_vs_control","BRMS1",1.08272241189162
"68_3__batch1","day1_vs_control","GLTPD1",0.795559148096495
"68_3__batch1","day1_vs_control","SHB",0.409698149652058
"68_3__batch1","day1_vs_control","B3GALNT2",0.574127167720494
"68_3__batch1","day1_vs_control","BLOC1S4",0.306764298919681
"68_3__batch1","day1_vs_control","XRRA1",0.159456956303629
"68_3__batch1","day1_vs_control","TEX30",-0.710313047555671
"68_3__batch1","day1_vs_control","WARS2",0.698516869520668
"68_3__batch1","day1_vs_control","PBLD",0.112339889864109
"68_3__batch1","day1_vs_control","AP1S3",0.447136914994115
"68_3__batch1","day1_vs_control","AC073479.1",0.40330690905019
"68_3__batch1","day1_vs_control","FANCA",0.557233705137515
"68_3__batch1","day1_vs_control","PARP3",0.829214107826021
"68_3__batch1","day1_vs_control","PBXIP1",0.108103358821051
"68_3__batch1","day1_vs_control","ANKRD19P",-0.691457274574129
"68_3__batch1","day1_vs_control","RP4-639F20.1",-0.203510662955434
"68_3__batch1","day1_vs_control","STON2",0.59160072265263
"68_3__batch1","day1_vs_control","TCAP",0.653712117510431
"68_3__batch1","day1_vs_control","PWRN1",-0.097743403224495
"68_3__batch1","day1_vs_control","NMNAT1",0.279463246887502
"68_3__batch1","day1_vs_control","RP11-553L6.5",-0.425781110153475
"68_3__batch1","day1_vs_control","GS1-124K5.12",0.149813126426161
"68_3__batch1","day1_vs_control","ATP6V0E1",0.103451911850321
"68_3__batch1","day1_vs_control","LCA5",-0.238107672476151
"68_3__batch1","day1_vs_control","TTC25",-0.190809843302314
"68_3__batch1","day1_vs_control","DHODH",-0.0670121731111557
"68_3__batch1","day1_vs_control","RP5-1120P11.1",0.44698701060566
"68_3__batch1","day1_vs_control","CPB2-AS1",-0.0891300506004313
"68_3__batch1","day1_vs_control","RP11-338N10.3",-0.636182897488741
"68_3__batch1","day1_vs_control","PEX16",0.598931989964822
"68_3__batch1","day1_vs_control","C9orf69",0.986106566800168
"68_3__batch1","day1_vs_control","RASSF5",0.112205701231377
"68_3__batch1","day1_vs_control","CCDC78",0.931761859833468
"68_3__batch1","day1_vs_control","HDAC10",0.105374303558365
"68_3__batch1","day1_vs_control","NXT1",0.0755340074715143
"68_3__batch1","day1_vs_control","ETV6",1.18809832589512
"68_3__batch1","day1_vs_control","AIF1L",0.228658735563
"68_3__batch1","day1_vs_control","WASH3P",0.97058216203079
"68_3__batch1","day1_vs_control","ADARB2",0.602136394266568
"68_3__batch1","day1_vs_control","TBL3",1.37847385021418
"68_3__batch1","day1_vs_control","FAM211B",1.4407947674793
"68_3__batch1","day1_vs_control","ZNF519",0.178849025444779
"68_3__batch1","day1_vs_control","ZNF792",0.143346416119172
"68_3__batch1","day1_vs_control","TMEM38B",3.4114503199234e-05
"68_3__batch1","day1_vs_control","MGME1",-0.604241332739284
"68_3__batch1","day1_vs_control","PLTP",0.502219557061612
"68_3__batch1","day1_vs_control","DAB2",-1.37498683497833
"68_3__batch1","day1_vs_control","PELI2",-1.07509096193239
"68_3__batch1","day1_vs_control","SPRY1",0.00522665450009185
"68_3__batch1","day1_vs_control","SMTNL1",0.541217514988158
"68_3__batch1","day1_vs_control","ABHD16A",0.15294620340843
"68_3__batch1","day1_vs_control","TTC12",-0.0888109155952161
"68_3__batch1","day1_vs_control","RP11-37E23.5",-0.9105539694056
"68_3__batch1","day1_vs_control","MED31",-0.331847340108288
"68_3__batch1","day1_vs_control","SATL1",0.0797131556429314
"68_3__batch1","day1_vs_control","MCTP1",-0.743400822037874
"68_3__batch1","day1_vs_control","LINC00403",0.796677964903498
"68_3__batch1","day1_vs_control","LRRC37A17P",-0.24496697208257
"68_3__batch1","day1_vs_control","RAB30-AS1",-0.0492808349456819
"68_3__batch1","day1_vs_control","TMEM194B",0.0368824698179875
"68_3__batch1","day1_vs_control","SCNN1D",-0.232341268183763
"68_3__batch1","day1_vs_control","TSSK4",0.102887024538766
"68_3__batch1","day1_vs_control","RP11-819C21.1",0.0230329766786479
"68_3__batch1","day1_vs_control","TMEM185B",0.0326262731632134
"68_3__batch1","day1_vs_control","RP11-499P20.2",-0.506397675349427
"68_3__batch1","day1_vs_control","SHKBP1",0.824320787930327
"68_3__batch1","day1_vs_control","TRAF1",0.342520506479248
"68_3__batch1","day1_vs_control","LYRM9",-0.397412176624369
"68_3__batch1","day1_vs_control","ASTE1",-0.599914943525638
"68_3__batch1","day1_vs_control","GPR68",0.516802804704862
"68_3__batch1","day1_vs_control","RP11-517B11.7",0.0871649205125573
"68_3__batch1","day1_vs_control","FBXO8",-0.665589953180018
"68_3__batch1","day1_vs_control","PDLIM5",1.50891687789303
"68_3__batch1","day1_vs_control","TIRAP",0.18107141187806
"68_3__batch1","day1_vs_control","KCNJ11",0.710280107437115
"68_3__batch1","day1_vs_control","DGKB",0.181534714608277
"68_3__batch1","day1_vs_control","RP11-384O8.1",-0.0388647678673806
"68_3__batch1","day1_vs_control","EHHADH",-0.00410433723171089
"68_3__batch1","day1_vs_control","ALS2CL",-1.04811938397218
"68_3__batch1","day1_vs_control","CDH9",-1.030149968179
"68_3__batch1","day1_vs_control","GNG8",1.01810041655531
"68_3__batch1","day1_vs_control","RWDD3",-0.273379253263724
"68_3__batch1","day1_vs_control","CLDN15",1.06788077032181
"68_3__batch1","day1_vs_control","FAM153B",-1.00325681693694
"68_3__batch1","day1_vs_control","RNF166",0.158773225886295
"68_3__batch1","day1_vs_control","RP11-576D8.4",0.508109646007223
"68_3__batch1","day1_vs_control","PLEKHM3",0.720786989749689
"68_3__batch1","day1_vs_control","NPM3",0.991710626286375
"68_3__batch1","day1_vs_control","MROH1",0.771344485331197
"68_3__batch1","day1_vs_control","SSSCA1",0.368790352144621
"68_3__batch1","day1_vs_control","OSBPL10",1.23049365776471
"68_3__batch1","day1_vs_control","CCDC125",-0.173486153044202
"68_3__batch1","day1_vs_control","IDUA",0.229891731245418
"68_3__batch1","day1_vs_control","BBS5",-0.471902166214997
"68_3__batch1","day1_vs_control","PCP4",-0.793689334039039
"68_3__batch1","day1_vs_control","ZNF93",0.817100782855047
"68_3__batch1","day1_vs_control","FNBP1P1",0.357115975593425
"68_3__batch1","day1_vs_control","ZNF233",-0.232328909498436
"68_3__batch1","day1_vs_control","ZNF169",-0.511916735080305
"68_3__batch1","day1_vs_control","NR4A1",1.84526512671238
"68_3__batch1","day1_vs_control","C21orf2",0.324178634775273
"68_3__batch1","day1_vs_control","ARAP2",-0.468909330766533
"68_3__batch1","day1_vs_control","ATRIP",0.367516492448881
"68_3__batch1","day1_vs_control","PABPC1L",-0.464056654230285
"68_3__batch1","day1_vs_control","WDHD1",-0.405165969926902
"68_3__batch1","day1_vs_control","MOCS1",0.457797908982252
"68_3__batch1","day1_vs_control","PRTFDC1",0.0379807870968438
"68_3__batch1","day1_vs_control","C18orf54",-0.0665480957598259
"68_3__batch1","day1_vs_control","POC1B",-0.674278152334433
"68_3__batch1","day1_vs_control","SP8",0.170717923710244
"68_3__batch1","day1_vs_control","ZNF691",0.378052920171665
"68_3__batch1","day1_vs_control","NDOR1",0.878106732724648
"68_3__batch1","day1_vs_control","LRRC39",-0.0846339761551143
"68_3__batch1","day1_vs_control","COL6A4P2",-0.5559453323225
"68_3__batch1","day1_vs_control","C1orf233",2.14245794039672
"68_3__batch1","day1_vs_control","FTX",-0.677322897732918
"68_3__batch1","day1_vs_control","POLR2L",1.94604615726875
"68_3__batch1","day1_vs_control","SPRED3",1.27684320812922
"68_3__batch1","day1_vs_control","CTH",0.0837176582853161
"68_3__batch1","day1_vs_control","DSN1",-1.07320631814724
"68_3__batch1","day1_vs_control","ALKBH4",0.986101324936841
"68_3__batch1","day1_vs_control","ATG4D",1.05719329562405
"68_3__batch1","day1_vs_control","EGFR",-0.135976459655879
"68_3__batch1","day1_vs_control","ABHD11",0.475772956550267
"68_3__batch1","day1_vs_control","MRPL54",1.66187351430044
"68_3__batch1","day1_vs_control","CTD-2619J13.17",-0.166207416947011
"68_3__batch1","day1_vs_control","STAMBPL1",-0.296890953086475
"68_3__batch1","day1_vs_control","ZNF214",-0.166243156985031
"68_3__batch1","day1_vs_control","NAF1",0.365326982314798
"68_3__batch1","day1_vs_control","ONECUT1",0.346104368680869
"68_3__batch1","day1_vs_control","ZSCAN31",0.493135934581988
"68_3__batch1","day1_vs_control","DSG2",-0.17866490722947
"68_3__batch1","day1_vs_control","RP11-977G19.5",-0.531583854598552
"68_3__batch1","day1_vs_control","PLB1",0.519638055229055
"68_3__batch1","day1_vs_control","CHKB",0.293745829442609
"68_3__batch1","day1_vs_control","SFRP2",-0.25757799082785
"68_3__batch1","day1_vs_control","AC007092.1",-0.768264189952321
"68_3__batch1","day1_vs_control","PCDHA5",-0.0100276476109684
"68_3__batch1","day1_vs_control","P2RX5",0.641996095202463
"68_3__batch1","day1_vs_control","FRG1B",-0.184844455826759
"68_3__batch1","day1_vs_control","TBC1D31",-1.20279238899947
"68_3__batch1","day1_vs_control","FGD3",0.034594176068496
"68_3__batch1","day1_vs_control","ZNF703",0.327053194397288
"68_3__batch1","day1_vs_control","RARA",0.921818618326318
"68_3__batch1","day1_vs_control","PRRT1",-0.559748948435153
"68_3__batch1","day1_vs_control","MCM9",0.0962725134261131
"68_3__batch1","day1_vs_control","PMS2P1",0.427595748172996
"68_3__batch1","day1_vs_control","CTD-2047H16.4",0.483256619200525
"68_3__batch1","day1_vs_control","C1orf56",0.14718741425454
"68_3__batch1","day1_vs_control","COQ2",0.176789553194535
"68_3__batch1","day1_vs_control","UBOX5",0.810592249244654
"68_3__batch1","day1_vs_control","ZNF219",0.0383115399658722
"68_3__batch1","day1_vs_control","BBS12",0.24583411897466
"68_3__batch1","day1_vs_control","CACTIN",0.394075074575523
"68_3__batch1","day1_vs_control","LINC00957",-0.406274690712696
"68_3__batch1","day1_vs_control","ALG12",0.609939623203223
"68_3__batch1","day1_vs_control","GPR64",-0.0130411821924525
"68_3__batch1","day1_vs_control","C9orf3",0.442167251720196
"68_3__batch1","day1_vs_control","THAP7",0.861007391824609
"68_3__batch1","day1_vs_control","ANO2",0.370013031131992
"68_3__batch1","day1_vs_control","C12orf44",0.946866762012011
"68_3__batch1","day1_vs_control","HPCA",0.200920923696859
"68_3__batch1","day1_vs_control","SEMA5B",-0.671872594364667
"68_3__batch1","day1_vs_control","IL27RA",0.0297924222899351
"68_3__batch1","day1_vs_control","IFI6",-0.70361062359052
"68_3__batch1","day1_vs_control","GTF2IRD2",0.33288432687293
"68_3__batch1","day1_vs_control","B3GNT2",0.282498154290368
"68_3__batch1","day1_vs_control","FAM229A",-0.327846748278422
"68_3__batch1","day1_vs_control","RPS6KA5",-1.1310599925866
"68_3__batch1","day1_vs_control","BMS1P10",-0.600212573158038
"68_3__batch1","day1_vs_control","PCK2",-0.630960898968138
"68_3__batch1","day1_vs_control","MYD88",0.773615351638875
"68_3__batch1","day1_vs_control","ARAP1",-0.658213943322568
"68_3__batch1","day1_vs_control","AC140481.1",-0.587931553101032
"68_3__batch1","day1_vs_control","IFRD2",0.816931360460941
"68_3__batch1","day1_vs_control","AR",0.39545332366845
"68_3__batch1","day1_vs_control","TMEM223",0.302475369273951
"68_3__batch1","day1_vs_control","RBKS",-0.392636945051716
"68_3__batch1","day1_vs_control","NDUFA11",1.05921830520625
"68_3__batch1","day1_vs_control","DPY19L1P1",-0.657597936976552
"68_3__batch1","day1_vs_control","RP11-867G23.10",2.24397431623313
"68_3__batch1","day1_vs_control","ACAP1",-0.529946013583015
"68_3__batch1","day1_vs_control","BAK1",0.97060564072199
"68_3__batch1","day1_vs_control","SYPL1",-0.369765158640584
"68_3__batch1","day1_vs_control","CTD-3092A11.2",-0.798346434628288
"68_3__batch1","day1_vs_control","C1orf226",0.74372022643422
"68_3__batch1","day1_vs_control","KCTD8",0.324238035135116
"68_3__batch1","day1_vs_control","FSTL3",0.859487024946765
"68_3__batch1","day1_vs_control","RP11-95D17.1",-0.0292231355922015
"68_3__batch1","day1_vs_control","NR1H2",0.582636851775792
"68_3__batch1","day1_vs_control","CRYGS",-0.596445077269601
"68_3__batch1","day1_vs_control","BNC2",0.418272032230054
"68_3__batch1","day1_vs_control","GLI4",1.12415981372635
"68_3__batch1","day1_vs_control","IFNLR1",-0.0569505100263843
"68_3__batch1","day1_vs_control","RP11-694I15.7",0.525680871949163
"68_3__batch1","day1_vs_control","RAI14",-0.81303412445289
"68_3__batch1","day1_vs_control","PRADC1",0.835019355880797
"68_3__batch1","day1_vs_control","RP11-713C5.1",-0.594880014645544
"68_3__batch1","day1_vs_control","TMEM182",-0.223032988308352
"68_3__batch1","day1_vs_control","RAB26",-1.1840296997167
"68_3__batch1","day1_vs_control","WFDC2",0.599235934320455
"68_3__batch1","day1_vs_control","NT5C",0.685746017606768
"68_3__batch1","day1_vs_control","C21orf90",0.12738854346084
"68_3__batch1","day1_vs_control","AC004893.11",-0.352976875022543
"68_3__batch1","day1_vs_control","ATP6V1E2",-0.365429431152516
"68_3__batch1","day1_vs_control","CREB3L4",-0.450394492324136
"68_3__batch1","day1_vs_control","DOCK5",-0.485830658392992
"68_3__batch1","day1_vs_control","FARS2",0.656862859733883
"68_3__batch1","day1_vs_control","CTC-523E23.4",0.0548205691394479
"68_3__batch1","day1_vs_control","MEMO1",-0.532468160586219
"68_3__batch1","day1_vs_control","SMOX",0.585276273365644
"68_3__batch1","day1_vs_control","SLC25A37",0.107423687686589
"68_3__batch1","day1_vs_control","IRF3",-0.00245659029742118
"68_3__batch1","day1_vs_control","RN7SL2",0.239244065813923
"68_3__batch1","day1_vs_control","RIPK2",-0.0519586639534726
"68_3__batch1","day1_vs_control","SMPDL3A",-0.436999393525562
"68_3__batch1","day1_vs_control","VSTM2B",0.0619767457752376
"68_3__batch1","day1_vs_control","MAP4K1",0.0682954142405423
"68_3__batch1","day1_vs_control","NOMO3",0.15391070077077
"68_3__batch1","day1_vs_control","RTN4RL1",0.327390387498135
"68_3__batch1","day1_vs_control","SNORD116-20",0.0201366298592252
"68_3__batch1","day1_vs_control","ZNF385A",0.331885018401927
"68_3__batch1","day1_vs_control","AC093673.5",0.760293914561886
"68_3__batch1","day1_vs_control","LOH12CR1",0.101865212329351
"68_3__batch1","day1_vs_control","ALG11",0.274668173095418
"68_3__batch1","day1_vs_control","MRPL38",-0.0470020018771349
"68_3__batch1","day1_vs_control","RARB",-0.467445247490712
"68_3__batch1","day1_vs_control","RP11-457M11.5",-1.12768121482783
"68_3__batch1","day1_vs_control","DGAT2",-0.0415218077887785
"68_3__batch1","day1_vs_control","UBE2V1",-0.481617638219586
"68_3__batch1","day1_vs_control","RPS10",0.400979322077739
"68_3__batch1","day1_vs_control","RP5-1159O4.2",-1.03213254903114
"68_3__batch1","day1_vs_control","ENPP2",-0.503227285032566
"68_3__batch1","day1_vs_control","BANP",0.367604270140011
"68_3__batch1","day1_vs_control","C4orf32",-0.549255917424227
"68_3__batch1","day1_vs_control","WDR83",0.956932612941296
"68_3__batch1","day1_vs_control","LINC00630",0.461811035528132
"68_3__batch1","day1_vs_control","SMIM20",-0.120597229197823
"68_3__batch1","day1_vs_control","RP11-169K16.9",-0.391922789293238
"68_3__batch1","day1_vs_control","OBFC1",0.247723904256921
"68_3__batch1","day1_vs_control","SEMA3D",0.905459867935509
"68_3__batch1","day1_vs_control","RHOC",0.430477202182496
"68_3__batch1","day1_vs_control","SOX2",-0.083512709948911
"68_3__batch1","day1_vs_control","AC073343.1",-0.107086846911453
"68_3__batch1","day1_vs_control","CAPN10-AS1",-0.97803385265374
"68_3__batch1","day1_vs_control","RP11-158K1.3",-0.212885334887342
"68_3__batch1","day1_vs_control","FREM1",-0.0455552121695764
"68_3__batch1","day1_vs_control","MYCN",0.0325985362791048
"68_3__batch1","day1_vs_control","TANGO2",1.01297734987182
"68_3__batch1","day1_vs_control","CLEC2D",-0.923217786414972
"68_3__batch1","day1_vs_control","ARMC12",-0.0199983527900063
"68_3__batch1","day1_vs_control","RP11-263K19.4",-0.654617875553845
"68_3__batch1","day1_vs_control","TPM3P9",0.0447541142621244
"68_3__batch1","day1_vs_control","ADAT2",-0.168004379150464
"68_3__batch1","day1_vs_control","RRN3P3",-0.239837402300509
"68_3__batch1","day1_vs_control","U73166.2",-0.216521345936201
"68_3__batch1","day1_vs_control","DHRS13",0.445278631271942
"68_3__batch1","day1_vs_control","HS3ST5",-0.0194771418764557
"68_3__batch1","day1_vs_control","KLHL35",0.609375974885681
"68_3__batch1","day1_vs_control","CCDC74B",0.381983455666939
"68_3__batch1","day1_vs_control","ANKHD1-EIF4EBP3",-0.372420061788357
"68_3__batch1","day1_vs_control","LPXN",-0.449782088825704
"68_3__batch1","day1_vs_control","STXBP4",-0.67558716199984
"68_3__batch1","day1_vs_control","CNTLN",-0.468258591570592
"68_3__batch1","day1_vs_control","hsa-mir-6080",-0.480256666488378
"68_3__batch1","day1_vs_control","MRPS28",0.652003818120182
