"symbol","statistic"
"DLK1",11.4184103111186
"PTPRH",10.4882487256901
"ETV4",9.47785639502843
"ODC1",9.3430028317975
"EGR1",8.31776290309889
"DUSP5",7.70442462555737
"HSPA8",7.31594299083542
"FABP3",7.05305987997926
"UTP20",6.78379803232522
"ANXA2",6.70136380409783
"RBP4",6.66881720310502
"ZNF259",6.57857483096558
"DUSP4",6.42379573229572
"GNG4",6.37624322695557
"CALR",6.34079127865176
"SPRY4",6.18473164339764
"GPCPD1",6.07336248190729
"CYP26B1",6.07329150365876
"MMP1",6.0312797726411
"ARHGAP36",5.93586157122731
"MGLL",5.89692127996189
"EMD",5.78702352107109
"PAK6",5.78624375437253
"RBBP8",5.73660257447513
"OSBPL10",5.73139632816544
"POLR3B",5.67101870854007
"SERPINB8",5.65290873841554
"PFAS",5.64979528057137
"MRPL54",5.63138300808476
"GPATCH4",5.58012886055533
"CSRNP1",5.50338783813238
"C19orf54",5.49326418255448
"WDR1",5.49296385978589
"STK32B",5.45544050329604
"HEMK1",5.44834451788373
"GMDS",5.43238510331362
"NRIP3",5.43227042319721
"REM2",5.42334749406142
"ARHGDIA",5.42008343285664
"DDN",5.42001840633009
"NPTX1",5.38186630480569
"FKBP4",5.36754891703492
"STIP1",5.35955571609688
"CCT5",5.33943393378182
"ETV6",5.27097578714216
"RTL1",5.26357919697206
"SHCBP1",5.25599337890521
"TH",5.24757589066508
"OPA3",5.22983468555421
"SUSD5",5.2238689710114
"GPR50",5.21731545948473
"LAMC2",5.20511070670244
"FAM149A",5.18453237785255
"CCDC86",5.17468127975708
"BANF1",5.15230965993308
"GBE1",5.14396807643959
"IL13RA2",5.10064491190781
"PRELID1",5.09586824466832
"MAPRE1",5.09174113192844
"VGF",5.08533995663733
"SNRNP25",5.08227807651019
"DUSP26",5.06193169951718
"STAC",5.05482374092039
"AC005789.11",5.03921166327368
"MED29",5.03839842327011
"H3F3B",5.03799356455891
"RBM14",5.03762833128128
"STAG3L4",5.02440598841528
"TP53INP2",5.01489613437195
"MIR4435-1HG",5.00740619686492
"PPIB",5.00150209107161
"CBLN2",4.97680023681181
"SLC16A6",4.97103677734203
"CA5BP1",4.96923891581948
"HMGN5",4.95475618685879
"TMEM254-AS1",4.95185864425353
"CYCS",4.9396156942753
"TLE1",4.93939859007323
"CNN2",4.93862434276002
"PPARGC1A",4.9216280832333
"TXN2",4.91294673515493
"RSL1D1",4.90475375553325
"APOA1BP",4.89695868877639
"AHCY",4.88405481976313
"RYR3",4.87847761327248
"AVEN",4.87682684067968
"NOP2",4.86100626907708
"SLC35A4",4.85992392752158
"IRAK1",4.84479935756519
"PHB",4.82063501101256
"SPRY2",4.81078796552812
