"gene_id","symbol","mean_normalized_count","selected"
"ENSG00000175906.4","ARL4D",355.344361346544,TRUE
"ENSG00000102743.10","SLC25A15",355.264781042965,TRUE
"ENSG00000163673.6","DCLK3",355.160755250025,TRUE
"ENSG00000176840.7","MIR7-3HG",354.888491812088,TRUE
"ENSG00000065621.10","GSTO2",354.847884026319,TRUE
"ENSG00000095906.12","NUBP2",354.697811716648,TRUE
"ENSG00000147571.3","CRH",354.234482628153,TRUE
"ENSG00000189046.6","ALKBH2",354.188605131817,TRUE
"ENSG00000185875.8","THNSL1",354.098902640341,TRUE
"ENSG00000138600.5","SPPL2A",354.053111399317,TRUE
"ENSG00000139438.5","FAM222A",353.936088301374,TRUE
"ENSG00000164619.4","BMPER",353.881718204681,TRUE
"ENSG00000091536.12","MYO15A",353.815647671817,TRUE
"ENSG00000179526.12","SHARPIN",353.566413587922,TRUE
"ENSG00000163611.7","SPICE1",353.486779124416,TRUE
"ENSG00000178295.10","GEN1",353.431367074802,TRUE
"ENSG00000213903.4","LTB4R",353.406146285342,TRUE
"ENSG00000142867.8","BCL10",353.393557045939,TRUE
"ENSG00000128965.7","CHAC1",353.235233795288,TRUE
"ENSG00000164512.13","ANKRD55",353.209080699609,TRUE
"ENSG00000245937.3","CTC-228N24.3",353.115313521007,TRUE
"ENSG00000079337.11","RAPGEF3",353.096949037983,TRUE
"ENSG00000215397.3","SCRT2",353.076420038751,TRUE
"ENSG00000162975.3","KCNF1",353.045928097634,TRUE
"ENSG00000174740.7","PABPC5",352.972963330704,TRUE
"ENSG00000096872.11","IFT74",352.799208716779,TRUE
"ENSG00000146109.3","ABT1",352.670335677807,TRUE
"ENSG00000111907.16","TPD52L1",352.572951031669,TRUE
"ENSG00000147382.14","FAM58A",352.508174807731,TRUE
"ENSG00000218510.3","LINC00339",352.502649039133,TRUE
"ENSG00000169189.12","NSMCE1",352.272275429331,TRUE
"ENSG00000111981.4","ULBP1",352.235512450209,TRUE
"ENSG00000181396.8","OGFOD3",352.135654251582,TRUE
"ENSG00000175691.8","ZNF77",351.889169172895,TRUE
"ENSG00000140006.7","WDR89",351.691349623781,TRUE
"ENSG00000228638.1","FCF1P2",351.494563932868,TRUE
"ENSG00000125352.4","RNF113A",351.486665649166,TRUE
"ENSG00000111186.8","WNT5B",351.276082703385,TRUE
"ENSG00000176222.7","ZNF404",351.135228391651,TRUE
"ENSG00000158352.11","SHROOM4",351.098724702846,TRUE
"ENSG00000139974.11","SLC38A6",350.801307967545,TRUE
"ENSG00000099795.2","NDUFB7",350.635368278716,TRUE
"ENSG00000114480.8","GBE1",350.604889895199,TRUE
"ENSG00000131037.10","EPS8L1",350.601205067402,TRUE
"ENSG00000177666.11","PNPLA2",350.575264045353,TRUE
"ENSG00000149743.9","TRPT1",350.478248326503,TRUE
"ENSG00000273131.1","RP6-42F4.1",350.442734998438,TRUE
"ENSG00000214013.5","GANC",350.247502922875,TRUE
"ENSG00000169609.9","C15orf40",350.118315665002,TRUE
"ENSG00000162972.6","C2orf47",350.022959297156,TRUE
"ENSG00000173145.7","NOC3L",349.865980993752,TRUE
"ENSG00000088305.14","DNMT3B",349.683945271972,TRUE
"ENSG00000225792.1","AC004540.4",349.391984008765,TRUE
"ENSG00000188818.8","ZDHHC11",349.388202029157,TRUE
"ENSG00000135205.10","CCDC146",349.352701400308,TRUE
"ENSG00000187260.11","WDR86",349.037931017145,TRUE
"ENSG00000088298.8","EDEM2",349.009417686727,TRUE
"ENSG00000141873.6","SLC39A3",348.731725983322,TRUE
"ENSG00000111196.5","MAGOHB",348.56781802144,TRUE
"ENSG00000197584.7","KCNMB2",348.475159244073,TRUE
"ENSG00000167962.8","ZNF598",348.436749677796,TRUE
"ENSG00000110148.5","CCKBR",347.879819004647,TRUE
"ENSG00000138030.8","KHK",347.687028182562,TRUE
"ENSG00000123908.7","AGO2",347.64718261926,TRUE
"ENSG00000181656.6","GPR88",347.367619726341,TRUE
"ENSG00000120539.10","MASTL",347.3329099177,TRUE
"ENSG00000123179.9","EBPL",347.197926885065,TRUE
"ENSG00000224223.1","GS1-18A18.1",347.139478799088,TRUE
"ENSG00000225791.2","TRAM2-AS1",347.054415689678,TRUE
"ENSG00000115289.8","PCGF1",347.016160592997,TRUE
"ENSG00000149554.8","CHEK1",346.911400898952,TRUE
"ENSG00000144559.6","TAMM41",346.498842255541,TRUE
"ENSG00000251192.3","ZNF674",346.489820519843,TRUE
"ENSG00000132570.10","PCBD2",346.372386147091,TRUE
"ENSG00000144749.9","LRIG1",346.053241367263,TRUE
"ENSG00000145685.9","LHFPL2",346.042019439269,TRUE
"ENSG00000180628.10","PCGF5",346.010580166864,TRUE
"ENSG00000239789.1","MRPS17",345.969974761289,TRUE
"ENSG00000165475.9","CRYL1",345.803423943363,TRUE
"ENSG00000005882.7","PDK2",345.667856553417,TRUE
"ENSG00000168056.10","LTBP3",345.45215568106,TRUE
"ENSG00000160783.15","PMF1",345.447559915876,TRUE
"ENSG00000132005.4","RFX1",345.361525220808,TRUE
"ENSG00000173214.5","KIAA1919",345.359199955872,TRUE
"ENSG00000235447.2","RP1-279N11.1",345.211357243554,TRUE
"ENSG00000106804.6","C5",345.182698641832,TRUE
"ENSG00000105792.15","C7orf63",345.130101211798,TRUE
"ENSG00000136463.7","TACO1",344.950735349402,TRUE
"ENSG00000005189.15","AC004381.6",344.761776399797,TRUE
"ENSG00000226029.1","RP4-798A10.2",344.734644976505,TRUE
"ENSG00000141012.8","GALNS",344.616498986767,TRUE
"ENSG00000124641.10","MED20",344.570030480474,TRUE
"ENSG00000088340.11","FER1L4",344.549243169408,TRUE
"ENSG00000145331.9","TRMT10A",344.510946253123,TRUE
"ENSG00000246695.3","RASSF8-AS1",344.449734764319,TRUE
"ENSG00000143353.7","LYPLAL1",344.298522749672,TRUE
"ENSG00000176273.10","SLC35G1",344.277556723706,TRUE
"ENSG00000012171.13","SEMA3B",344.164714537837,TRUE
"ENSG00000186231.12","KLHL32",343.957065968705,TRUE
"ENSG00000185753.8","CXorf38",343.829150538461,TRUE
"ENSG00000154035.6","C17orf103",343.797880078167,TRUE
"ENSG00000060642.6","PIGV",343.790444400289,TRUE
"ENSG00000101220.13","C20orf27",343.483677284402,TRUE
"ENSG00000067113.12","PPAP2A",343.339633032497,TRUE
"ENSG00000143633.8","C1orf131",343.30054286237,TRUE
"ENSG00000013583.4","HEBP1",343.178128143382,TRUE
"ENSG00000183114.6","FAM43B",343.015634630315,TRUE
"ENSG00000224165.1","DNAJC27-AS1",343.006431486062,TRUE
"ENSG00000178445.8","GLDC",342.890401576283,TRUE
"ENSG00000262246.1","CORO7",342.213642266966,TRUE
"ENSG00000173705.4","SUSD5",341.971967565828,TRUE
"ENSG00000185532.10","PRKG1",341.898660946106,TRUE
"ENSG00000169981.6","ZNF35",341.771510233568,TRUE
"ENSG00000223482.3","NUTM2A-AS1",341.728544265541,TRUE
"ENSG00000010072.11","SPRTN",341.635555161532,TRUE
"ENSG00000198331.6","HYLS1",341.595943043931,TRUE
"ENSG00000104774.8","MAN2B1",341.553321165799,TRUE
"ENSG00000102098.13","SCML2",341.189380514878,TRUE
"ENSG00000178718.5","RPP25",341.011302205139,TRUE
"ENSG00000179796.7","LRRC3B",340.996443923387,TRUE
"ENSG00000113645.9","WWC1",340.976963192538,TRUE
"ENSG00000164574.11","GALNT10",340.844010238718,TRUE
"ENSG00000156017.8","C9orf41",340.776262045249,TRUE
"ENSG00000162385.6","MAGOH",340.762576827631,TRUE
"ENSG00000173221.9","GLRX",340.556228500678,TRUE
"ENSG00000134901.8","KDELC1",340.542814606976,TRUE
"ENSG00000186230.6","ZNF749",340.49651229154,TRUE
"ENSG00000174307.5","PHLDA3",340.452141049047,TRUE
"ENSG00000157890.13","MEGF11",339.88319517906,TRUE
"ENSG00000267750.1","AC003102.3",339.639003353131,TRUE
"ENSG00000141569.6","TRIM65",339.131784883428,TRUE
"ENSG00000162910.14","MRPL55",339.114569798107,TRUE
"ENSG00000157219.3","HTR5A",338.766984329316,TRUE
"ENSG00000006116.3","CACNG3",338.756554954982,TRUE
"ENSG00000122025.10","FLT3",338.745888265658,TRUE
"ENSG00000126583.6","PRKCG",338.660135270516,TRUE
"ENSG00000254682.1","RP11-660L16.2",338.480741648008,TRUE
"ENSG00000249471.3","ZNF324B",338.204611338099,TRUE
"ENSG00000099624.3","ATP5D",338.203773961285,TRUE
"ENSG00000120370.8","GORAB",337.86322480954,TRUE
"ENSG00000104047.10","DTWD1",337.642728989086,TRUE
"ENSG00000166529.10","ZSCAN21",337.486883222854,TRUE
"ENSG00000183688.4","FAM101B",337.408006309971,TRUE
"ENSG00000117242.7","PINK1-AS",337.20567581682,TRUE
"ENSG00000042286.10","AIFM2",337.176975273506,TRUE
"ENSG00000136518.12","ACTL6A",337.065040074472,TRUE
"ENSG00000159259.7","CHAF1B",336.970030575739,TRUE
"ENSG00000126106.9","TMEM53",336.815286301329,TRUE
"ENSG00000141499.12","WRAP53",336.790869619753,TRUE
"ENSG00000155729.8","KCTD18",336.776534568891,TRUE
"ENSG00000170634.8","ACYP2",336.640981290865,TRUE
"ENSG00000198520.6","C1orf228",336.605848558744,TRUE
"ENSG00000182325.6","FBXL6",336.340136041841,TRUE
"ENSG00000160888.6","IER2",335.895497200309,TRUE
"ENSG00000007080.6","CCDC124",335.862478751393,TRUE
"ENSG00000204438.6","GPANK1",335.781232376634,TRUE
"ENSG00000159167.7","STC1",335.65810684659,TRUE
"ENSG00000166016.4","ABTB2",335.576784607182,TRUE
"ENSG00000157429.11","ZNF19",335.421685145501,TRUE
"ENSG00000167995.11","BEST1",335.39255033741,TRUE
"ENSG00000066322.8","ELOVL1",335.205320798313,TRUE
"ENSG00000228274.3","RP3-508I15.9",335.193637076858,TRUE
"ENSG00000101624.6","CEP76",335.0768827928,TRUE
"ENSG00000198746.8","GPATCH3",334.613676188215,TRUE
"ENSG00000184005.9","ST6GALNAC3",334.60092830133,TRUE
"ENSG00000196074.8","SYCP2",334.508667634704,TRUE
"ENSG00000164237.4","CMBL",334.471683038049,TRUE
"ENSG00000187626.7","ZKSCAN4",334.364811039287,TRUE
"ENSG00000184208.10","C22orf46",333.93112985352,TRUE
"ENSG00000259877.1","RP11-46C24.7",333.873646148513,TRUE
"ENSG00000162836.7","ACP6",333.643748838902,TRUE
"ENSG00000271614.1","LINC00936",333.637972298188,TRUE
"ENSG00000177917.6","ARL6IP6",333.207250644672,TRUE
"ENSG00000102287.12","GABRE",333.156047154422,TRUE
"ENSG00000082512.10","TRAF5",332.987861098445,TRUE
"ENSG00000260563.2","RP13-516M14.1",332.946197415057,TRUE
"ENSG00000159885.9","ZNF222",332.791309572205,TRUE
"ENSG00000175093.4","SPSB4",332.695012630769,TRUE
"ENSG00000174628.12","IQCK",332.561394842996,TRUE
"ENSG00000268575.1","RP1-283E3.8",332.480143294746,TRUE
"ENSG00000166444.13","ST5",332.399876122415,TRUE
"ENSG00000043143.16","PHF15",332.363205942976,TRUE
"ENSG00000082196.16","C1QTNF3",332.353716759808,TRUE
"ENSG00000197020.6","ZNF100",332.314498219686,TRUE
"ENSG00000269343.2","ZNF587B",332.105966103778,TRUE
"ENSG00000108784.5","NAGLU",332.079624042656,TRUE
"ENSG00000117676.9","RPS6KA1",331.932782551158,TRUE
"ENSG00000072182.8","ASIC4",331.527622135634,TRUE
"ENSG00000010626.10","LRRC23",330.87157013146,TRUE
"ENSG00000168071.17","CCDC88B",330.773939551608,TRUE
"ENSG00000185112.4","FAM43A",330.644381558546,TRUE
"ENSG00000037241.3","RPL26L1",330.573987120339,TRUE
"ENSG00000226210.3","ABC7-42389800N19.1",330.229507095069,TRUE
"ENSG00000129347.15","KRI1",330.124213211646,TRUE
"ENSG00000213799.6","ZNF845",329.934802078675,TRUE
"ENSG00000100246.8","DNAL4",329.910295545662,TRUE
"ENSG00000177234.5","C10orf85",329.666107221408,TRUE
"ENSG00000168393.8","DTYMK",329.659253738608,TRUE
"ENSG00000150594.5","ADRA2A",329.57000346422,TRUE
"ENSG00000186275.7","NBPF12",329.383225146301,TRUE
"ENSG00000144040.8","SFXN5",329.343891781105,TRUE
"ENSG00000168487.13","BMP1",329.221584577898,TRUE
"ENSG00000225968.4","ELFN1",329.207475968648,TRUE
"ENSG00000135951.10","TSGA10",329.110403764795,TRUE
"ENSG00000185730.3","ZNF696",328.966652269356,TRUE
"ENSG00000133119.8","RFC3",328.960153678098,TRUE
"ENSG00000267454.1","ZNF582-AS1",328.837839213772,TRUE
"ENSG00000166342.14","NETO1",328.78600760386,TRUE
"ENSG00000176422.10","SPRYD4",328.752322293179,TRUE
"ENSG00000113119.8","TMCO6",328.743155828559,TRUE
"ENSG00000204428.8","LY6G5C",328.68237474521,TRUE
"ENSG00000142920.12","ADC",328.649913718055,TRUE
"ENSG00000148200.12","NR6A1",328.533343282583,TRUE
"ENSG00000116819.6","TFAP2E",328.403817058434,TRUE
"ENSG00000117280.8","RAB7L1",328.372610672636,TRUE
"ENSG00000164591.9","MYOZ3",328.093532974324,TRUE
"ENSG00000132768.9","DPH2",327.956566780222,TRUE
"ENSG00000228623.2","ZNF883",327.953268886748,TRUE
"ENSG00000008086.6","CDKL5",327.847364911912,TRUE
"ENSG00000185085.2","INTS5",327.766293161073,TRUE
"ENSG00000101773.12","RBBP8",327.747609423383,TRUE
"ENSG00000165121.10","RP11-213G2.3",327.524265070525,TRUE
"ENSG00000206190.7","ATP10A",327.440861043857,TRUE
"ENSG00000196352.9","CD55",327.301149293752,TRUE
"ENSG00000174799.6","CEP135",327.034961218495,TRUE
"ENSG00000099810.14","MTAP",327.019162752021,TRUE
"ENSG00000248596.2","RP11-844P9.2",326.91076722266,TRUE
"ENSG00000106341.6","PPP1R17",326.821326851991,TRUE
"ENSG00000105364.9","MRPL4",326.558497441089,TRUE
"ENSG00000130731.11","C16orf13",326.256020491083,TRUE
"ENSG00000185345.14","PARK2",326.241768214696,TRUE
"ENSG00000174145.7","KIAA1239",326.135585315858,TRUE
"ENSG00000173258.8","ZNF483",326.071711680283,TRUE
"ENSG00000145241.6","CENPC",325.829913487452,TRUE
"ENSG00000170191.4","NANP",325.771494968112,TRUE
"ENSG00000254528.3","RP11-728F11.4",325.746417670219,TRUE
"ENSG00000095777.10","MYO3A",325.502186392805,TRUE
"ENSG00000132938.14","MTUS2",325.460585257402,TRUE
"ENSG00000251247.5","ZNF345",325.220089558595,TRUE
"ENSG00000149591.12","TAGLN",325.135055365623,TRUE
"ENSG00000106066.9","CPVL",325.100757854603,TRUE
"ENSG00000176274.6","SLC25A53",324.633865518367,TRUE
"ENSG00000120519.10","SLC10A7",324.614117804832,TRUE
"ENSG00000261292.1","RP11-389G6.3",324.604028724962,TRUE
"ENSG00000090539.11","CHRD",324.520733745493,TRUE
"ENSG00000197863.4","ZNF790",324.438299817254,TRUE
"ENSG00000261254.1","RP4-714D9.5",324.414846118921,TRUE
"ENSG00000124171.4","PARD6B",324.347328999016,TRUE
"ENSG00000138639.13","ARHGAP24",324.131461986107,TRUE
"ENSG00000233251.3","AC007743.1",323.928503986503,TRUE
"ENSG00000164330.12","EBF1",323.752945703582,TRUE
"ENSG00000169519.15","METTL15",323.679291185244,TRUE
"ENSG00000176410.7","DNAJC30",323.55773759601,TRUE
"ENSG00000186007.5","LEMD1",323.548762437701,TRUE
"ENSG00000157927.12","RADIL",323.428547704653,TRUE
"ENSG00000137252.5","HCRTR2",323.402744014887,TRUE
"ENSG00000160781.11","PAQR6",323.389433831807,TRUE
"ENSG00000182810.5","DDX28",323.284860034051,TRUE
"ENSG00000175764.10","TTLL11",323.284435296624,TRUE
"ENSG00000167397.10","VKORC1",323.183414291452,TRUE
"ENSG00000241343.5","RPL36A",323.092404525375,TRUE
"ENSG00000188493.10","C19orf54",323.00070183649,TRUE
"ENSG00000168556.5","ING2",322.965020496346,TRUE
"ENSG00000091127.9","PUS7",322.873446994575,TRUE
"ENSG00000198721.8","ECI2",322.437902330949,TRUE
"ENSG00000215375.2","MYL5",322.396220059386,TRUE
"ENSG00000006757.7","PNPLA4",322.325261017548,TRUE
"ENSG00000109458.4","GAB1",322.229852618393,TRUE
"ENSG00000104899.4","AMH",322.118307970597,TRUE
"ENSG00000171827.6","ZNF570",321.676620020906,TRUE
"ENSG00000054803.3","CBLN4",321.664017883488,TRUE
"ENSG00000083844.6","ZNF264",321.47467004102,TRUE
"ENSG00000100441.5","KHNYN",321.400236801639,TRUE
"ENSG00000112210.7","RAB23",321.369104376704,TRUE
"ENSG00000142327.7","RNPEPL1",321.017785544982,TRUE
"ENSG00000109861.11","CTSC",320.937261605413,TRUE
"ENSG00000163521.11","GLB1L",320.893174336539,TRUE
"ENSG00000139160.9","METTL20",320.856323351844,TRUE
"ENSG00000138722.5","MMRN1",320.816217069331,TRUE
"ENSG00000142102.11","ATHL1",320.809528979934,TRUE
"ENSG00000210184.1","MT-TS2",320.628176633594,TRUE
"ENSG00000132603.9","NIP7",320.400575235905,TRUE
"ENSG00000162775.10","RBM15",319.892504411484,TRUE
"ENSG00000184216.7","IRAK1",319.620485942204,TRUE
"ENSG00000270170.1","NCBP2-AS2",319.592096630177,TRUE
"ENSG00000261221.1","ZNF865",319.566584841632,TRUE
"ENSG00000169371.9","SNUPN",319.468880615354,TRUE
"ENSG00000103174.7","NAGPA",319.395233193617,TRUE
"ENSG00000234684.2","SDCBP2-AS1",319.377374318695,TRUE
"ENSG00000133027.13","PEMT",319.371655154886,TRUE
"ENSG00000167578.12","RAB4B",319.368898103598,TRUE
"ENSG00000181873.8","IBA57",319.336303862115,TRUE
"ENSG00000115350.7","POLE4",319.248233248412,TRUE
"ENSG00000185100.6","ADSSL1",319.149443285713,TRUE
"ENSG00000030419.12","IKZF2",319.124729374835,TRUE
"ENSG00000054611.9","TBC1D22A",319.116835586959,TRUE
"ENSG00000112033.9","PPARD",319.084657048439,TRUE
"ENSG00000256294.3","ZNF225",319.069874338959,TRUE
"ENSG00000107554.11","DNMBP",319.033191180334,TRUE
"ENSG00000070423.13","RNF126",319.028440383406,TRUE
"ENSG00000132423.6","COQ3",318.999215099436,TRUE
"ENSG00000115539.9","PDCL3",318.865711686102,TRUE
"ENSG00000144741.13","SLC25A26",318.816223753163,TRUE
"ENSG00000165698.11","C9orf9",318.623579331045,TRUE
"ENSG00000181215.8","C4orf50",318.56293048273,TRUE
"ENSG00000162623.11","TYW3",318.535422427305,TRUE
"ENSG00000140263.9","SORD",318.254783156097,TRUE
"ENSG00000137962.8","ARHGAP29",318.182481549629,TRUE
"ENSG00000163312.6","HELQ",318.021945333585,TRUE
"ENSG00000015532.5","XYLT2",317.914709171863,TRUE
"ENSG00000254470.2","AP5B1",317.907118455965,TRUE
"ENSG00000160051.7","IQCC",317.905143861243,TRUE
"ENSG00000159263.11","SIM2",317.903517628126,TRUE
"ENSG00000102218.5","RP2",317.864683116396,TRUE
"ENSG00000134326.7","CMPK2",317.729440529139,TRUE
"ENSG00000137413.11","TAF8",317.692763957418,TRUE
"ENSG00000152348.11","ATG10",317.536398220623,TRUE
"ENSG00000169228.9","RAB24",317.348439835998,TRUE
"ENSG00000187860.6","CCDC157",317.340646714671,TRUE
"ENSG00000047648.17","ARHGAP6",317.197771996642,TRUE
"ENSG00000186446.7","ZNF501",317.180921912333,TRUE
"ENSG00000157184.5","CPT2",317.008043425054,TRUE
"ENSG00000130032.11","PRRG3",316.985641392788,TRUE
"ENSG00000100439.6","ABHD4",316.830269552495,TRUE
"ENSG00000135245.9","HILPDA",316.527410484347,TRUE
"ENSG00000180198.11","RCC1",316.433386867642,TRUE
"ENSG00000108733.5","PEX12",316.410156411933,TRUE
"ENSG00000143032.7","BARHL2",316.356873897996,TRUE
"ENSG00000177519.3","RPRM",316.146550836833,TRUE
"ENSG00000011198.3","ABHD5",316.122739287621,TRUE
"ENSG00000179630.6","LACC1",316.081505369474,TRUE
"ENSG00000156232.6","WHAMM",316.030631550443,TRUE
"ENSG00000109881.12","CCDC34",315.793865641097,TRUE
"ENSG00000177272.7","KCNA3",315.745608797566,TRUE
"ENSG00000197892.8","KIF13B",315.631397548929,TRUE
"ENSG00000258839.2","MC1R",315.550659974182,TRUE
"ENSG00000174917.4","C19orf70",315.487038136113,TRUE
"ENSG00000068831.14","RASGRP2",315.422634384383,TRUE
"ENSG00000164818.11","HEATR2",315.001148852007,TRUE
"ENSG00000184564.8","SLITRK6",314.821323617733,TRUE
"ENSG00000138744.10","NAAA",314.798303750091,TRUE
"ENSG00000132122.7","SPATA6",314.691969588158,TRUE
"ENSG00000161265.10","U2AF1L4",314.675940614211,TRUE
"ENSG00000203993.3","C9orf37",314.548867506451,TRUE
"ENSG00000197548.8","ATG7",314.498588067527,TRUE
"ENSG00000132825.5","PPP1R3D",314.012283059829,TRUE
"ENSG00000102158.15","MAGT1",313.817781372132,TRUE
"ENSG00000257365.3","FNTB",313.655415966201,TRUE
"ENSG00000196605.3","ZNF846",313.59277383041,TRUE
"ENSG00000135637.9","CCDC142",313.582154557445,TRUE
"ENSG00000115457.5","IGFBP2",313.560404380896,TRUE
"ENSG00000229809.4","ZNF688",313.544478266531,TRUE
"ENSG00000101003.8","GINS1",313.448661007858,TRUE
"ENSG00000261888.1","AC144831.1",313.287680361694,TRUE
"ENSG00000203667.5","COX20",313.251178948484,TRUE
"ENSG00000137193.9","PIM1",313.147334861255,TRUE
"ENSG00000170485.12","NPAS2",313.01276778348,TRUE
"ENSG00000025772.7","TOMM34",313.008025428103,TRUE
"ENSG00000171421.8","MRPL36",312.968488841569,TRUE
"ENSG00000165633.8","VSTM4",312.882354391232,TRUE
"ENSG00000179859.7","AC025335.1",312.256252163287,TRUE
"ENSG00000183011.9","LSMD1",312.212772496813,TRUE
"ENSG00000145781.4","COMMD10",312.127817329399,TRUE
"ENSG00000149782.7","PLCB3",312.071529634546,TRUE
"ENSG00000141905.13","NFIC",311.799629871174,TRUE
"ENSG00000083828.11","ZNF586",311.76993529388,TRUE
"ENSG00000233006.2","AC034220.3",311.763298298737,TRUE
"ENSG00000180979.5","LRRC57",311.556045675853,TRUE
"ENSG00000166797.6","FAM96A",311.438584923125,TRUE
"ENSG00000124104.14","SNX21",311.420299075678,TRUE
"ENSG00000186889.5","TMEM17",311.410166013781,TRUE
"ENSG00000182255.6","KCNA4",311.398364645969,TRUE
"ENSG00000230844.2","ZNF674-AS1",311.382793515656,TRUE
"ENSG00000176476.4","CCDC101",311.357544680252,TRUE
"ENSG00000186153.12","WWOX",311.249284140744,TRUE
"ENSG00000139174.6","PRICKLE1",311.209365517326,TRUE
"ENSG00000183662.6","FAM19A1",311.020838848777,TRUE
"ENSG00000101574.10","METTL4",311.003163448451,TRUE
"ENSG00000087299.7","L2HGDH",310.93413612716,TRUE
"ENSG00000133619.13","KRBA1",310.929190187903,TRUE
"ENSG00000164088.13","PPM1M",310.777593787352,TRUE
"ENSG00000173894.6","CBX2",310.707075427806,TRUE
"ENSG00000213337.4","ANKRD39",310.546778699974,TRUE
"ENSG00000185519.8","FAM131C",310.27274806985,TRUE
"ENSG00000107020.5","PLGRKT",310.199270892429,TRUE
"ENSG00000131931.4","THAP1",309.837916475373,TRUE
"ENSG00000214870.4","AC004540.5",309.612114292596,TRUE
"ENSG00000170631.10","ZNF16",309.565431683993,TRUE
"ENSG00000133256.8","PDE6B",309.536113800172,TRUE
"ENSG00000093010.7","COMT",309.487507105425,TRUE
"ENSG00000162851.6","TFB2M",309.038930875117,TRUE
"ENSG00000176994.9","SMCR8",308.943997545346,TRUE
"ENSG00000177842.7","ZNF620",308.892778320059,TRUE
"ENSG00000184185.5","KCNJ12",308.816804306478,TRUE
"ENSG00000186088.11","GSAP",308.650852926724,TRUE
"ENSG00000165312.5","OTUD1",308.524235345495,TRUE
"ENSG00000214300.6","SPDYE3",307.984725561753,TRUE
"ENSG00000267106.1","C19orf82",307.829130616359,TRUE
"ENSG00000160117.10","ANKLE1",307.735564645237,TRUE
"ENSG00000106714.13","CNTNAP3",307.73410201745,TRUE
"ENSG00000112208.10","BAG2",307.505992866144,TRUE
"ENSG00000083457.7","ITGAE",307.480468653699,TRUE
"ENSG00000018625.10","ATP1A2",307.460804949325,TRUE
"ENSG00000227184.3","EPPK1",307.443373434432,TRUE
"ENSG00000105732.9","ZNF574",307.434389347984,TRUE
"ENSG00000008382.11","MPND",307.17566802184,TRUE
"ENSG00000185453.8","C19orf68",307.132633020507,TRUE
"ENSG00000163376.7","KBTBD8",307.063186379561,TRUE
"ENSG00000124243.13","BCAS4",307.059579290273,TRUE
"ENSG00000151812.10","SLC35F4",306.741676462131,TRUE
"ENSG00000131470.10","PSMC3IP",306.730736523057,TRUE
"ENSG00000204498.6","NFKBIL1",306.655401219185,TRUE
"ENSG00000178301.3","AQP11",306.516069735275,TRUE
"ENSG00000034152.14","MAP2K3",306.492781954677,TRUE
"ENSG00000164051.9","CCDC51",306.384158862093,TRUE
"ENSG00000119508.13","NR4A3",305.950902013347,TRUE
"ENSG00000135537.12","LACE1",305.878257085947,TRUE
"ENSG00000056487.11","PHF21B",305.636683694917,TRUE
"ENSG00000165115.10","KIF27",305.534619855633,TRUE
"ENSG00000163251.3","FZD5",305.330774649501,TRUE
"ENSG00000258768.2","CTD-2292M16.8",305.158051252386,TRUE
"ENSG00000116885.14","OSCP1",304.635188028589,TRUE
"ENSG00000223572.5","CKMT1A",304.617479880821,TRUE
"ENSG00000141971.8","MVB12A",304.547728841854,TRUE
"ENSG00000242612.2","DECR2",304.488743605757,TRUE
"ENSG00000187792.3","ZNF70",304.423030768901,TRUE
"ENSG00000077463.10","SIRT6",304.198187193277,TRUE
"ENSG00000153404.9","PLEKHG4B",304.192896342018,TRUE
"ENSG00000178202.8","KDELC2",304.13935199439,TRUE
"ENSG00000104863.7","LIN7B",304.065484545108,TRUE
"ENSG00000177595.13","PIDD",303.898150092724,TRUE
"ENSG00000110200.4","ANAPC15",303.831873369977,TRUE
"ENSG00000250486.2","FAM218A",303.831120696792,TRUE
"ENSG00000139131.8","YARS2",303.669224511018,TRUE
"ENSG00000109771.11","LRP2BP",303.433891155769,TRUE
"ENSG00000172725.9","CORO1B",303.423164287044,TRUE
"ENSG00000169379.11","ARL13B",303.34421368215,TRUE
"ENSG00000197776.3","KLHDC1",303.302887374902,TRUE
"ENSG00000121897.9","LIAS",303.271323267773,TRUE
"ENSG00000142046.10","TMEM91",303.248280379952,TRUE
"ENSG00000113555.4","PCDH12",303.111057535965,TRUE
"ENSG00000235859.4","AC006978.6",302.950141465991,TRUE
"ENSG00000119514.5","GALNT12",302.917321093068,TRUE
"ENSG00000260931.1","RP11-65L3.1",302.856843956144,TRUE
"ENSG00000267470.1","ZNF571-AS1",302.590693288513,TRUE
"ENSG00000011083.4","SLC6A7",302.505645926538,TRUE
"ENSG00000168152.8","THAP9",302.365902090356,TRUE
"ENSG00000203666.8","EFCAB2",302.282038529958,TRUE
"ENSG00000125753.9","VASP",302.206978493765,TRUE
"ENSG00000185633.6","NDUFA4L2",302.161714294835,TRUE
"ENSG00000164306.6","PRIMPOL",302.109972161442,TRUE
"ENSG00000185379.16","RAD51D",301.969844121018,TRUE
"ENSG00000161960.10","EIF4A1",301.590283544419,TRUE
"ENSG00000168528.7","SERINC2",301.490579557185,TRUE
"ENSG00000214050.3","FBXO16",301.42384756134,TRUE
"ENSG00000213839.4","RP11-3J10.4",301.412811499286,TRUE
"ENSG00000088325.11","TPX2",301.308105606334,TRUE
"ENSG00000243477.1","NAT6",301.251880078,TRUE
"ENSG00000145723.12","GIN1",301.175875845318,TRUE
"ENSG00000188316.9","ENO4",300.961345493813,TRUE
"ENSG00000170089.11","RP11-423H2.1",300.910222732713,TRUE
