"gene_id","symbol","mean_normalized_count","selected"
"ENSG00000180771.10","SRSF8",1494.42819249276,TRUE
"ENSG00000197024.4","ZNF398",1494.14735082954,TRUE
"ENSG00000173511.5","VEGFB",1493.29349757994,TRUE
"ENSG00000157014.6","TATDN2",1493.05995174673,TRUE
"ENSG00000155660.6","PDIA4",1492.06527583075,TRUE
"ENSG00000173715.11","C11orf80",1491.92417345785,TRUE
"ENSG00000196655.5","TRAPPC4",1491.61147823478,TRUE
"ENSG00000158109.10","TPRG1L",1491.22565440401,TRUE
"ENSG00000122591.7","FAM126A",1490.16570137391,TRUE
"ENSG00000136868.9","SLC31A1",1490.14819228578,TRUE
"ENSG00000059728.6","MXD1",1489.60584266374,TRUE
"ENSG00000118454.8","ANKRD13C",1488.75065863579,TRUE
"ENSG00000038358.10","EDC4",1488.42810205572,TRUE
"ENSG00000260006.1","RP11-469M7.1",1488.38518155654,TRUE
"ENSG00000153113.19","CAST",1487.91189709638,TRUE
"ENSG00000100151.11","PICK1",1487.34950429372,TRUE
"ENSG00000164366.3","CCDC127",1487.315012655,TRUE
"ENSG00000022355.10","GABRA1",1486.72961769501,TRUE
"ENSG00000184983.5","NDUFA6",1486.67892246687,TRUE
"ENSG00000185800.7","DMWD",1486.17048383688,TRUE
"ENSG00000166889.13","PATL1",1486.16278363487,TRUE
"ENSG00000245910.4","SNHG6",1485.98561166753,TRUE
"ENSG00000168014.12","C2CD3",1485.18325017568,TRUE
"ENSG00000136237.14","RAPGEF5",1485.06813068132,TRUE
"ENSG00000137824.11","RMDN3",1484.96158679356,TRUE
"ENSG00000006712.10","PAF1",1484.82263701149,TRUE
"ENSG00000137509.6","PRCP",1484.52415620211,TRUE
"ENSG00000105835.7","NAMPT",1484.2577372303,TRUE
"ENSG00000118363.7","SPCS2",1484.21994312493,TRUE
"ENSG00000006047.8","YBX2",1484.00420819398,TRUE
"ENSG00000136044.7","APPL2",1483.71539166476,TRUE
"ENSG00000124333.10","VAMP7",1483.52140718175,TRUE
"ENSG00000080802.14","CNOT4",1483.516884808,TRUE
"ENSG00000176809.6","LRRC37A3",1483.31143822315,TRUE
"ENSG00000171302.12","CANT1",1482.30571052879,TRUE
"ENSG00000116285.8","ERRFI1",1482.08749690914,TRUE
"ENSG00000204568.7","MRPS18B",1482.01028705925,TRUE
"ENSG00000087302.4","C14orf166",1481.74116388119,TRUE
"ENSG00000118246.9","FASTKD2",1481.51393181167,TRUE
"ENSG00000144935.10","TRPC1",1481.36576140992,TRUE
"ENSG00000164024.7","METAP1",1481.32698625494,TRUE
"ENSG00000042429.6","MED17",1480.99210056343,TRUE
"ENSG00000063978.11","RNF4",1480.9890411798,TRUE
"ENSG00000091009.6","RBM27",1480.79241205097,TRUE
"ENSG00000162188.5","GNG3",1479.76144405511,TRUE
"ENSG00000178235.6","SLITRK1",1479.42011412263,TRUE
"ENSG00000162702.7","ZNF281",1478.98886194112,TRUE
"ENSG00000187735.8","TCEA1",1478.68360155007,TRUE
"ENSG00000213722.4","DDAH2",1478.54790391101,TRUE
"ENSG00000185163.5","DDX51",1478.3216244218,TRUE
"ENSG00000175073.7","VCPIP1",1478.18924702654,TRUE
"ENSG00000143889.11","HNRNPLL",1477.98095946349,TRUE
"ENSG00000197296.5","FITM2",1477.93999769042,TRUE
"ENSG00000185009.8","AP3M1",1477.84588828438,TRUE
"ENSG00000185359.8","HGS",1477.73541293493,TRUE
"ENSG00000065183.11","WDR3",1476.76591487945,TRUE
"ENSG00000188343.8","FAM92A1",1476.59232366238,TRUE
"ENSG00000128908.11","INO80",1475.91472839906,TRUE
"ENSG00000142082.10","SIRT3",1475.85539620323,TRUE
"ENSG00000119661.10","DNAL1",1475.76652464357,TRUE
"ENSG00000169131.6","ZNF354A",1475.36071995501,TRUE
"ENSG00000177030.12","DEAF1",1475.13924454867,TRUE
"ENSG00000138769.6","CDKL2",1474.89234924015,TRUE
"ENSG00000083937.4","CHMP2B",1474.5541895862,TRUE
"ENSG00000119446.9","RBM18",1474.27368051349,TRUE
"ENSG00000146966.8","DENND2A",1474.11072772053,TRUE
"ENSG00000176593.3","CTD-2368P22.1",1473.75856740402,TRUE
"ENSG00000132510.6","KDM6B",1473.65454145143,TRUE
"ENSG00000106415.8","GLCCI1",1473.2128169568,TRUE
"ENSG00000177990.7","DPY19L2",1473.01696470183,TRUE
"ENSG00000144161.8","ZC3H8",1472.83941874193,TRUE
"ENSG00000094914.8","AAAS",1472.6373435466,TRUE
"ENSG00000158796.12","DEDD",1472.52727215234,TRUE
"ENSG00000156709.9","AIFM1",1472.46719615162,TRUE
"ENSG00000124191.13","TOX2",1472.38847463347,TRUE
"ENSG00000005302.13","MSL3",1471.5701353689,TRUE
"ENSG00000118762.3","PKD2",1471.47022896068,TRUE
"ENSG00000105176.13","URI1",1471.41924395147,TRUE
"ENSG00000144524.13","COPS7B",1470.98725675322,TRUE
"ENSG00000173821.15","RNF213",1470.93416092471,TRUE
"ENSG00000185418.11","TARSL2",1470.8182130458,TRUE
"ENSG00000003056.3","M6PR",1470.47698941849,TRUE
"ENSG00000116584.13","ARHGEF2",1470.12190584407,TRUE
"ENSG00000143164.11","DCAF6",1470.04195721223,TRUE
"ENSG00000156395.8","SORCS3",1469.75285608,TRUE
"ENSG00000159128.10","IFNGR2",1469.07964294677,TRUE
"ENSG00000173517.6","PEAK1",1469.01533685736,TRUE
"ENSG00000100023.13","PPIL2",1468.89724100592,TRUE
"ENSG00000177125.5","ZBTB34",1468.4427514081,TRUE
"ENSG00000172766.14","NAA16",1468.23289536972,TRUE
"ENSG00000072401.10","UBE2D1",1468.02985300165,TRUE
"ENSG00000224660.1","SH3BP5-AS1",1467.09617092326,TRUE
"ENSG00000164073.5","MFSD8",1466.9384788379,TRUE
"ENSG00000125351.6","UPF3B",1466.77216008093,TRUE
"ENSG00000013619.9","MAMLD1",1466.42082354573,TRUE
"ENSG00000163684.7","RPP14",1465.93125473129,TRUE
"ENSG00000187240.9","DYNC2H1",1465.92619734735,TRUE
"ENSG00000138942.11","RNF185",1465.90135617725,TRUE
"ENSG00000028310.13","BRD9",1465.78492728557,TRUE
"ENSG00000157538.9","DSCR3",1465.63377292881,TRUE
"ENSG00000181915.3","ADO",1465.56430625453,TRUE
"ENSG00000167220.7","HDHD2",1465.44773843634,TRUE
"ENSG00000113456.14","RAD1",1465.33167922485,TRUE
"ENSG00000176542.5","KIAA2018",1465.09985905187,TRUE
"ENSG00000100359.16","SGSM3",1464.26657845266,TRUE
"ENSG00000139132.10","FGD4",1463.82014311492,TRUE
"ENSG00000131116.7","ZNF428",1463.64304857606,TRUE
"ENSG00000038532.10","CLEC16A",1463.57944543935,TRUE
"ENSG00000143256.4","PFDN2",1463.1673079126,TRUE
"ENSG00000106299.7","WASL",1462.69390355924,TRUE
"ENSG00000196652.7","ZKSCAN5",1462.18951730853,TRUE
"ENSG00000126524.5","SBDS",1461.66619703839,TRUE
"ENSG00000187257.10","RSBN1L",1460.81225738833,TRUE
"ENSG00000131626.11","PPFIA1",1460.71809190982,TRUE
"ENSG00000196642.11","RABL6",1460.02027186868,TRUE
"ENSG00000142751.10","GPN2",1459.98707982357,TRUE
"ENSG00000257267.1","ZNF271",1459.23009849989,TRUE
"ENSG00000204128.5","C2orf72",1459.1674402253,TRUE
"ENSG00000127328.17","RAB3IP",1459.09821794268,TRUE
"ENSG00000099968.13","BCL2L13",1458.96897102443,TRUE
"ENSG00000147601.9","TERF1",1458.96082457461,TRUE
"ENSG00000113391.12","FAM172A",1457.78518405198,TRUE
"ENSG00000177108.5","ZDHHC22",1456.22870370832,TRUE
"ENSG00000170919.11","TPT1-AS1",1455.95153480812,TRUE
"ENSG00000053524.7","MCF2L2",1455.91796766786,TRUE
"ENSG00000154582.12","TCEB1",1455.45929912991,TRUE
"ENSG00000176022.3","B3GALT6",1454.18958504392,TRUE
"ENSG00000121417.9","ZNF211",1453.96380638416,TRUE
"ENSG00000119777.14","TMEM214",1453.63177883225,TRUE
"ENSG00000180672.4","AC007362.1",1453.1976736621,TRUE
"ENSG00000064115.6","TM7SF3",1452.92841569668,TRUE
"ENSG00000151148.9","UBE3B",1452.83598903853,TRUE
"ENSG00000175970.7","UNC119B",1452.25168828454,TRUE
"ENSG00000117751.13","PPP1R8",1451.59590546016,TRUE
"ENSG00000136720.6","HS6ST1",1451.59116127533,TRUE
"ENSG00000137103.12","TMEM8B",1451.40194687674,TRUE
"ENSG00000121274.8","PAPD5",1451.37781725192,TRUE
"ENSG00000036054.8","TBC1D23",1451.20976669764,TRUE
"ENSG00000126216.8","TUBGCP3",1450.89944993889,TRUE
"ENSG00000070761.3","C16orf80",1450.82986078231,TRUE
"ENSG00000151322.14","NPAS3",1450.81246359777,TRUE
"ENSG00000185024.11","BRF1",1450.30996545813,TRUE
"ENSG00000115808.7","STRN",1449.66916235441,TRUE
"ENSG00000105866.9","SP4",1449.60902287305,TRUE
"ENSG00000113658.12","SMAD5",1449.02212550322,TRUE
"ENSG00000165300.6","SLITRK5",1448.23294602493,TRUE
"ENSG00000143819.8","EPHX1",1447.4293255686,TRUE
"ENSG00000130643.4","CALY",1447.15949316096,TRUE
"ENSG00000065600.8","TMEM206",1447.06044367001,TRUE
"ENSG00000114388.8","NPRL2",1446.39205147292,TRUE
"ENSG00000100028.7","SNRPD3",1445.10268072766,TRUE
"ENSG00000136819.10","C9orf78",1445.0620348792,TRUE
"ENSG00000125846.11","ZNF133",1444.60016525691,TRUE
"ENSG00000106536.15","POU6F2",1444.51640110062,TRUE
"ENSG00000108264.12","TADA2A",1444.46028743024,TRUE
"ENSG00000104154.5","SLC30A4",1443.90943688278,TRUE
"ENSG00000102580.10","DNAJC3",1443.83822376942,TRUE
"ENSG00000152208.7","GRID2",1443.50080474336,TRUE
"ENSG00000159248.4","GJD2",1443.24815794205,TRUE
"ENSG00000143013.8","LMO4",1443.0668252057,TRUE
"ENSG00000116260.12","QSOX1",1441.88839692634,TRUE
"ENSG00000205356.5","TECPR1",1441.3728571871,TRUE
"ENSG00000138750.10","NUP54",1440.92001965133,TRUE
"ENSG00000131748.11","STARD3",1440.72513197443,TRUE
"ENSG00000213516.5","RBMXL1",1439.91838974373,TRUE
"ENSG00000151465.9","CDC123",1439.86489930599,TRUE
"ENSG00000152778.7","IFIT5",1439.55187531988,TRUE
"ENSG00000152620.8","NADK2",1439.47906727382,TRUE
"ENSG00000186812.8","ZNF397",1438.59590910718,TRUE
"ENSG00000177156.6","TALDO1",1438.38402273791,TRUE
"ENSG00000167191.7","GPRC5B",1437.93486671128,TRUE
"ENSG00000124226.7","RNF114",1437.41592061948,TRUE
"ENSG00000108578.10","BLMH",1437.34346032575,TRUE
"ENSG00000148399.7","DPH7",1436.95664681226,TRUE
"ENSG00000003249.9","DBNDD1",1436.23992841419,TRUE
"ENSG00000164576.7","SAP30L",1435.3556079269,TRUE
"ENSG00000176945.12","MUC20",1435.23459919434,TRUE
"ENSG00000260966.1","RP11-690D19.3",1433.30954024899,TRUE
"ENSG00000223380.3","SEC22B",1432.83510845554,TRUE
"ENSG00000184271.11","POU6F1",1432.25121155513,TRUE
"ENSG00000213096.5","ZNF254",1432.11847747624,TRUE
"ENSG00000136925.10","TSTD2",1431.4971578507,TRUE
"ENSG00000061938.12","TNK2",1431.46375832356,TRUE
"ENSG00000196663.11","TECPR2",1431.25925259516,TRUE
"ENSG00000163029.11","SMC6",1431.05879119281,TRUE
"ENSG00000139651.9","ZNF740",1430.77527981627,TRUE
"ENSG00000167323.5","STIM1",1430.741444867,TRUE
"ENSG00000188976.6","NOC2L",1430.55523066868,TRUE
"ENSG00000074964.12","ARHGEF10L",1429.90968864271,TRUE
"ENSG00000143554.9","SLC27A3",1429.72950046416,TRUE
"ENSG00000174606.8","ANGEL2",1429.46401823688,TRUE
"ENSG00000107779.7","BMPR1A",1429.40059403348,TRUE
"ENSG00000070814.13","TCOF1",1429.24442488416,TRUE
"ENSG00000164830.13","OXR1",1428.41255376896,TRUE
"ENSG00000101346.7","POFUT1",1427.69838631318,TRUE
"ENSG00000058056.4","USP13",1426.16549968317,TRUE
"ENSG00000005194.10","CIAPIN1",1426.07595454945,TRUE
"ENSG00000170370.10","EMX2",1425.9218897594,TRUE
"ENSG00000148948.3","LRRC4C",1424.63664907002,TRUE
"ENSG00000094880.6","CDC23",1424.33987626366,TRUE
"ENSG00000196670.9","ZFP62",1423.47962441985,TRUE
"ENSG00000166004.10","KIAA1731",1421.30289119495,TRUE
"ENSG00000153786.8","ZDHHC7",1420.89929345083,TRUE
"ENSG00000115486.7","GGCX",1420.64344566422,TRUE
"ENSG00000105726.12","ATP13A1",1420.53620260792,TRUE
"ENSG00000064995.12","TAF11",1420.44918913262,TRUE
"ENSG00000174456.9","C12orf76",1419.21267699765,TRUE
"ENSG00000132975.6","GPR12",1418.71711339448,TRUE
"ENSG00000161682.10","FAM171A2",1418.67140139387,TRUE
"ENSG00000152128.13","TMEM163",1418.53242413562,TRUE
"ENSG00000184634.11","MED12",1418.49226924335,TRUE
"ENSG00000137171.10","KLC4",1418.41551778312,TRUE
"ENSG00000186130.4","ZBTB6",1417.91588884886,TRUE
"ENSG00000124228.10","DDX27",1417.76390744828,TRUE
"ENSG00000130826.11","DKC1",1416.97392800584,TRUE
"ENSG00000021776.6","AQR",1416.88831836581,TRUE
"ENSG00000138592.9","USP8",1416.76278807909,TRUE
"ENSG00000119927.9","GPAM",1416.75932813434,TRUE
"ENSG00000162517.8","PEF1",1416.19217688935,TRUE
"ENSG00000108557.13","RAI1",1416.18532297215,TRUE
"ENSG00000154511.7","FAM69A",1415.67489624936,TRUE
"ENSG00000043093.9","DCUN1D1",1414.39462645313,TRUE
"ENSG00000148700.9","ADD3",1414.00319741499,TRUE
"ENSG00000198373.8","WWP2",1413.96783016326,TRUE
"ENSG00000111832.8","RWDD1",1413.2258077405,TRUE
"ENSG00000050344.8","NFE2L3",1413.20258125439,TRUE
"ENSG00000187535.9","IFT140",1412.78253628918,TRUE
"ENSG00000138594.8","TMOD3",1412.54916814746,TRUE
"ENSG00000166432.10","ZMAT1",1412.35977877822,TRUE
"ENSG00000142892.10","PIGK",1411.92942047554,TRUE
"ENSG00000172687.9","ZNF738",1411.73285935979,TRUE
"ENSG00000132313.10","MRPL35",1411.72873417463,TRUE
"ENSG00000145216.11","FIP1L1",1410.24655151022,TRUE
"ENSG00000212694.4","AC084018.1",1409.94722483662,TRUE
"ENSG00000104885.13","DOT1L",1409.19943020888,TRUE
"ENSG00000211445.7","GPX3",1409.1121026973,TRUE
"ENSG00000119397.12","CNTRL",1409.07731199996,TRUE
"ENSG00000205808.4","PPAPDC2",1408.63626635425,TRUE
"ENSG00000115207.9","GTF3C2",1407.51856101302,TRUE
"ENSG00000090975.8","PITPNM2",1407.11546546651,TRUE
"ENSG00000198521.7","ZNF43",1406.76887940881,TRUE
"ENSG00000100027.10","YPEL1",1406.73069392353,TRUE
"ENSG00000198648.6","STK39",1406.50276934898,TRUE
"ENSG00000119778.10","ATAD2B",1406.43767278452,TRUE
"ENSG00000126934.9","MAP2K2",1406.35014425364,TRUE
"ENSG00000198198.9","SZT2",1405.9157980655,TRUE
"ENSG00000164347.13","GFM2",1405.61012296279,TRUE
"ENSG00000099901.12","RANBP1",1405.31531369137,TRUE
"ENSG00000135390.13","ATP5G2",1405.07525463703,TRUE
"ENSG00000272091.1","RP4-758J24.5",1404.57607059747,TRUE
"ENSG00000132591.7","ERAL1",1404.49841628659,TRUE
"ENSG00000053900.6","ANAPC4",1404.48403605348,TRUE
"ENSG00000246859.2","STARD4-AS1",1404.33963748413,TRUE
"ENSG00000260565.2","ERVK13-1",1404.23985832583,TRUE
"ENSG00000185721.7","DRG1",1403.38356191956,TRUE
"ENSG00000164483.12","SAMD3",1402.78941848329,TRUE
"ENSG00000073008.10","PVR",1402.52695144944,TRUE
"ENSG00000115421.8","PAPOLG",1402.33665983249,TRUE
"ENSG00000109738.6","GLRB",1401.70263411778,TRUE
"ENSG00000074201.4","CLNS1A",1401.66594930541,TRUE
"ENSG00000204272.6","RP11-622K12.1",1401.30355327958,TRUE
"ENSG00000162694.9","EXTL2",1400.64261988063,TRUE
"ENSG00000075407.13","ZNF37A",1400.29845855184,TRUE
"ENSG00000172932.10","ANKRD13D",1399.4373523147,TRUE
"ENSG00000120458.5","MSANTD2",1398.98498834357,TRUE
"ENSG00000113812.9","ACTR8",1398.92352908898,TRUE
"ENSG00000164442.8","CITED2",1398.71673695469,TRUE
"ENSG00000137955.11","RABGGTB",1397.97418189947,TRUE
"ENSG00000198369.5","SPRED2",1397.82486098353,TRUE
"ENSG00000104343.15","UBE2W",1397.21395836698,TRUE
"ENSG00000111961.12","SASH1",1396.97318321205,TRUE
"ENSG00000175182.9","FAM131A",1396.68470149607,TRUE
"ENSG00000133687.11","TMTC1",1396.10114100379,TRUE
"ENSG00000141458.8","NPC1",1395.58900528649,TRUE
"ENSG00000107949.12","BCCIP",1395.1660040518,TRUE
"ENSG00000125744.7","RTN2",1394.6270050707,TRUE
"ENSG00000151366.8","NDUFC2",1394.15054180844,TRUE
"ENSG00000092445.7","TYRO3",1393.76891651446,TRUE
"ENSG00000157557.7","ETS2",1393.74092292288,TRUE
"ENSG00000163681.10","SLMAP",1393.70693626428,TRUE
"ENSG00000141519.10","CCDC40",1393.46782007444,TRUE
"ENSG00000167113.6","COQ4",1393.44281526049,TRUE
"ENSG00000145388.10","METTL14",1393.07769022321,TRUE
"ENSG00000160796.12","NBEAL2",1393.04930456297,TRUE
"ENSG00000136425.8","CIB2",1392.03479630212,TRUE
"ENSG00000144815.10","NXPE3",1391.69917330419,TRUE
"ENSG00000123124.9","WWP1",1390.51966105961,TRUE
"ENSG00000271430.1","RP3-368A4.5",1389.87421542337,TRUE
"ENSG00000004779.5","NDUFAB1",1389.47951524309,TRUE
"ENSG00000110697.8","PITPNM1",1389.29681521412,TRUE
"ENSG00000135535.10","CD164",1388.82462500891,TRUE
"ENSG00000170266.11","GLB1",1388.30879880409,TRUE
"ENSG00000084073.4","ZMPSTE24",1388.14646669354,TRUE
"ENSG00000008405.7","CRY1",1388.13289603216,TRUE
"ENSG00000162458.8","FBLIM1",1388.08550521913,TRUE
"ENSG00000169118.11","CSNK1G1",1387.80061459439,TRUE
"ENSG00000133624.9","ZNF767",1387.29535927545,TRUE
"ENSG00000160963.9","COL26A1",1387.02344106366,TRUE
"ENSG00000120314.14","WDR55",1386.90346814566,TRUE
"ENSG00000117448.9","AKR1A1",1384.63241486852,TRUE
"ENSG00000196295.7","AC005154.6",1383.50919312896,TRUE
"ENSG00000151834.11","GABRA2",1383.47580067026,TRUE
"ENSG00000027697.8","IFNGR1",1383.01294726757,TRUE
"ENSG00000197302.6","ZNF720",1382.69706927178,TRUE
"ENSG00000138190.12","EXOC6",1382.50787283307,TRUE
"ENSG00000183837.8","PNMA3",1381.42129927687,TRUE
"ENSG00000006282.15","SPATA20",1380.94206335749,TRUE
"ENSG00000137601.11","NEK1",1380.14558480636,TRUE
"ENSG00000160695.10","VPS11",1379.88826968427,TRUE
"ENSG00000136802.7","LRRC8A",1379.63531950476,TRUE
"ENSG00000129515.14","SNX6",1378.88199056769,TRUE
"ENSG00000100626.12","GALNT16",1378.77229280122,TRUE
"ENSG00000089022.9","MAPKAPK5",1377.30941573176,TRUE
"ENSG00000101413.7","RPRD1B",1376.70223574602,TRUE
"ENSG00000250305.4","KIAA1456",1376.35449232827,TRUE
"ENSG00000138660.7","AP1AR",1376.14090612258,TRUE
"ENSG00000133103.12","COG6",1375.98915310139,TRUE
"ENSG00000167702.7","KIFC2",1375.96089428589,TRUE
"ENSG00000143756.7","FBXO28",1374.88714658646,TRUE
"ENSG00000196458.6","ZNF605",1374.84486073843,TRUE
"ENSG00000169184.5","MN1",1374.62072557011,TRUE
"ENSG00000111361.8","EIF2B1",1374.40113933345,TRUE
"ENSG00000236609.3","ZNF853",1373.78307133968,TRUE
"ENSG00000166261.6","ZNF202",1373.66774335867,TRUE
"ENSG00000079805.12","DNM2",1373.46169155927,TRUE
"ENSG00000107625.8","DDX50",1373.42983306021,TRUE
"ENSG00000156345.13","CDK20",1372.17905311042,TRUE
"ENSG00000125970.7","RALY",1371.41041844142,TRUE
"ENSG00000112249.9","ASCC3",1371.33881567334,TRUE
"ENSG00000072110.9","ACTN1",1371.32256630193,TRUE
"ENSG00000136875.8","PRPF4",1371.2229769044,TRUE
"ENSG00000095203.10","EPB41L4B",1371.1721273698,TRUE
"ENSG00000155545.15","MIER3",1370.40804531841,TRUE
"ENSG00000115649.11","CNPPD1",1369.69040647177,TRUE
"ENSG00000109381.15","ELF2",1369.5272471881,TRUE
"ENSG00000178695.4","KCTD12",1369.11041569229,TRUE
"ENSG00000116138.8","DNAJC16",1368.64024557455,TRUE
"ENSG00000143771.7","CNIH4",1368.01844764997,TRUE
"ENSG00000179456.9","ZBTB18",1367.55809259093,TRUE
"ENSG00000116478.7","HDAC1",1367.54151060378,TRUE
"ENSG00000168002.7","POLR2G",1367.41700708842,TRUE
"ENSG00000135372.4","NAT10",1367.17105363012,TRUE
"ENSG00000126775.8","ATG14",1366.81035400219,TRUE
"ENSG00000206573.4","SETD5-AS1",1366.54383715259,TRUE
"ENSG00000102595.14","UGGT2",1366.36069057518,TRUE
"ENSG00000135845.5","PIGC",1366.28873546969,TRUE
"ENSG00000135966.8","TGFBRAP1",1366.26516050107,TRUE
"ENSG00000107874.6","CUEDC2",1366.16094340811,TRUE
"ENSG00000070182.13","SPTB",1365.456710267,TRUE
"ENSG00000213699.4","SLC35F6",1365.45239770535,TRUE
"ENSG00000070269.9","TMEM260",1365.28593010223,TRUE
"ENSG00000131779.6","PEX11B",1363.66650791685,TRUE
"ENSG00000108406.5","DHX40",1362.84083282017,TRUE
"ENSG00000169750.4","RAC3",1362.64124052003,TRUE
"ENSG00000187325.4","TAF9B",1361.97377604597,TRUE
"ENSG00000215908.5","CROCCP2",1361.79231661328,TRUE
"ENSG00000117054.9","ACADM",1361.71136392456,TRUE
"ENSG00000180891.8","CUEDC1",1361.35639704149,TRUE
"ENSG00000116198.8","CEP104",1361.22863294935,TRUE
"ENSG00000157870.10","FAM213B",1361.10954977073,TRUE
"ENSG00000092140.10","G2E3",1360.82801669595,TRUE
"ENSG00000078403.12","MLLT10",1360.79497250158,TRUE
"ENSG00000004455.12","AK2",1360.23189503972,TRUE
"ENSG00000251322.3","SHANK3",1359.73927832598,TRUE
"ENSG00000102230.9","PCYT1B",1359.59255215169,TRUE
"ENSG00000155970.7","MICU3",1359.03317260896,TRUE
"ENSG00000075426.7","FOSL2",1357.81953023454,TRUE
"ENSG00000168872.11","DDX19A",1357.75740439344,TRUE
"ENSG00000126003.6","PLAGL2",1357.44396315353,TRUE
"ENSG00000100219.12","XBP1",1357.09095932832,TRUE
"ENSG00000143748.13","NVL",1356.27455509533,TRUE
"ENSG00000177084.12","POLE",1356.16434223493,TRUE
"ENSG00000135336.10","ORC3",1356.08692989324,TRUE
"ENSG00000100523.10","DDHD1",1355.70028870699,TRUE
"ENSG00000149577.11","SIDT2",1355.50911262929,TRUE
"ENSG00000177410.8","ZFAS1",1355.24501111413,TRUE
"ENSG00000171606.13","ZNF274",1354.98785603133,TRUE
"ENSG00000100387.8","RBX1",1354.94791277915,TRUE
"ENSG00000128610.7","FEZF1",1354.816278716,TRUE
"ENSG00000169047.5","IRS1",1354.44749674752,TRUE
"ENSG00000143162.7","CREG1",1353.81456413298,TRUE
"ENSG00000139971.11","C14orf37",1353.69688938714,TRUE
"ENSG00000112130.12","RNF8",1353.59340825784,TRUE
"ENSG00000100216.4","TOMM22",1353.20568895758,TRUE
"ENSG00000137968.12","SLC44A5",1353.13641897898,TRUE
"ENSG00000125356.6","NDUFA1",1353.07661645983,TRUE
"ENSG00000113312.6","TTC1",1352.32341459038,TRUE
"ENSG00000103494.8","RPGRIP1L",1351.98451481974,TRUE
"ENSG00000118689.10","FOXO3",1351.97920788693,TRUE
"ENSG00000100281.9","HMGXB4",1351.88073995043,TRUE
"ENSG00000166908.13","PIP4K2C",1351.59258248107,TRUE
"ENSG00000184677.12","ZBTB40",1351.04056165175,TRUE
"ENSG00000185252.13","ZNF74",1350.73909066659,TRUE
"ENSG00000171817.12","ZNF540",1349.01272737562,TRUE
"ENSG00000165169.6","DYNLT3",1348.36473829318,TRUE
"ENSG00000158161.11","EYA3",1348.07457913341,TRUE
"ENSG00000114686.4","MRPL3",1347.9725865163,TRUE
"ENSG00000174579.3","MSL2",1347.26898904904,TRUE
"ENSG00000071462.7","WBSCR22",1347.21145227263,TRUE
"ENSG00000145439.7","CBR4",1347.03956131124,TRUE
"ENSG00000168883.15","USP39",1347.02488530788,TRUE
"ENSG00000068024.12","HDAC4",1346.12589718531,TRUE
"ENSG00000100600.10","LGMN",1344.14295524064,TRUE
"ENSG00000117500.8","TMED5",1343.94162330267,TRUE
"ENSG00000106290.10","TAF6",1343.93352286627,TRUE
"ENSG00000105143.8","SLC1A6",1342.80117178786,TRUE
"ENSG00000154803.8","FLCN",1342.69166838544,TRUE
"ENSG00000161681.11","SHANK1",1342.58675920371,TRUE
"ENSG00000261409.1","RP6-24A23.7",1340.74010026015,TRUE
"ENSG00000131876.12","SNRPA1",1340.31026368316,TRUE
"ENSG00000176340.3","COX8A",1340.15485164161,TRUE
"ENSG00000125503.8","PPP1R12C",1339.86714404024,TRUE
"ENSG00000120254.11","MTHFD1L",1339.21002010125,TRUE
"ENSG00000162819.7","BROX",1339.20079971275,TRUE
"ENSG00000126705.9","AHDC1",1339.0003285963,TRUE
"ENSG00000101544.4","ADNP2",1338.76918277708,TRUE
"ENSG00000105379.5","ETFB",1338.48099149618,TRUE
"ENSG00000065491.8","TBC1D22B",1338.12627395716,TRUE
"ENSG00000102100.10","SLC35A2",1337.40535008965,TRUE
"ENSG00000100911.9","PSME2",1337.39317407832,TRUE
"ENSG00000239306.4","RBM14",1336.61262624277,TRUE
"ENSG00000137145.16","DENND4C",1336.51353897385,TRUE
"ENSG00000068438.10","FTSJ1",1336.11197317626,TRUE
"ENSG00000107938.13","C10orf137",1335.69817468181,TRUE
"ENSG00000161813.16","LARP4",1335.51907211487,TRUE
"ENSG00000214595.7","EML6",1335.30572432277,TRUE
"ENSG00000163950.8","SLBP",1335.18033421942,TRUE
"ENSG00000183309.7","ZNF623",1334.79742493978,TRUE
"ENSG00000140259.6","MFAP1",1334.50297956236,TRUE
"ENSG00000185344.9","ATP6V0A2",1333.46255033838,TRUE
"ENSG00000126870.11","WDR60",1333.46003975507,TRUE
"ENSG00000134285.6","FKBP11",1332.98257009895,TRUE
"ENSG00000121871.3","SLITRK3",1332.37418493644,TRUE
"ENSG00000147255.13","IGSF1",1332.13956068918,TRUE
"ENSG00000138303.13","ASCC1",1331.7074461589,TRUE
"ENSG00000163624.5","CDS1",1331.04718548029,TRUE
"ENSG00000137642.8","SORL1",1330.94062656092,TRUE
"ENSG00000187653.10","TMSB4XP8",1330.44591972619,TRUE
"ENSG00000130803.10","ZNF317",1329.27178586167,TRUE
"ENSG00000121769.3","FABP3",1328.8998392816,TRUE
"ENSG00000105655.14","ISYNA1",1328.67152258697,TRUE
"ENSG00000061273.13","HDAC7",1328.43950321166,TRUE
"ENSG00000143493.8","INTS7",1327.90158461053,TRUE
"ENSG00000203778.3","FAM229B",1326.03046976046,TRUE
"ENSG00000145916.14","RMND5B",1326.02142812361,TRUE
"ENSG00000011114.10","BTBD7",1325.9647472105,TRUE
"ENSG00000179241.8","LDLRAD3",1325.45771727907,TRUE
"ENSG00000137275.9","RIPK1",1325.28624158411,TRUE
"ENSG00000177302.10","TOP3A",1325.28318687804,TRUE
"ENSG00000106459.10","NRF1",1325.03881889069,TRUE
