"pathway","pval","log2err","ES","NES","size","leadingEdge","tier","variant","contrast","rank_kind","fgsea_internal_padj","ranked_genes","rank_ties","family_fdr"
"REACTOME_AUTOPHAGY",0.00375861348924619,0.34452128726268,0.330158299274772,1.50428377810721,144,"HSPA8;HSP90AB1;LAMTOR1;DYNLL1;TOMM40;HSP90AA1;MFN2;HSF1;DYNLL2;VPS37B;TOMM22;RPTOR;PGAM5;MVB12B;PARK7;UBAP1;VIM;RHEB;MLST8;CHMP6;AMBRA1;SQSTM1;VDAC1;VPS37C;ATG4D;CHMP2A;UBE2L3;LAMTOR5;UBE2N;CSNK2A2;MAP1LC3A;VPS28;LAMTOR2;UBA52;TUBA8;TSC2;TUBB3;CHMP3;TSG101","secondary","RIN_ge6","day1_vs_control","Wald",0.00542910837335561,21098,0,0.00986636040927125
"REACTOME_MITOPHAGY",0.0236734693877551,0.133462622481397,0.438625879582485,1.53476863457091,35,"TOMM40;MFN2;TOMM22;PGAM5;SQSTM1;VDAC1;UBE2L3;UBE2N;CSNK2A2;MAP1LC3A;UBA52;UBB;UBC;PINK1","secondary","RIN_ge6","day1_vs_control","Wald",0.0279777365491651,21098,0,0.0414285714285714
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.116178494200904,0.0575901868329747,-0.411926029763673,-1.31585419560295,25,"HERPUD1;ASNS;CEBPB;DDIT3;CCL2;EXOSC8","secondary","RIN_ge6","day1_vs_control","Wald",0.125860035384313,21098,0,0.187672952170692
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.395472159902101,0.0294206436771131,0.325847382867635,1.04027556693796,24,"FRS3;KRAS;BDNF;GRB2;HRAS;NRAS;CDK5R1;RAC1","secondary","RIN_ge6","day1_vs_control","Wald",0.395472159902101,21098,0,0.519057209871507
"HALLMARK_FATTY_ACID_METABOLISM",0.000165908996038084,0.518848077743792,0.381986371783406,1.73283003537368,139,"ODC1;MGLL;TP53INP2;ALDOA;NTHL1;S100A10;ME1;GPD1;HSP90AA1;GAD2;ADSL;SMS;GSTZ1;YWHAH;MDH2;HSPH1;ECHS1;GPD2;PDHA1;PCBD1;RAP1GDS1;GCDH;HSD17B10;CBR1;ACO2;BLVRA;ACAA1;PTS;GRHPR;ALDH3A2;IDH3B;UBE2L6;NBN;ECI1;SDHC;UROS;ENO2;APEX1;CYP4A11;DLD;FH;ECI2;NCAPH2;ACOT8;METAP1;LDHA;ACAT2;SUCLA2;CPT2","secondary","RIN_ge6","day1_vs_control","Wald",0.000359469491415848,21098,0,0.000580681486133293
"HALLMARK_DNA_REPAIR",9.3850522078207e-07,0.659444398037935,0.43153637046816,1.96502168254285,143,"EDF1;ALYREF;TP53;GPX4;HPRT1;IMPDH2;TARBP2;ITPA;VPS37B;GUK1;TAF10;NME1;MRPL40;RFC3;UMPS;POLR2I;COX17;POLE4;BCAP31;POLR3C;POLR2F;RFC2;AK1;POLR2E;MPG;POLR2G;RPA2;POLR2A;DGUOK;VPS28;SUPT5H;TAF6;POLR2D;SAC3D1;NFX1;HCLS1;ADRM1;DDB1;ERCC4;GTF2A2;APRT;TSG101;SSRP1;POLR2K;DGCR8;NELFB;SNAPC4;POLR2J;NT5C;SUPT4H1;POLR2C;ELL;RAD51;GTF2F1;POM121;POLH;NME3;POLB;RBX1;TAF13;DCTN4;TAF9;GTF2H5;GTF3C5;SNAPC5;NUDT9;PNP;ZWINT;ZNF707;ERCC2","exploratory","RIN_ge6","day1_vs_control","Wald",4.0668559567223e-06,21098,0,2.81551566234621e-06
"REACTOME_TELOMERE_MAINTENANCE",3.21808608832759e-05,0.557332238758646,0.505544240900324,1.99259962982035,62,"NHP2;RFC3;POLR2I;RUVBL2;RUVBL1;POLR2L;CHTF8;DSCC1;TERF2;NOP10;POLR2F;RFC2;POLR2E;TINF2;POLR2G;RPA2;POLR2A;POLR2D;DAXX;POLR2K;ACD;POLD2;POLR2J;POLR2C;DKC1;PPP6C;BLM;CCNA1","exploratory","RIN_ge6","day1_vs_control","Wald",8.36702382965172e-05,21098,0,6.43617217665517e-05
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","RIN_ge6","day1_vs_control","Wald",,21098,0,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.11359260428865e-18,1.11466447751729,0.58730678329311,2.47075735009413,182,"SLC25A6;SLC25A11;NDUFB7;GPX4;CYC1;COX8A;TIMM13;IDH2;NDUFS6;ETFB;COX4I1;OGDH;COX6B1;ECHS1;ECH1;CYB5R3;IDH3G;ATP6V1F;GPI;NDUFV1;UQCR10;MFN2;HSD17B10;ACO2;NDUFA3;BAX;UQCRC1;NDUFS8;MDH2;ACAA1;NDUFA8;POLR2F;PHB2;COX5B;UQCR11;ATP6V0B;TIMM8B;TOMM22;NDUFA2;TIMM50;MRPL11;POR;NDUFS3;TIMM10;NDUFB2;IDH3B;MRPS11;GRPEL1;SLC25A5;GOT2;COX10;ATP6V0C;MRPS15;RHOT2;ECI1;COX7C;NDUFS7;SDHA;MRPS12;ATP6AP1;SDHC;UQCRH;NDUFA1;SLC25A4;NDUFB8;NDUFB6;COX17;UQCRFS1;UQCRQ;ALAS1;ATP6V1E1;VDAC1;NDUFA9;COX6C;SURF1;LDHA;CS;PMPCA;COX7B;COX5A;FH;COX7A2;HADHA;NDUFS4;NQO2;IMMT;NDUFAB1;MRPL35;PHYH;DLST;PDHA1;SDHB;MGST3;UQCRC2;ALDH6A1;ATP6V1H;SLC25A3;NDUFB4;MRPL15;LDHB;AFG3L2;NDUFS2;IDH1;COX7A2L;COX6A1;HTRA2","primary","RIN_ge6","day3_vs_control","Wald",1.44767038557524e-17,21098,0,8.35194453216485e-18
"HALLMARK_GLYCOLYSIS",0.00427858331352508,0.241698386096655,0.352202900189136,1.48244315655911,184,"ALDOA;DPYSL4;PKM;PGLS;B4GALT2;TPI1;ENO1;G6PD;PC;TALDO1;MED24;B4GALT7;MDH2;AGRN;SDC3;ENO2;PYGB;CLN6;B3GAT1;CACNA1H;B3GALT6;GYS1;SLC25A10;PGAM1;RBCK1;CAPN5;MPI;GPC1;EFNA3;QSOX1;PFKP;GOT2;FKBP4;NSDHL;B3GAT3;HDLBP;ARTN;PPIA;STMN1;GALE;PGK1;PRPS1;POLR3K;SDHC;PSMC4;SOD1;TXN;SDC1;HAX1;SLC25A13;GAL3ST1;CHPF;XYLT2;LDHA;ALG1;GOT1","primary","RIN_ge6","day3_vs_control","Wald",0.0055621583075826,21098,0,0.00802234371285952
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1.6836126118098e-06,0.643551836150722,0.634841666752523,2.14691696160465,42,"PRDX2;GPX4;HMOX2;G6PD;STK25;ATOX1;FTL;ERCC2;SBNO2;CDKN2D;TXNRD2;EGLN2;PFKP;MSRA;PDLIM1;SOD1;TXN;NQO1;ABCC1;PRDX1;GSR;NDUFB4;NDUFS2","primary","RIN_ge6","day3_vs_control","Wald",4.37739279070547e-06,21098,0,8.41806305904898e-06
"HALLMARK_MTORC1_SIGNALING",0.121688741721854,0.0426094714733257,0.28378939305481,1.19893390547392,189,"ALDOA;RRP9;GAPDH;TPI1;TOMM40;GPI;PDAP1;ENO1;PSMB5;G6PD;MCM2;CORO1A;FKBP2;DDX39A;SQSTM1;ABCF2;CALR;TM7SF2;STIP1;CYB5B;PIK3R3;ACLY;NFYC;GBE1;PFKL;MAP2K3;TUBG1;NFKBIB;CCNF;CYP51A1;CDC25A;PPIA;SLC2A1;PGK1;FADS2;YKT6;PSMD13;PSMC4;PSME3;DHCR7;MCM4;RPA1;TES;QDPR;NMT1;PPP1R15A;DHCR24;LDLR;LDHA;SLA;GOT1;MLLT11;EBP;TMEM97;IMMT;PRDX1;HSPA4;LGMN;SORD;GSR;PGM1","primary","RIN_ge6","day3_vs_control","Wald",0.121688741721854,21098,0,0.161663980660757
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.000999693027509753,0.45505986738723,0.424494130843859,1.65103143260881,96,"ECSIT;ARHGDIA;PPP1CA;AP2M1;AKT1;TSC2;CFL1;TRAF2;PFN1;PIN1;RPTOR;SQSTM1;MKNK2;CALR;HRAS;PIK3R3;PAK4;AKT1S1;RPS6KA1;GRB2;MAP2K3;NFKBIB;RALB;SLC2A1;MAPKAP1;DUSP3;CAB39L;ARF1;SLA;CAMK4;UBE2N;CDK4;PRKAR2A;MAPK10;RAC1;PLCB1;ADCY2;ACACA;E2F1","primary","RIN_ge6","day3_vs_control","Wald",0.00162450116970335,21098,0,0.00230898814024791
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",2.02827198467893e-13,0.943632225232838,0.575335472860323,2.36337473010786,145,"ECSIT;COA3;SLC25A11;NDUFB7;CYC1;COX8A;NDUFS6;ETFB;COX4I1;COX6B1;SLC25A22;NDUFB11;NDUFV1;UQCR10;NDUFA3;UQCRC1;NDUFS8;MDH2;NDUFB10;NDUFA8;COX5B;UQCR11;LETM1;PNKD;UQCC2;NDUFA2;SCO2;NDUFS3;NDUFB2;TACO1;GOT2;HIGD2A;NDUFA11;COX16;NDUFA13;COX7C;BCS1L;NDUFS7;TMEM126A;NDUFB9;SDHA;NDUFAF3;SDHC;UQCRH;NDUFA1;TRAP1;NDUFB8;ACAD9;NDUFS5;NDUFB6;COX17;UQCRFS1;LYRM4;UQCRQ;PET100;SLC25A13;NDUFA9;COX6C;SURF1;TMEM186;GOT1;NDUFAF4;COX7B;COX5A;COX7A2;NDUFS4;NDUFA12;NDUFAB1;SDHB;NDUFV3;UQCRC2;NDUFAF1;COX14;NDUFB4;NDUFS2;COX7A2L;COX6A1","secondary","RIN_ge6","day3_vs_control","Wald",1.31837679004131e-12,21098,0,4.25937116782576e-12
"REACTOME_AUTOPHAGY",7.27344248969578e-07,0.659444398037935,0.476342149310481,1.95457413321686,144,"PINK1;UBB;VPS28;TUBB3;MVB12B;TUBA1B;AMBRA1;TOMM40;CHMP6;CHMP2A;LAMTOR1;UBA52;TUBB4B;UBC;TSC2;TUBB4A;MFN2;HSF1;LAMTOR2;RPTOR;SRC;MLST8;PARK7;SQSTM1;VPS37D;ATG4D;TUBB2B;ULK1;VCP;TUBA1A;DYNLL1;TOMM22;UBE2L3;LAMTOR4;GABARAP;TUBB2A;PGAM5;MAP1LC3A;TUBA1C;ATG9A;DYNLL2;EEF1A1;TOMM7;CHMP4B;RRAGA;DYNC1H1;VPS37B;MTMR14;WIPI2;UBAP1;PEX5;WDR45;HSPA8;VDAC1;VPS37C;HSP90AB1","secondary","RIN_ge6","day3_vs_control","Wald",2.36386880915113e-06,21098,0,5.09140974278705e-06
"REACTOME_MITOPHAGY",0.000499599474809335,0.477270815362862,0.565918069338891,1.84420767546441,35,"PINK1;UBB;TOMM40;UBA52;UBC;MFN2;SRC;SQSTM1;ULK1;TOMM22;UBE2L3;PGAM5;MAP1LC3A;ATG9A;TOMM7","secondary","RIN_ge6","day3_vs_control","Wald",0.00092782759607448,21098,0,0.00149879842442801
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.0153975363941769,0.194887297433682,-0.498020120780348,-1.67632137433934,25,"DDIT3;HERPUD1;ATF3;CEBPB;ASNS;EXOSC8;DIS3;ATF4;CEBPG;EXOSC3;ATF6","secondary","RIN_ge6","day3_vs_control","Wald",0.0181970884658455,21098,0,0.0323348264277716
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.0202004384591293,0.126448470699906,0.527075109972252,1.58688336220272,24,"FRS3;CDK5;SRC;HRAS;CDK5R1;GRB2;FYN","secondary","RIN_ge6","day3_vs_control","Wald",0.0218838083307235,21098,0,0.0385644734219742
"HALLMARK_FATTY_ACID_METABOLISM",0.000120091903555974,0.538434096309916,0.416910048823022,1.70229833813927,139,"NTHL1;ALDOA;ODC1;UBE2L6;ECHS1;ECH1;IDH3G;HSD17B10;GRHPR;ACO2;MDH2;MGLL;ENO2;ACAA1;APEX1;TP53INP2;CRAT;ACAT2;IDH3B;UROD;YWHAH;ADSL;NSDHL;EPHX1;GCDH;ECI1;BLVRA;UROS;RAP1GDS1;SDHA;CYP4A11;SDHC;PCBD1;FASN;REEP6;NCAPH2;MLYCD;D2HGDH;DHCR24;LGALS1;ERP29;GLUL;CBR1;LDHA;SMS;ACOT8;FH;CYP4A22;GSTZ1;CEL;DLST;PDHA1;METAP1","secondary","RIN_ge6","day3_vs_control","Wald",0.000260199124371277,21098,0,0.000504385994935091
"HALLMARK_DNA_REPAIR",1.21879145149593e-08,0.747739663149885,0.501161328815577,2.05220818344872,143,"EDF1;POLR2I;GPX4;VPS28;AK1;ALYREF;NELFB;ITPA;TARBP2;RFC2;BCAP31;MPG;MRPL40;USP11;ERCC2;GUK1;POLR2F;NME3;VPS37D;APRT;SAC3D1;SUPT5H;GTF2F1;TAF6;DDB1;POLR2E;POLL;GTF3C5;POLE4;NME1;CANT1;ADRM1;POLR2G;POLR2A;SSRP1;POLR2J;VPS37B;POLR2D;RBX1;BRF2;COX17;IMPDH2;NME4;SNAPC4;NT5C;POM121;SUPT4H1;SURF1;LIG1;GTF2A2;GTF2H5;ELL;TAF10;RAE1;POLD1;TP53;POLD4;DGCR8;ZNF707;PDE4B;UMPS;BCAM;CETN2;TSG101;GMPR2;HPRT1;POLR3C;POLB;AAAS","exploratory","RIN_ge6","day3_vs_control","Wald",5.28142962314901e-08,21098,0,7.31274870897555e-08
"REACTOME_TELOMERE_MAINTENANCE",0.00245730903105851,0.431707695803346,0.472712812031753,1.71532839869526,62,"POLR2I;RUVBL2;POLD2;POLR2L;RFC2;POLR2F;NHP2;ACD;POLR2E;DAXX;RUVBL1;NOP10;POLR2G;POLR2A;CHTF8;TINF2;POLR2J;POLR2D;RPA1;WRAP53;LIG1;TERF2;CCNA1;POLD1;POLD4","exploratory","RIN_ge6","day3_vs_control","Wald",0.00354944637819562,21098,0,0.00368596354658776
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","RIN_ge6","day3_vs_control","Wald",,21098,0,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.990266324185481,0.00872002527981214,0.158941958344809,0.699455858849076,182,"SLC25A6;BDH2;RETSAT;POR;ECH1;IDH3G;ATP6AP1;NDUFS2;NDUFA3;ATP6V0B;SLC25A11;SDHA;NDUFB7;BAX;SLC25A12;NQO2;HADHA;IDH1;ETFB;NDUFB4;ATP6V1H;COX4I1;PHB2;NNT;NDUFS7;ATP6V1F;NDUFV1;ETFDH;GPI;MRPS11;COX5B;UQCRC1;IDH2;NDUFS8;COX6A1","primary","RIN_ge6","day3_vs_day1","Wald",0.990266324185481,21098,0,0.990266324185481
"HALLMARK_GLYCOLYSIS",0.129331184528606,0.0442078566868354,0.269697411078196,1.18918888715596,184,"CHST2;ANKZF1;PPFIA4;DDIT4;B3GAT3;SDC1;CAPN5;VCAN;MED24;GMPPA;EFNA3;GALK1;STMN1;DPYSL4;VLDLR;AK3;GCLC;MXI1;SDC3;B4GALT2;GPC3;CACNA1H;G6PD;PYGB;NASP;PLOD2;PC;IDUA;SLC37A4;GPC4;AKR1A1;NDST3;CHST12;NSDHL;IDH1;ABCB6;ALDH7A1;QSOX1;PKM;HS2ST1;RBCK1;GPC1;AGRN;SAP30;B3GAT1;PGLS;CHST1;ENO2","primary","RIN_ge6","day3_vs_day1","Wald",0.420326349717969,21098,0,0.161663980660757
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.276561493882807,0.0316817477874826,0.325072788784686,1.12980075775983,42,"ABCC1;FTL;GCLC;PRNP;NDUFS2;ERCC2;G6PD;CAT;NDUFB4;CDKN2D;PRDX2;ATOX1","primary","RIN_ge6","day3_vs_day1","Wald",0.513614202925214,21098,0,0.319109416018624
"HALLMARK_MTORC1_SIGNALING",0.0110062893081761,0.274717458595242,-0.275735717114947,-1.36152697896682,189,"HSP90B1;ME1;XBP1;HSPE1;HSPA5;SERPINH1;CALR;BTG2;HSPD1;PNO1;HPRT1;CACYBP;NUFIP1;NAMPT;GBE1;GLA;SKAP2;POLR3G;STIP1;AK4;PPP1R15A;HSPA9;PSMD12;BHLHE40;NUP205;ETF1;CANX;DDIT3;BCAT1;USO1;CDC25A;PSMC4;UFM1;BUB1;IFRD1;NFKBIB;P4HA1;TFRC;GTF2H1;SHMT2;PGK1;STC1","primary","RIN_ge6","day3_vs_day1","Wald",0.0476939203354298,21098,0,0.0183438155136268
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.890471668249446,0.0230632999581298,-0.182177527816034,-0.807025952387001,96,"HSP90B1;CALR;MYD88;PPP2R1B;PLA2G12A;PRKAR2A;DUSP3;DDIT3;NCK1;NFKBIB;ARPC3;CDKN1A;RIPK1;PTPN11;PDK1;VAV3;EGFR;ATF1;TBK1;ACTR2;UBE2D3;ACTR3","primary","RIN_ge6","day3_vs_day1","Wald",0.964677640603566,21098,0,0.954076787410121
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",0.674677038477566,0.0148474702573573,0.211458162650589,0.906001349261034,145,"NFS1;MT-CO1;NDUFB11;MT-CO3;NDUFS2;NDUFA3;SLC25A11;SDHA;NDUFB7;SLC25A12;TMEM177;MT-CO2;MT-ND1;MT-CYB;PNKD;ETFB;NDUFB4;COX4I1;COX14;NDUFS7;NDUFV1;TRAP1;SCO2;ETFDH;COX5B;UQCRC1;MT-ND4;MT-ND6;NDUFS8;COX20;NDUFA11;COX6A1;COA3;ETFA;COX6B2;UQCR11;PET100;NDUFB10;COA5;COX8A;NUBPL;COX6B1;MT-ND3;HIGD2A;UQCR10;ECSIT","secondary","RIN_ge6","day3_vs_day1","Wald",0.877080150020836,21098,0,0.833424576942876
"REACTOME_AUTOPHAGY",9.29704779656247e-05,0.538434096309916,0.412338166083518,1.76439178384981,144,"TUBB2B;TUBA1A;TUBB4A;TUBB4B;TUBA1B;TUBB2A;EEF1A1;TUBA1C;ULK1;DYNC1I1;SRC;ATG9A;PINK1;NBR1;RRAGB;WIPI2;UBB;TUBB3;VPS37D;UBC;ATG13;VCP;GABARAP;VPS28;RPS27A;TOMM7;WDR45;ATG4B;UBA52;TSC2;PCNT;TUBA4A","secondary","RIN_ge6","day3_vs_day1","Wald",0.00120861621355312,21098,0,0.00048809500931953
