"pathway","pval","log2err","ES","NES","size","leadingEdge","tier","variant","contrast","rank_kind","fgsea_internal_padj","ranked_genes","rank_ties","family_fdr"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.0014851932243959,0.45505986738723,-0.557102861678084,-1.92928232537866,25,"DDIT3;HERPUD1;ATF3;ASNS;EXOSC8;CCL2;NFYB;CEBPB;CEBPG;DIS3;ATF4","secondary","omit_68_3__batch2","day3_vs_control","Wald",0.00321791865285778,21098,0,0.0044555796731877
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.010244917560429,0.180467893079923,0.541116685724744,1.68541510702296,24,"HRAS;CDK5;SRC;FRS3;GRB2;CDK5R1;FYN;GRIN2B;PLCG1;DOCK3","secondary","omit_68_3__batch2","day3_vs_control","Wald",0.0166479910356971,21098,0,0.023904807641001
"HALLMARK_FATTY_ACID_METABOLISM",0.0137597146133265,0.138395468894856,0.3338944212576,1.42955628412055,139,"ALDOA;ACO2;NTHL1;HSD17B10;ENO2;IDH3G;UBE2L6;ECHS1;ODC1;EPHX1;DHCR24;GRHPR;MGLL;ACAA1;CRAT;NSDHL;TP53INP2;MDH2;GCDH;ECH1;APEX1;CEL;REEP6;UROD;D2HGDH;CYP4A11;FASN;IDH3B;ACAT2;ADSL;LGALS1;SDHA;NCAPH2;MLYCD;ACOT8;CYP4A22;ECI1;BLVRA;SDHC;UROS;GSTZ1","secondary","omit_68_3__batch2","day3_vs_control","Wald",0.0191362530413625,21098,0,0.0288954006879857
"HALLMARK_DNA_REPAIR",0.00145995893793594,0.45505986738723,0.370284296502087,1.59075061141129,143,"POLR2E;AK1;POLR2I;MPG;ADRM1;BCAP31;TAF6;ITPA;USP11;GPX4;RFC2;EDF1;ERCC2;SUPT5H;POLR2A;GUK1;POM121;CANT1;POLL;DDB1;VPS28;TARBP2;MRPL40;NELFB;GTF3C5;ALYREF;POLR2F;SAC3D1;BRF2;NME4;APRT;GTF2F1;NME3;ZNF707;BCAM;POLE4;SSRP1","exploratory","omit_68_3__batch2","day3_vs_control","Wald",0.00321791865285778,21098,0,0.00218993840690391
"REACTOME_TELOMERE_MAINTENANCE",0.218785632839225,0.0338859260319688,0.308130835274619,1.16581536104091,62,"POLR2E;POLR2I;POLR2L;POLD2;RFC2;RUVBL2;POLR2A;NHP2;POLR2F;ACD;RUVBL1;DAXX;CHTF8;POLD4;NOP10;RPA1;WRAP53;POLR2G;RTEL1;TINF2;POLR2J","exploratory","omit_68_3__batch2","day3_vs_control","Wald",0.218785632839225,21098,0,0.218785632839225
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","omit_68_3__batch2","day3_vs_control","Wald",,21098,0,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",2.42424754958148e-18,1.10533657731401,-0.559684601835989,-2.58275356230426,182,"MRPS12;RHOT2;NDUFB2;MRPL15;MRPL34;NDUFS7;UQCRQ;NDUFAB1;GPX4;ATP6V0C;ECI1;SDHB;CYC1;COX17;MRPS15;PHYH;TIMM13;COX8A;UQCR10;NDUFS8;NDUFB3;MTX2;TCIRG1;COX10;UQCRFS1;HSD17B10;COX5B;NDUFA1;ACAA1;CYB5R3;TOMM22;MDH2;SLC25A3;CYCS;HSPA9;ACAT1;NDUFB6;SLC25A5;ATP6V1E1;NDUFV1;ATP6V0E1;COX5A;MRPL11;COX6A1;NDUFV2;ETFB;PDHA1;HTRA2;MPC1;NDUFS3;POLR2F;ATP6V1F;TIMM50;NDUFA2;ECHS1;BAX;NDUFS6;SLC25A4;NDUFS4;UQCR11;NDUFA6;VDAC2;SLC25A20;NDUFC2;IDH3B;TIMM8B;NDUFA7;COX6C;PMPCA;ATP6V1G1;SURF1;NDUFB7;ECH1;NDUFA9;NDUFA3;COX6B1;SUCLG1;UQCRC1;IDH2;COX7B;ATP6V0B;NDUFA4;PHB2;TIMM9;NDUFA8;GRPEL1;MRPS22;OGDH;COX7C;ACADVL;TIMM10;FDX1;COX7A2;NDUFB8;COX4I1;NDUFC1;AIFM1;VDAC1;MFN2;DLD;SLC25A11;UQCRC2;SLC25A6;OXA1L;MRPS11;NDUFB5","primary","omit_68_3__batch2","day3_vs_day1","Wald",3.15152181445592e-17,21098,0,3.63637132437221e-17
"HALLMARK_GLYCOLYSIS",0.00263728199261127,0.431707695803346,-0.325566744080254,-1.50530281420888,184,"SPAG4;FKBP4;ME1;ENO1;HSPA5;ALDOA;GAL3ST1;ARTN;CLN6;GYS1;PSMC4;COL5A1;GPC1;AGRN;B3GALT6;MPI;IDUA;TXN;MDH2;CITED2;GMPPB;GALE;POLR3K;MIF;RBCK1;PGK1;PFKP;PGLS;IER3;DPYSL4;CHPF2;GUSB;B4GALT7;NOL3;PMM2;TALDO1;HAX1;CHPF;SOD1;FAM162A;ALG1;ISG20;CXCR4;CHST12;TPI1;PPIA;IGFBP3;CLDN9;AK4;ECD;PHKA2;SLC25A10;CHST1;LHPP;VEGFA;GALK2;ANGPTL4;ME2;IL13RA1;B3GAT3;CACNA1H;PGAM1;CENPA;DLD;PPP2CB;TGFA;KDELR3;GALK1;AKR1A1;AURKA;B4GALT2;PLOD1;XYLT2;PRPS1;BIK;PC;HMMR;MDH1;CD44;ELF3;NT5E","primary","omit_68_3__batch2","day3_vs_day1","Wald",0.00428558323799332,21098,0,0.00395592298891691
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",7.21851073134145e-05,0.538434096309916,-0.561300304882587,-2.01942105455534,42,"JUNB;GPX4;PRDX4;GLRX2;SBNO2;MSRA;HMOX2;TXN;TXNRD2;LAMTOR5;STK25;PRDX2;PRDX1;CDKN2D;PFKP;NQO1;NDUFA6;GPX3;ATOX1","primary","omit_68_3__batch2","day3_vs_day1","Wald",0.000187681279014878,21098,0,0.000216555321940244
"HALLMARK_MTORC1_SIGNALING",0.000139786627973545,0.518848077743792,-0.357332581896596,-1.65738211591506,189,"HSPE1;SERPINH1;CALR;PPP1R15A;HSP90B1;ME1;NFKBIB;STIP1;CORO1A;DDIT3;TOMM40;ENO1;HSPA5;FKBP2;CDKN1A;SDF2L1;CACYBP;XBP1;DDX39A;HPRT1;ARPC5L;HSPD1;ALDOA;PSMC4;GLA;RRP9;PNO1;CDC25A;HSPA9;YKT6;GBE1;GAPDH;SHMT2;PRDX1;BHLHE40;PGK1;CFP;CCT6A;NFYC;FDXR;PSPH;PSMA4;TRIB3;HMBS;QDPR;BTG2;NUFIP1;PSMG1;SQSTM1;MCM2;PDAP1;MCM4;SEC11A;PNP;CXCR4;PSMD14;RPN1;TPI1;PSMD12;PFKL;BUB1;PSMC2;PPIA;ETF1;AK4;DHFR;SKAP2;IFRD1;PPA1;PSMD13;MAP2K3;PSMA3","primary","omit_68_3__batch2","day3_vs_day1","Wald",0.000302871027276014,21098,0,0.000299542774229025
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0176600441501104,0.135862926377654,-0.34969244114631,-1.46902933925907,96,"CALR;HSP90B1;ARHGDIA;NFKBIB;DDIT3;MYD88;CDKN1A;HRAS;PIN1;ARPC3;ECSIT;TRAF2;PPP1CA;ARF1;PFN1;FGF22;FGF17;RPTOR;MKNK2;TRIB3;E2F1;AKT1S1;CDK4;MAPKAP1;PAK4;SQSTM1;AKT1;CXCR4;DUSP3;CFL1;MAP2K3;TSC2;PRKAG1;TNFRSF1A;RALB;NGF","primary","omit_68_3__batch2","day3_vs_day1","Wald",0.0242727586531522,21098,0,0.0203769740193581
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",3.33048274037848e-13,0.932595211336209,-0.5370621855501,-2.40463337742557,145,"NDUFB2;SLC25A22;NDUFS7;NDUFAF3;NDUFAF2;UQCRQ;NDUFAB1;NDUFA11;SDHB;CYC1;COX17;COX8A;UQCR10;NDUFS8;NDUFB3;HIGD1A;UQCRFS1;SCO2;ECSIT;COX5B;NDUFA1;MDH2;NDUFA12;CYCS;HSPA9;NDUFB6;NDUFAF1;HIGD2A;NDUFV1;TACO1;NDUFA13;TMEM223;COX5A;COX6A1;NDUFV2;ETFB;BCS1L;UQCC2;COA3;NDUFS3;NDUFA2;NDUFS6;NDUFS4;UQCR11;NDUFA6;TIMM21;TMEM126A;NDUFC2;ACAD9;NDUFA7;COX6C;NDUFB10;SURF1;NDUFB7;SLC25A18;NDUFAF5;NDUFA9;NDUFA3;COX6B1;UQCRC1;TIMMDC1;FOXRED1;COX7B;NDUFS5;NDUFB9;NDUFA4;NDUFA8;COX7C;LYRM4;COX7A2;NDUFB8;COX4I1;NDUFC1;SLC25A11;UQCRC2;SMIM20;TRAP1;COX19;OXA1L;SCO1;UQCC1;NDUFB5;PET117;NDUFAF6;HCCS;COX14","secondary","omit_68_3__batch2","day3_vs_day1","Wald",2.16481378124601e-12,21098,0,4.01246444693554e-12
"REACTOME_AUTOPHAGY",0.0204486494735236,0.124026527381656,-0.313983359578695,-1.4046898180581,144,"HSPA8;HSP90AB1;HSP90AA1;HSF1;VPS37B;MAP1LC3A;ATG4D;TOMM40;LAMTOR1;MLST8;DYNLL1;VPS28;RNASE1;TOMM22;CHMP6;LAMTOR5;ATG9B;ATG3;VPS37C;LAMTOR4;MAP1LC3C;TSG101;ATG4B;PGAM5;VIM;ATG16L2;RHEB;CHMP2A;RPTOR;LAMTOR2;UBAP1;WDR45B;VDAC2;VPS37D;CHMP4B;PARK7;TUBA8;SQSTM1;UBE2D2","secondary","omit_68_3__batch2","day3_vs_day1","Wald",0.0242727586531522,21098,0,0.0342813166824081
"REACTOME_MITOPHAGY",0.140619679945523,0.0480959104839776,-0.367783684940555,-1.2674686589909,35,"MAP1LC3A;TOMM40;TOMM22;PGAM5;VDAC2;SQSTM1;UBE2D2;ATG5;VDAC1;MFN2;UBE2L3;CSNK2B;ULK1;VDAC3;TOMM5;FUNDC1;TBK1;UBE2N","secondary","omit_68_3__batch2","day3_vs_day1","Wald",0.140619679945523,21098,0,0.184563329928498
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.0205384880911288,0.131742417142485,-0.504591344165108,-1.60785460244429,25,"DDIT3;EXOSC7;NFYC;EXOSC5;EXOSC4;PARN;ATF3;EXOSC1;ATF4;KHSRP","secondary","omit_68_3__batch2","day3_vs_day1","Wald",0.0242727586531522,21098,0,0.0342813166824081
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.0556608242539081,0.0931001287011121,0.44039064730877,1.45975292893083,24,"GRIN2B;GAB1;NTRK2;PIK3CA;PLCG1;TIAM1;DOCK3","secondary","omit_68_3__batch2","day3_vs_day1","Wald",0.0602992262750671,21098,0,0.0779251539554713
"HALLMARK_FATTY_ACID_METABOLISM",0.000842199396418817,0.477270815362862,-0.368021618859265,-1.63790951215118,139,"S100A10;ODC1;GPD1;MGLL;ME1;HSP90AA1;NCAPH2;NTHL1;G0S2;ECI1;PCBD1;HSPH1;ALDOA;GSTZ1;HSD17B10;HMGCL;SMS;ACADS;GAD2;ACAA1;MDH2;PTS;ADSL;AOC3;ENO3;PDHA1;CBR1;MIF;ECHS1;LGALS1;ECI2;GRHPR;BLVRA;CBR3;IDH3B;UROS;ACOT8;CPT2;ECH1;TP53INP2;CYP1A1;SUCLG1;UROD;ERP29;YWHAH","secondary","omit_68_3__batch2","day3_vs_day1","Wald",0.00156408459334923,21098,0,0.00294769788746586
"HALLMARK_DNA_REPAIR",8.55822170091712e-12,0.875325132024659,-0.525188346107545,-2.34638005840455,143,"TP53;GUK1;ITPA;NT5C;VPS37B;SNAPC4;ALYREF;POLR2J;GPX4;EDF1;DGUOK;IMPDH2;COX17;HPRT1;POLR2K;SAC3D1;POLR2E;ADRM1;NME1;POLE4;RPA2;TARBP2;POLD1;ELL;VPS28;HCLS1;RFC3;APRT;TAF10;POLR1C;NELFE;MRPL40;MPG;POLR2I;TAF1C;GTF2B;PCNA;NELFB;TSG101;POLR2H;POLR2F;RPA3;NFX1;DAD1;POLR2G;RFC4;VPS37D;TYMS;GTF2A2;NME3;UMPS;SURF1;TAF13;ERCC1;GTF3C5;NUDT9;POLR2C;RFC2;PNP;POLR1D;TAF12;DGCR8;EIF1B;BCAP31;GTF2F1;LIG1;POLR3C;SF3A3;POLB;NPR2;SNAPC5;SUPT5H;AAAS;AK1;RBX1;TMED2;TAF9;BCAM;ERCC2;CLP1;NME4;TAF6;SSRP1;POLA2;RAD51","exploratory","omit_68_3__batch2","day3_vs_day1","Wald",3.70856273706409e-11,21098,0,5.13493302055027e-11
"REACTOME_TELOMERE_MAINTENANCE",5.99485252282431e-06,0.610526878385931,-0.521652684459268,-2.02986253129179,62,"POLR2J;NHP2;POLR2K;CHTF18;POLR2E;ACD;RPA2;NOP10;POLD1;RUVBL1;RUVBL2;POLR2L;RFC3;POLR2I;PCNA;POLR2H;POLR2F;RPA3;DAXX;DSCC1;TINF2;POLR2G;RFC4;WRAP53;CHTF8;TERF2;POLR2C;RFC2","exploratory","omit_68_3__batch2","day3_vs_day1","Wald",1.9483270699179e-05,21098,0,1.19897050456486e-05
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","omit_68_3__batch2","day3_vs_day1","Wald",,21098,0,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",3.30426740840454e-18,1.10533657731401,0.592471477117306,2.49417733524631,182,"GPX4;CYCS;COX8A;OGDH;TIMM13;NDUFS6;CYC1;SLC25A5;NDUFB7;NDUFB2;MFN2;COX6B1;MDH2;UQCRC1;COX10;HSD17B10;CYB5R3;SLC25A11;ATP6V1F;GPI;MRPS15;NDUFA8;MRPL15;ACO2;SLC25A3;COX4I1;RHOT2;NDUFS8;ECHS1;TIMM50;MRPS12;POLR2F;TOMM22;PHYH;NDUFV1;PDHA1;TIMM8B;UQCR10;IDH2;GRPEL1;UQCRQ;VDAC1;SLC25A4;ACAA1;COX17;NDUFB6;COX5B;GOT2;ATP6V1E1;SDHB;TIMM10;IDH3B;PDP1;UQCR11;NDUFA2;NDUFA3;FDX1;IDH3A;UQCRFS1;SDHC;ECI1;ETFB;COX7B;COX6C;COX7C;NDUFA1;DLAT;SLC25A6;MRPS30;MRPL11;ECH1;NDUFAB1;ATP6V0C;IDH3G;ALAS1;FH;NDUFS4;NDUFA9;NDUFS3;NDUFB3;BAX;DLD;MRPL35;SUCLA2;COX5A;UQCRC2;ATP1B1;DLST;HCCS;CS;UQCRH;MGST3;ATP6V1C1;NDUFC2;ATP6V0B;RHOT1;MRPS11;AFG3L2;OPA1;NDUFS7;HSPA9;PHB2;PMPCA;NDUFA5;NDUFA4;NDUFA7;COX7A2;NDUFB5;NDUFB8","primary","omit_69_2__batch1","day1_vs_control","Wald",4.2955476309259e-17,21077,18,2.4782005563034e-17
"HALLMARK_GLYCOLYSIS",0.000655901751131537,0.477270815362862,0.379072597084102,1.5969975322699,184,"ALDOA;SPAG4;GYS1;FKBP4;ENO1;TPI1;PGLS;MDH2;PKM;TALDO1;B4GALT2;PGK1;CD44;PGAM1;CLN6;MPI;ME1;PSMC4;IGFBP3;CITED2;DPYSL4;G6PD;STC1;GPC1;IL13RA1;B3GALT6;PDK3;ME2;GALE;HDLBP;PYGB;TXN;AGRN;GOT2;B4GALT7;HSPA5;SDHC;PFKP;SLC25A13;ARTN;PGM2;ENO2;PPIA;PRPS1;UGP2;GOT1;PC;HAX1;POLR3K;ISG20;CACNA1H","primary","omit_69_2__batch1","day1_vs_control","Wald",0.000977294718132865,21077,18,0.00122981578337163
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.000133097113112885,0.518848077743792,0.585407802532577,1.9554300173553,42,"GPX4;HMOX2;PRDX2;JUNB;SBNO2;NQO1;STK25;G6PD;CDKN2D;ATOX1;TXN;GLRX2;PFKP;MSRA;PRDX1;LAMTOR5;SOD1;FTL;EGLN2;ERCC2;TXNRD2;SCAF4","primary","omit_69_2__batch1","day1_vs_control","Wald",0.0003460524940935,21077,18,0.000332742782782212
"HALLMARK_MTORC1_SIGNALING",0.00168475068643869,0.45505986738723,0.35768055295152,1.51252696476866,189,"CALR;ALDOA;STIP1;PPP1R15A;GAPDH;NFKBIB;ENO1;TOMM40;TPI1;GBE1;FKBP2;SQSTM1;HSPE1;DDX39A;CORO1A;RRP9;HSPD1;ABCF2;PGK1;GPI;CACYBP;HPRT1;ME1;CDC25A;PSMB5;PSMC4;G6PD;STC1;CDKN1A;HSPA4;MCM4;PDAP1;ARPC5L;PGM1;CYB5B;HSP90B1;SERPINH1;ETF1;HSPA5;PNO1;YKT6;PRDX1;PPIA;GOT1;QDPR;ATP2A2;MCM2;MAP2K3;MTHFD2L;PSME3;TES;BCAT1;PFKL;ACTR3;PSMD12;CCNF;SKAP2;GLA;PNP;NAMPT;NFYC;NUFIP1;NMT1","primary","omit_69_2__batch1","day1_vs_control","Wald",0.00213947707648353,21077,18,0.00280791781073115
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",3.95561046497121e-06,0.610526878385931,0.517652541439175,1.9993962136022,96,"CALR;ARHGDIA;HRAS;ECSIT;PPP1CA;NFKBIB;DUSP3;SQSTM1;CFL1;AP2M1;AKT1;PFN1;RPTOR;PRKAR2A;RALB;PIN1;TRAF2;CDKN1A;GRB2;HSP90B1;AKT1S1;TSC2;MKNK2;RPS6KA1;UBE2N;PLA2G12A;ARF1;ADCY2;PAK4;MAPK10;PPP2R1B;MAP2K3;MAPKAP1;MYD88;ACTR3;GNA14;RAC1;CAB39L;CAB39","primary","omit_69_2__batch1","day1_vs_control","Wald",1.28557340111564e-05,21077,18,1.4833539243642e-05
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",2.44391247434985e-11,0.863415391606693,0.547900229247795,2.24375512577603,145,"ECSIT;SLC25A22;CYCS;COX8A;NDUFS6;CYC1;NDUFB7;NDUFB2;COX6B1;MDH2;UQCRC1;SLC25A11;NDUFA8;TMEM126A;COX4I1;UQCC2;NDUFS8;NDUFA12;TACO1;NDUFV1;COA3;LETM1;UQCR10;UQCRQ;NDUFB10;LYRM4;NDUFA13;COX17;PNKD;NDUFB6;COX5B;GOT2;SDHB;NDUFB11;UQCR11;NDUFA2;NDUFA3;UQCRFS1;SDHC;NDUFAF4;NDUFAF3;HIGD1A;ETFB;SLC25A13;COX7B;COX6C;HIGD2A;COX7C;SCO2;GOT1;NDUFA1;COX16;NDUFA11;NDUFAF2;NDUFAF1;NDUFAB1;TIMM21;NDUFB9;NDUFS4;SLC25A18;NDUFA9;NDUFS3;NDUFS5;NDUFB3","secondary","omit_69_2__batch1","day1_vs_control","Wald",1.5885431083274e-10,21077,18,2.56610809806734e-10
"REACTOME_AUTOPHAGY",0.00067658865101506,0.477270815362862,0.401611549147213,1.64450628411506,144,"MAP1LC3A;HSPA8;TOMM40;DYNLL1;SQSTM1;LAMTOR1;HSF1;MFN2;VIM;HSP90AB1;HSP90AA1;MLST8;VPS37B;VPS28;RHEB;TOMM22;RPTOR;PARK7;AMBRA1;LAMTOR2;MVB12B;VPS37C;CHMP2A;CHMP6;VDAC1;ATG4D;PGAM5;UBE2L3;UBAP1;UBA52;DYNLL2;UBB;LAMTOR4;TSC2;PINK1;UBE2N;LAMTOR5;UBC","secondary","omit_69_2__batch1","day1_vs_control","Wald",0.000977294718132865,21077,18,0.00177604520891453
"REACTOME_MITOPHAGY",0.00181032675702453,0.45505986738723,0.559487900304525,1.78753051196435,35,"MAP1LC3A;TOMM40;SQSTM1;MFN2;TOMM22;VDAC1;PGAM5;UBE2L3;UBA52;UBB;PINK1;UBE2N;UBC;CSNK2A2","secondary","omit_69_2__batch1","day1_vs_control","Wald",0.00213947707648353,21077,18,0.00422409576639057
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.0580839829016847,0.093923690818302,-0.443241712760173,-1.42450530675083,25,"HERPUD1;ASNS;CEBPB;EXOSC8;CCL2;ATF4;DDIT3;NFYB;CEBPG;ATF6;DCP2","secondary","omit_69_2__batch1","day1_vs_control","Wald",0.0629243148101584,21077,18,0.087125974352527
"REACTOME_SIGNALING_BY_NTRK2_TRKB",0.0642156047246714,0.072048676645702,0.483510039567778,1.42171795067903,24,"BDNF;HRAS;KRAS;FRS3;GRB2;CDK5R1;NRAS;CDK5;RAC1","secondary","omit_69_2__batch1","day1_vs_control","Wald",0.0642156047246714,21077,18,0.08990184661454
"HALLMARK_FATTY_ACID_METABOLISM",0.000545808710101279,0.477270815362862,0.408221510369765,1.66402228510355,139,"ODC1;TP53INP2;ALDOA;MGLL;NTHL1;GAD2;MDH2;HSD17B10;RAP1GDS1;YWHAH;HSP90AA1;S100A10;ACO2;ECHS1;BLVRA;PCBD1;ME1;SMS;PDHA1;GRHPR;GCDH;ADSL;GPD1;NCAPH2;ACAA1;PTS;GPD2;IDH3B;HSPH1;UBE2L6;SDHC;ECI1;GSTZ1;NBN;UROS;ENO2;CBR1;UROD;ECH1;CRAT;ACOT8;IDH3G;FH;APEX1","secondary","omit_69_2__batch1","day1_vs_control","Wald",0.000977294718132865,21077,18,0.00163742613030384
"HALLMARK_DNA_REPAIR",1.16299140038335e-07,0.704975715167238,0.493539016930824,2.01902085092295,143,"GPX4;POLR2E;EDF1;GUK1;ADRM1;ALYREF;ITPA;POLR2I;TP53;VPS37B;VPS28;POLR2F;NME1;HPRT1;SUPT5H;TARBP2;RFC3;AK1;MPG;POLR2A;TAF10;TAF6;COX17;SAC3D1;IMPDH2;MRPL40;NELFB;BCAP31;POLR2D;UMPS;NME3;POLE4;RFC2;POLR2G;POLH;RPA2;GTF3C5;POLR2J;HCLS1;SNAPC4;POLR3C;GTF2A2;CLP1;RAD51;POM121;ELL;APRT;NT5C;DDB1;GTF2F1;PNP;DGUOK;ZNF707;POLR2C;ERCC2;TAF13;VPS37D;TSG101;SUPT4H1;SDCBP;SSRP1;DGCR8;USP11;ERCC4","exploratory","omit_69_2__batch1","day1_vs_control","Wald",5.0396294016612e-07,21077,18,3.48897420115006e-07
"REACTOME_TELOMERE_MAINTENANCE",0.000259947545356544,0.49849310876659,0.5212506796427,1.87735957473123,62,"POLR2E;POLR2L;RUVBL2;POLR2I;NHP2;POLR2F;RFC3;DAXX;ACD;NOP10;POLR2A;RUVBL1;CHTF8;POLR2D;TERF2;TINF2;RFC2;POLR2G;POLD2;RPA2;POLR2J;CCNA1;DSCC1","exploratory","omit_69_2__batch1","day1_vs_control","Wald",0.000563219681605846,21077,18,0.000519895090713088
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",,,,,,,"secondary","omit_69_2__batch1","day1_vs_control","Wald",,21077,18,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",3.45705031473832e-20,1.16017957183021,0.631179269387778,2.36847510655276,182,"GPX4;NDUFB7;COX8A;SLC25A11;TIMM13;SLC25A6;NDUFS6;COX6B1;CYC1;OGDH;NDUFS8;ATP6V1F;CYB5R3;ETFB;COX4I1;UQCRC1;GPI;ECH1;HSD17B10;NDUFA3;COX5B;IDH3G;MDH2;IDH2;ECHS1;NDUFA8;NDUFV1;UQCR10;ACO2;MFN2;TOMM22;UQCR11;POLR2F;SLC25A5;NDUFB2;NDUFA2;BAX;COX7C;PHB2;TIMM50;TIMM10;ATP6V0B;ACAA1;MRPS12;GRPEL1;COX10;RHOT2;GOT2;MRPS11;NDUFB6;NDUFS3;IDH3B;TIMM8B;MRPS15;SLC25A4;UQCRQ;MRPL11;ECI1;COX6A1;COX5A;UQCRH;ALAS1;COX17;ATP6V1E1;NDUFS4;COX7A2;VDAC1;ATP6V0C;SDHC;PHYH;ATP6AP1;MRPL15;COX6C;FH;NDUFAB1;ATP6V1H;NDUFA9;UQCRFS1;SDHA;NDUFS7;SLC25A3;NDUFA1;POR;COX7B;PMPCA;MRPL35;MGST3;NDUFB8;SURF1;PDP1;SDHB;NDUFB4;LDHA;LDHB;CS;ATP6V1D;ATP6V1G1;SUCLA2;NDUFA4;HTRA2;HADHA;PDHA1;UQCRC2;IDH1;NDUFC2;NDUFA6;CYCS;IMMT;COX7A2L","primary","omit_69_2__batch1","day3_vs_control","Wald",4.49416540915982e-19,21077,16,5.18557547210748e-19
"HALLMARK_GLYCOLYSIS",0.000257331469247875,0.49849310876659,0.42182700832008,1.5833867912158,184,"ALDOA;PGLS;B4GALT2;TPI1;DPYSL4;PKM;G6PD;TALDO1;ENO1;MDH2;PYGB;AGRN;CACNA1H;GPC1;PC;PGAM1;MED24;B3GALT6;GYS1;B4GALT7;ENO2;SDC3;EFNA3;B3GAT3;PPIA;FKBP4;B3GAT1;GALE;PFKP;MPI;GOT2;TXN;POLR3K;QSOX1;STMN1;PGK1;CLN6;RBCK1;SLC25A13;SOD1;NSDHL;CAPN5;PRPS1;SDC1;SDHC;GOT1;SLC25A10;HAX1;HDLBP;GAL3ST1;PSMC4;GALK1;XYLT2;PPP2CB;CITED2;CHST1;ARTN;IGFBP3;UGP2;LDHA;MIF;HS6ST2;PLOD1","primary","omit_69_2__batch1","day3_vs_control","Wald",0.000371701011135819,21077,16,0.000551424576959732
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",1.04131126358947e-06,0.643551836150722,0.671509520502739,2.09440443413188,42,"GPX4;PRDX2;G6PD;HMOX2;ATOX1;CDKN2D;FTL;STK25;SBNO2;NQO1;ERCC2;PFKP;TXN;SOD1;MSRA;EGLN2;PRDX1;PDLIM1;TXNRD2;GSR;NDUFB4;NDUFA6;MGST1;SOD2;ABCC1;GLRX2","primary","omit_69_2__batch1","day3_vs_control","Wald",2.70740928533261e-06,21077,16,5.20655631794733e-06
"HALLMARK_MTORC1_SIGNALING",0.00222504767959313,0.318279675040437,0.392024524537464,1.47409103567645,189,"ALDOA;TPI1;GAPDH;G6PD;FKBP2;RRP9;SQSTM1;CORO1A;TOMM40;PSMB5;GPI;ENO1;PFKL;CALR;DDX39A;PDAP1;STIP1;TM7SF2;GBE1;ABCF2;PPP1R15A;CYB5B;NFKBIB;PPIA;ACLY;MAP2K3;CYP51A1;PIK3R3;CDC25A;MCM2;NFYC;TUBG1;PGK1;CCNF;SLC2A1;PSME3;MCM4;DHCR7;PRDX1;HSPA4;TMEM97;GOT1;FADS2;PSMD13;MLLT11;HSPD1;YKT6;PSMC4;RPA1;TES;PGM1;DHCR24;HSPE1;QDPR;ARPC5L;NMT1;HPRT1;GSR;LDHA;ACTR3;CACYBP;LDLR;CDKN1A;CCT6A;ATP6V1D;EBP;COPS5;MTHFD2L","primary","omit_69_2__batch1","day3_vs_control","Wald",0.00262960180315552,21077,16,0.0033375715193897
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",6.94357543596533e-05,0.538434096309916,0.510389370113061,1.79928900376782,96,"HRAS;ECSIT;ARHGDIA;PPP1CA;AKT1;SQSTM1;CFL1;AP2M1;CALR;PFN1;PIN1;TRAF2;RPTOR;TSC2;MKNK2;PAK4;NFKBIB;GRB2;AKT1S1;MAP2K3;DUSP3;RALB;RPS6KA1;PIK3R3;SLC2A1;MAPKAP1;CAB39L;RAC1;UBE2N;PLCB1;MAPK10;ARF1;ACTR3;CAB39;CAMK4;PRKAR2A;CDKN1A;EIF4E;ADCY2;SMAD2;PRKAG1;GNA14;CDK4;PRKCB;YWHAB;CSNK2B","primary","omit_69_2__batch1","day3_vs_control","Wald",0.000150444134445916,21077,16,0.00020830726307896
