"PC","percent_variance"
1,86.7935753250488
2,8.30698031873282
3,2.32437263117802
4,1.37705809011376
5,0.518587276034062
6,0.29872844976335
7,0.208392243394737
8,0.172305665734487
9,1.3167318113728e-29
