"","ctrl1-1","ctrl1-2","ctrl11-3","ctrl12-3","ctrl2-1","ctrl2-2","ctrl3-1","ctrl3-2","trt31-1","trt31-2","trt311-3","trt312-3","trt32-1","trt32-2","trt33-1","trt33-2","trt41-1","trt41-2","trt41-3","trt42-1","trt42-2","trt43-1","trt43-2","trt51-3","trt511-2","trt511-4","trt512-2","trt512-4","trt52-1","trt52-2","trt61-1","trt61-3","trt62-1","trt62-2","trt63-2","trt71-1","trt71-3","trt72-1","trt72-3","trt81-1","trt81-3","trt82-1","trt82-3"
"trt311-3",0.968096203443951,0.983479826684012,0.990077320084839,0.987895472017643,0.976195163621445,0.976001488170678,0.975846184979041,0.986403697025939,0.977346323371066,0.987374586514874,1,0.991261225924364,0.977306547162244,0.988508104832469,0.978770725160476,0.989055893798052,0.977088566344634,0.988319332551074,0.985988701677883,0.972302487537291,0.987580205079507,0.972981495438809,0.988807259038239,0.990187743173396,0.988064486616045,0.960191869468239,0.988958662936807,0.957697202312119,0.975648026792856,0.981899389515306,0.974600834935116,0.986376595776616,0.974132138518977,0.989499728921242,0.990349471620762,0.971886118089579,0.98587634661226,0.97367376898502,0.985802303246557,0.971125657122314,0.978202422777668,0.968249935155338,0.976440319800479
"trt312-3",0.961315179980791,0.977497099209992,0.985734112921012,0.987264496787552,0.976182926014589,0.969801077929435,0.972440132954317,0.981799403564604,0.974216960842563,0.985829987940099,0.991261225924364,1,0.974897960906165,0.987686637568564,0.976876825867045,0.985386342311593,0.973533959486056,0.983433059793,0.990463129896817,0.966054335658707,0.986846937937436,0.967212982569563,0.984997897854188,0.989608744518575,0.984708878937566,0.969512329957303,0.987011589304358,0.967536439661738,0.971746846532871,0.978790560016564,0.969966464077869,0.986412296127049,0.968995046659614,0.988376752999596,0.988748842673557,0.971224359308283,0.987425112730773,0.971800771103006,0.985968772483004,0.97151197154554,0.984848798983504,0.96638881941399,0.984127995478307
"trt32-1",0.984939747310657,0.97365158400155,0.976443160175468,0.976140348037023,0.990634512699277,0.966626211535891,0.990727157428343,0.975143138077443,0.992364419752636,0.975441358582859,0.977306547162244,0.974897960906165,1,0.973911337737264,0.992525617768065,0.976277576485866,0.99260016664807,0.977642186302473,0.970499938451834,0.988957720247797,0.975465554717205,0.990185496967074,0.977356606222777,0.975497284948207,0.975647346192008,0.970056627135159,0.975834912702699,0.967494123422739,0.990070167065795,0.967921647611909,0.988753485818812,0.972116176661931,0.989117519666653,0.976435836386688,0.977710428131999,0.983417237795908,0.971430860493818,0.985793726338208,0.971596649013174,0.982608377336259,0.962371888253031,0.980435970944049,0.960435404886881
"trt32-2",0.965224172830714,0.980788531038663,0.984951060742897,0.986253292799677,0.973683257335943,0.973123948298001,0.97302517942749,0.985303721225381,0.974077371112849,0.985094144163201,0.988508104832469,0.987686637568564,0.973911337737264,1,0.976775537034214,0.990189482195724,0.973960214415839,0.983856408922569,0.984084876593253,0.968755096278538,0.985115929393238,0.96944765730935,0.986117969573425,0.986426143552205,0.98512381887475,0.959933665223107,0.986357083264358,0.957549671698139,0.972510010135335,0.987393960171419,0.97223965449545,0.983080839013103,0.971043137260438,0.988480814798213,0.988918349357275,0.970311665023304,0.981851188546721,0.971753388420652,0.981364373072639,0.969523419747827,0.974900026055985,0.966161201744496,0.973402588432946
"trt33-1",0.984126566441753,0.97365604061657,0.977055167213699,0.9775381204709,0.99179025757398,0.966190944489064,0.99167218828558,0.976530612181234,0.992882675321026,0.976004459456054,0.978770725160476,0.976876825867045,0.992525617768065,0.976775537034214,1,0.978146907560037,0.993194249009526,0.977485558975233,0.973317423240046,0.988604561544085,0.976464108888134,0.989258412203243,0.977878881574345,0.976905454464381,0.976269509598998,0.972583797125004,0.976843403574597,0.970121013575849,0.990397438081192,0.970552733275372,0.989612524422016,0.973578253662314,0.989232282839331,0.97848372295606,0.979188484342131,0.985322534086142,0.972892666462968,0.987360087088854,0.972800783100079,0.983900291804645,0.964352639083104,0.981082415830289,0.962462933805895
"trt33-2",0.971319796780774,0.986843267137852,0.987992313297261,0.987343355178374,0.974742296040676,0.980170740123277,0.976159106106224,0.989719721279906,0.976969540062575,0.98734575071237,0.989055893798052,0.985386342311593,0.976277576485866,0.990189482195724,0.978146907560037,1,0.977141221320242,0.988843351710593,0.981467627285294,0.974641486349484,0.986110509430143,0.974800175188916,0.989711406797104,0.986220578080898,0.98769360024616,0.952580632365318,0.987292831532894,0.949765237836268,0.976216468577413,0.986010722011558,0.976235564054795,0.981854726108058,0.975633361228314,0.989453752331738,0.989952964500034,0.97067290432215,0.98078391042013,0.973391233891933,0.981375102042146,0.969970167571465,0.969879590966119,0.96857665258985,0.967519545631228
"trt41-1",0.98649853220232,0.975035096074225,0.977003804332653,0.97576160656733,0.99081682847459,0.968330114299559,0.992006272376831,0.976557921905092,0.99326247523805,0.975381794642564,0.977088566344634,0.973533959486056,0.99260016664807,0.973960214415839,0.993194249009526,0.977141221320242,1,0.978459641028882,0.969003772614433,0.991056188206087,0.975242685143238,0.991336161695974,0.978023720749758,0.974629476602819,0.975699173722296,0.966354968591511,0.975367471981635,0.963623793982326,0.990963822947044,0.968684833931246,0.990406016384733,0.971101790022342,0.990543866541536,0.9765516888919,0.977494006869738,0.983954117853887,0.970152240480705,0.986538853175903,0.970754660234007,0.982443867585641,0.959296862732714,0.980959847667955,0.956971232433652
"trt41-2",0.973262003500576,0.989590189066263,0.989370479404882,0.987882785053115,0.975068502551783,0.983303571526008,0.977270842561102,0.989640540526484,0.978093494967008,0.988242499129092,0.988319332551074,0.983433059793,0.977642186302473,0.983856408922569,0.977485558975233,0.988843351710593,0.978459641028882,1,0.978752329435261,0.977174753124112,0.987457033975727,0.977438499646612,0.991651439566821,0.98518828407513,0.987906653935364,0.948642733444966,0.986869638330197,0.94552227210427,0.977195886563642,0.979224302482142,0.976451646311224,0.980456325785801,0.976822723308882,0.987546303476687,0.989131886271816,0.969466912800718,0.980448798829456,0.972870882672812,0.981517753590672,0.968343031414741,0.967636131195651,0.967837513251573,0.964897708728519
"trt41-3",0.9540448712239,0.973793889724633,0.980470187888221,0.987145368503357,0.974425120621961,0.96504914074428,0.968927901938403,0.97944255425683,0.969720699001702,0.982889142148957,0.985988701677883,0.990463129896817,0.970499938451834,0.984084876593253,0.973317423240046,0.981467627285294,0.969003772614433,0.978752329435261,1,0.959425007435382,0.983817302814253,0.960977956776825,0.98075013264564,0.985252193860265,0.978603519131939,0.972620752261188,0.982038439444289,0.971039823093583,0.966825890262348,0.973373677001345,0.964614586953507,0.981683560493248,0.963079213102397,0.986847191957704,0.98602474194936,0.969009419023457,0.984981796248057,0.968613910208501,0.98284182653436,0.967663566747743,0.9843687089546,0.961231761834406,0.984393616859341
"trt42-1",0.989683142662565,0.976175842545058,0.973375852886147,0.970111339833839,0.985087226630808,0.972313021972859,0.988787759115251,0.976056898276399,0.990300827816649,0.973312907932087,0.972302487537291,0.966054335658707,0.988957720247797,0.968755096278538,0.988604561544085,0.974641486349484,0.991056188206087,0.977174753124112,0.959425007435382,1,0.970518634472633,0.991705719350619,0.976884074306546,0.968834201895089,0.974260258070285,0.95263956207168,0.971690359581245,0.949165982583057,0.989726248483711,0.967452166360605,0.99029163341359,0.964370542041878,0.9905299412216,0.972160011231604,0.973121849027617,0.978425711239691,0.962788129125918,0.982810696595877,0.964670246040764,0.97988103806747,0.948944541728512,0.981065962599185,0.945383589961378
